"","P[Y=1]","P[Y=2]","P[Y=3]","y_hat","y_avg","y_obs"
"klo",0.750604567909696,0.237602948388609,0.0117924837016943,1,1.261187915792,1
"klp",0.168979866925848,0.566419508349863,0.264600624724289,2,2.09562075779844,2
"klq",0.995948832412691,0.00403975044534077,1.1417141968284e-05,1,1.00406258472928,1
"klr",0.990852907276209,0.0091075309745442,3.95617492472411e-05,1,1.00918665447304,1
"kls",0.94818457052073,0.0511630490291993,0.000652380450070877,1,1.05246780992934,1
"klt",0.995964672336505,0.00402397761676654,1.13500467280314e-05,1,1.00404667771022,1
"klu",0.999723162206,0.000276605971807897,2.31822191887332e-07,1,1.00027706961619,1
"klw",0.880524561466834,0.116629675965321,0.00284576256784519,1,1.12232120110101,1
"klx",0.988008907837586,0.011930777745643,6.03144167706793e-05,1,1.01205140657918,1
"klz",0.952223164122387,0.0472083403064544,0.000568495571158789,1,1.04834533144877,1
"kma",0.941984231537081,0.0572244310063837,0.000791337456535146,1,1.05880710591945,1
"kmb",0.997592178019925,0.00240257032939273,5.25165068276934e-06,1,1.00241307363076,1
"kmc",0.999039352436223,0.000959278640581207,1.3689231959102e-06,1,1.00096201648697,1
"kmd",0.912035201643476,0.0863280998973823,0.00163669845914172,1,1.08960149681567,1
"kme",0.941914298485595,0.0572927265695802,0.000792974944824554,1,1.05887867645923,2
"kmf",0.981757678935923,0.0181252067961915,0.000117114267885965,1,1.01835943533196,1
"kmg",0.999958506914817,4.14764258569456e-05,1.66593259187664e-08,1,1.00004150974451,1
"kmh",0.999997306942571,2.69263586383239e-06,4.2156467205956e-10,1,1.00000269347899,1
"kmi",0.980635364817971,0.0192357842848586,0.000128850897170851,1,1.0194934860792,1
"kmj",0.988678410625222,0.0112664602406043,5.51291341733817e-05,1,1.01137671850895,1
"kmk",0.989115576794904,0.0108325816787609,5.18415263348615e-05,1,1.01093626473143,1
"kml",0.991154116037594,0.0088083206107239,3.7563351681702e-05,1,1.00888344731409,1
"kmm",0.986162705490604,0.0137617579387087,7.55365706877065e-05,1,1.01391283108008,1
"kmn",0.991569751081341,0.00839537816258462,3.48707560742234e-05,1,1.00846511967473,1
"kmo",0.999514327921039,0.00048515788700132,5.1419195967739e-07,1,1.00048618627092,1
"kmp",0.906382008308,0.0917889301389472,0.0018290615530524,1,1.09544705324505,1
"kmq",0.878920636225148,0.118162986822993,0.00291637695185876,1,1.12399574072671,1
"kmr",0.999993499199313,6.49943941155584e-06,1.36127531469299e-09,1,1.00000650216196,1
"kms",0.994739569425369,0.00524348824820597,1.69423264249069e-05,1,1.00527737290106,1
"kmt",0.933870178338614,0.065138034787166,0.000991786874220524,1,1.06712160853561,1
"kmu",0.999982397112984,1.75976943183054e-05,5.19269738319394e-09,1,1.00001760807971,1
"kmv",0.974734642111819,0.0250674619137412,0.000197895974439422,1,1.02546325386262,1
"kmw",0.999387672943184,0.000611611080858498,7.15975957410464e-07,1,1.00061304303277,1
"kmx",0.999032583619336,0.000966033481458073,1.38289920603718e-06,1,1.00096879927987,1
"kmy",0.97674215406417,0.0230848044408292,0.000173041495001303,1,1.02343088743083,1
"kmz",0.975483370718206,0.0243281655442623,0.000188463737531452,1,1.02470509301933,1
"kna",0.991881292288033,0.00808580522325142,3.29024887152363e-05,1,1.00815161020068,1
"knb",0.985523769737874,0.0143951162772049,8.11139849210551e-05,1,1.01455734424705,1
"knc",0.999880299089467,0.000119629183378489,7.17271544381504e-08,1,1.00011977263769,1
"knd",0.885145135369558,0.112207529977004,0.00264733465343803,1,1.11750219928388,1
"kne",0.999106048999994,0.000892717295460366,1.23370454541138e-06,1,1.00089518470455,1
"knf",0.998244928267255,0.00175177731899046,3.29441375457318e-06,1,1.0017583661465,1
"kng",0.999139889219195,0.000858943920587274,1.16686021756074e-06,1,1.00086127764102,1
"kni",0.98848728449137,0.0114561245824365,5.65909261931452e-05,1,1.01156930643482,1
"knj",0.999436155412496,0.000563208318733244,6.36268771225801e-07,1,1.00056448085628,1
"knk",0.999897681687408,0.000102260617940164,5.76946516117616e-08,1,1.00010237600724,1
"knl",0.9635781926981,0.0360610090835535,0.000360798218346225,1,1.03678260552025,1
"knm",0.912977933246717,0.0854164214144497,0.00160564533883312,1,1.08862771209212,1
"knn",0.999922454039142,7.75066364765431e-05,3.93243816398936e-08,1,1.00007758528524,1
"kno",0.999120971909174,0.000877824011630057,1.20407919590448e-06,1,1.00088023217002,1
"knp",0.895627866805749,0.102147766649131,0.00222436654512015,1,1.10659649973937,1
"knq",0.895834285894663,0.101949300927168,0.00221641317816901,1,1.10638212728351,1
"knr",0.897776103348297,0.10008159780282,0.00214229884888284,1,1.10436619550059,1
"kns",0.912219144250952,0.0861502392218699,0.00163061652717833,1,1.08941147227623,1
"knt",0.82961730946551,0.164841400820935,0.00554128971355516,1,1.17592398024804,1
"knu",0.997106756540835,0.00288634509175412,6.89836741130101e-06,1,1.00290014182658,1
"knv",0.999741382402184,0.000258406975992886,2.10621822649415e-07,1,1.00025882821964,1
"knw",0.889218397548051,0.108303080987949,0.00247852146400074,1,1.11326012391595,1
"knx",0.999224067518214,0.000774926584543256,1.00589724238986e-06,1,1.00077693837903,1
"kny",0.999587862468999,0.000411730450477377,4.07080523956438e-07,1,1.00041254461153,1
"knz",0.994527395953857,0.005454613117578,1.79909285648039e-05,1,1.00549059497471,1
"koa",0.987589140941605,0.0123472017682368,6.36572901581145e-05,1,1.01247451634855,1
"kod",0.982668222227671,0.017223849303541,0.000107928468788154,1,1.01743970624112,1
"koe",0.993202694274277,0.00677226327917346,2.50424465493282e-05,1,1.00682234817227,1
"kof",0.223049942498189,0.572405296673702,0.204544760828109,2,1.98149481832992,3
"kog",0.976206410162384,0.0236140515455852,0.000179538292031323,1,1.02397312812965,1
"koh",0.900048047956677,0.0978947556436149,0.00205719639970792,1,1.10200914844303,1
"koi",0.986380964470952,0.0135453681026636,7.36674263848158e-05,1,1.01369270295543,1
"kol",0.999480622618434,0.000518811556048715,5.65825517551133e-07,1,1.00051994320708,1
"koo",0.999220836025391,0.000778152041104319,1.01193350487971e-06,1,1.00078017590811,1
"kop",0.993388920783288,0.00658707934985858,2.39998668529751e-05,1,1.00663507908356,1
"koq",0.997233261823318,0.00276028382751414,6.45434916746179e-06,1,1.00277319252585,1
"kor",0.999805395158032,0.000194463563025993,1.4127894221172e-07,1,1.00019474612091,1
"kos",0.955132323142825,0.0443563615242984,0.000511315332876516,1,1.04537899219005,1
"kot",0.952457915255719,0.0469783041821581,0.000563780562123362,1,1.0481058653064,1
"kou",0.750758294863448,0.237464117528034,0.0117775876085179,1,1.26101929274507,1
"kov",0.453626551990422,0.475717896562153,0.0706555514474252,2,1.617028999457,2
"kow",0.972141877425434,0.0276260850244532,0.000232037550112807,1,1.02809016012468,1
"koy",0.0512121208957716,0.430529596409146,0.518258282695083,3,2.46704616179931,2
"koz",0.979428448258509,0.0204295746738091,0.000141977067681598,1,1.02071352880917,1
"kpa",0.903992660484126,0.0940937908754372,0.00191354864043691,1,1.09792088815631,1
"kpb",0.921876012002642,0.0767971058007311,0.00132688219662647,1,1.07945087019398,1
"kpc",0.867277960968741,0.12926594848818,0.00345609054307872,1,1.13617812957434,1
"kpf",0.999996727414217,3.27203995331704e-06,5.45830158849014e-10,1,1.00000327313161,1
"kph",0.947864341967807,0.0514764024072848,0.000659255624908317,1,1.0527949136571,1
"kpi",0.828394386968434,0.165987570764102,0.00561804226746476,1,1.17722365529903,1
"kpj",0.902731462384051,0.0953096264889598,0.00195891112698965,1,1.09922744874294,1
"kpk",0.93462254371363,0.0644051441348755,0.000972312151494292,1,1.06634976843786,1
"kpl",0.990230486044667,0.00972569909445009,4.38148608832289e-05,1,1.00981332881622,1
"kpm",0.997512367241821,0.00248212110963997,5.51164853901387e-06,1,1.00249314440672,1
"kpo",0.999960888816733,3.90958170640721e-05,1.53662031987523e-08,1,1.00003912654947,1
"kpq",0.980057604731063,0.0198073256781909,0.00013506959074594,1,1.02007746485968,1
"kpr",0.999475974652127,0.000523452281486647,5.73066386677645e-07,1,1.00052459841426,1
"kps",0.977477920962051,0.0223577974176902,0.0001642816202585,1,1.02268636065821,1
"kpt",0.970224027791058,0.0295172180477064,0.000258754161235664,1,1.03003472637018,1
"kpu",0.850009490273331,0.145644098268048,0.00434641145862147,1,1.15433692118529,1
"kpv",0.998395366214876,0.00160174511794486,2.88866717956804e-06,1,1.0016075224523,1
"kpw",0.999991376095178,8.62191768358223e-06,1.98713800969585e-09,1,1.00000862589196,1
"kpx",0.999872140310347,0.000127781077970179,7.86116830520101e-08,1,1.00012793830134,1
"kpy",0.881194373660234,0.115989087571277,0.00281653876848909,1,1.12162216510825,1
"kpz",0.997626600225155,0.00236825891987913,5.14085496572392e-06,1,1.00237854062981,1
"kqa",0.999737692709737,0.000262092425193261,2.14865070180537e-07,1,1.00026252215533,1
"kqb",0.999263315943486,0.000735750540510671,9.33516003609469e-07,1,1.00073761757252,1
"kqc",0.998960882622399,0.00103758363261253,1.53374498812475e-06,1,1.00104065112259,1
"kqd",0.4687002692818,0.465636623208683,0.0656631075095173,1,1.59696283822772,1
"kqe",0.997151420822512,0.00284183874849864,6.74042898907157e-06,1,1.00285531960648,1
"kqf",0.990094828697757,0.00986040759512496,4.47637071182561e-05,1,1.00994993500936,1
"kqg",0.902970173634153,0.0950795418709098,0.00195028449493673,1,1.09898011086078,1
"kqi",0.999575346723396,0.000424228519720682,4.247568835547e-07,1,1.00042507803349,1
"kqj",0.998773066662081,0.00122498109642288,1.95224149590612e-06,1,1.00122888557941,1
"kqk",0.999568206244818,0.000431358809697024,4.34945484961702e-07,1,1.00043222870067,1
"kql",0.994716088923726,0.00526685383529812,1.70572409757819e-05,1,1.00530096831725,1
"kqm",0.96871485450555,0.0310045019679749,0.000280643526475055,1,1.03156578902092,1
"kqn",0.99553126846172,0.00445549541480927,1.32361234704836e-05,1,1.00448196766175,1
"kqo",0.999140325879478,0.000858508114949919,1.16600557176216e-06,1,1.00086084012609,1
"kqp",0.976014709238068,0.0238034036309032,0.00018188713102929,1,1.02416717789296,1
"kqq",0.244839530519942,0.570197138678949,0.184963330801109,2,1.94012380028117,2
"kqr",0.997882193073385,0.00211346294596293,4.34398065207731e-06,1,1.00212215090727,1
"kqs",0.999904009688972,9.59374988508399e-05,5.28121768539336e-08,1,1.0000960431232,1
"kqt",0.951646066302894,0.0477737718021198,0.000580161894986331,1,1.04893409559209,1
"kqu",0.00379435468368821,0.135740564750591,0.860465080565721,3,2.85667072588203,3
"kqv",0.924652290699576,0.0741025263393821,0.00124518296104215,1,1.07659289226147,1
"kqw",0.970939841562333,0.0288115204447175,0.000248637992949607,1,1.02930879643062,1
"kqx",0.7615587168082,0.227681872401253,0.0107594107905478,1,1.24920069398235,2
"kqy",0.998693249152812,0.0013046109543593,2.13989282871196e-06,1,1.00130889074002,1
"kqz",0.55482243531199,0.402939500342835,0.0422380643451746,1,1.48741562903318,3
"kra",0.976435734031679,0.0233875207918486,0.000176745176472592,1,1.02374101114479,1
"krc",0.976297465184196,0.0235241077339226,0.00017842708188176,1,1.02388096189769,1
"krd",0.917259669589301,0.0812720535910783,0.00146827681962058,1,1.08420860723032,1
"kre",0.656097931369451,0.320566194007221,0.023335874623328,1,1.36723794325388,1
"krf",0.928684818908407,0.0701842220862898,0.00113095900530291,1,1.0724461400969,1
"krh",0.999185259781778,0.000813661069478777,1.07914874358794e-06,1,1.00081581936697,1
"kri",0.997345430633262,0.00264850005422568,6.06931251223575e-06,1,1.00266063867925,1
"krj",0.998929369467376,0.00106902889695415,1.6016356697568e-06,1,1.00107223216829,1
"krk",0.0415213913636138,0.400491599734642,0.557987008901744,3,2.51646561753813,3
"krl",0.991195203519213,0.00876750267345849,3.72938073286422e-05,1,1.00884209028812,1
"krn",0.998443174776433,0.00155406171070638,2.76351286088161e-06,1,1.00155958873643,1
"krp",0.995798980011446,0.00418896115045808,1.20588380955189e-05,1,1.00421307882665,1
"krr",0.99406712400203,0.00591253236756573,2.03436304043736e-05,1,1.00595321962837,1
"krt",0.966584496946492,0.0331026722824064,0.000312830771102113,1,1.03372833382461,1
"kru",0.99999759137674,2.40825958908175e-06,3.63670982217457e-10,1,1.00000240898693,1
"krv",0.952841968292197,0.0466019267295266,0.000556104978276517,1,1.04771413668608,1
"krw",0.99927682074628,0.000722270239871592,9.09013847971707e-07,1,1.00072408826757,1
"krx",0.986499004412035,0.0134283313414681,7.26642464968785e-05,1,1.01357365983446,1
"kry",0.977863213194284,0.0219770170314773,0.000159769774239149,1,1.02229655657996,1
"krz",0.813131824161475,0.180242216899007,0.00662595893951767,1,1.19349413477804,1
"ksb",0.996836445053073,0.00315567389029703,7.88105662974381e-06,1,1.00317143600356,1
"ksc",0.981217229401699,0.0186600613822386,0.000122709216062722,1,1.01890547981436,1
"ksd",0.999999983481301,1.65181269773385e-08,5.72097924589343e-13,1,1.00000001651927,1
"kse",0.999413552277217,0.000585774663391492,6.73059391553821e-07,1,1.00058712078217,1
"ksf",0.995583908850857,0.00440308961398528,1.30015351577084e-05,1,1.0044290926843,1
"ksg",0.99955336558409,0.000446178056252022,4.56359657841077e-07,1,1.00044709077557,1
"ksh",0.999724498272599,0.000275271480650763,2.30246749999274e-07,1,1.00027573197415,1
"ksi",0.987875254617207,0.0120633742318991,6.13711508941073e-05,1,1.01218611653369,1
"ksj",0.996980571042483,0.00301207754616595,7.35141135121964e-06,1,1.00302678036887,1
"ksk",0.10183380834192,0.522263053761708,0.375903137896372,2,2.27406932955445,3
"ksl",0.998987025139119,0.0010114967030822,1.47815779893978e-06,1,1.00101445301868,1
"ksm",0.971445852520891,0.0283125569057244,0.000241590573384576,1,1.02879573805249,1
"ksn",0.939097650303539,0.0600421206957128,0.000860229000748003,1,1.06176257869721,1
"ksq",0.858845499892576,0.137277258101875,0.00387724200554929,1,1.14503174211297,1
"ksr",0.998651989766029,0.00134577113098544,2.23910298546848e-06,1,1.00135024933696,1
"kss",0.999642724579404,0.000356943003945398,3.3241665053918e-07,1,1.00035760783725,1
"kst",0.982826690177742,0.0170669489886137,0.000106360833644237,1,1.0172796706559,1
"ksu",0.570992915043811,0.390337063270584,0.0386700216856046,1,1.46767710664179,2
"ksv",0.995123459827553,0.004861436197382,1.51039750647675e-05,1,1.00489164414751,1
"ksw",0.999981524807052,1.84696492377956e-05,5.54370982452923e-09,1,1.00001848073666,1
"ksy",0.941670919264518,0.0575303948365967,0.000798685898884988,1,1.05912776663437,1
"ksz",0.981166073476623,0.0187106822425058,0.000123244280870849,1,1.01895717080425,1
"kta",0.913635714391745,0.084780134254577,0.00158415135367762,1,1.08794843696193,1
"ktb",0.999613601947464,0.0003860265826513,3.71469884963282e-07,1,1.00038676952242,1
"ktc",0.957839794327031,0.0416996572776476,0.000460548395321614,1,1.04262075406829,1
"ktd",0.0188660597025815,0.293086676604882,0.688047263692536,3,2.66918120398995,2
"kte",0.966400209853873,0.0332841044777679,0.000315685668358823,1,1.03391547581449,1
"ktf",0.7297904521012,0.256292240790626,0.0139173071081747,1,1.28412685500698,1
"kth",0.947993639712013,0.0513498845872975,0.00065647570068994,1,1.05266283598868,1
"kti",0.988287840083102,0.011654027804597,5.81321123011014e-05,1,1.0117702920292,1
"ktj",0.813341535181993,0.180046991117466,0.00661147370054083,1,1.19326993851855,1
"ktm",0.998831308873419,0.00116687218301537,1.81894356587886e-06,1,1.00117051007015,1
"ktn",0.76119925261601,0.228008340511363,0.0107924068726269,1,1.24959315425662,1
"kto",0.999535497528684,0.000464019908300584,4.82563015102855e-07,1,1.00046498503433,1
"ktp",0.997109456454959,0.00288365476099106,6.88878405008531e-06,1,1.00289743232909,1
"kts",0.96989202555423,0.0298444700652745,0.000263504380495383,1,1.03037147882627,1
"ktt",0.906441107083531,0.0917318970436832,0.00182699587278534,1,1.09538588878925,1
"ktu",0.999993357214699,6.64138414296911e-06,1.40115852254041e-09,1,1.00000664418646,1
"ktv",0.998528981741945,0.00146847467179989,2.5435862555101e-06,1,1.00147356184431,1
"ktw",0.0152820507946022,0.267271641733088,0.71744630747231,3,2.70216425667771,3
"ktx",0.577224381664544,0.385419583152597,0.0373560351828593,1,1.46013165351832,1
"kty",0.944594226978473,0.0546744290144123,0.000731344007114387,1,1.05613711702864,1
"ktz",0.987353911933718,0.0125805268552865,6.55612109952131e-05,1,1.01271164927728,1
"kua",0.999794153428108,0.000205693725103928,1.52846788337158e-07,1,1.00020599941868,1
"kub",0.993558392477863,0.00641854209382353,2.3065428313096e-05,1,1.00646467295045,1
"kuc",0.825212599783774,0.16896690657642,0.00582049363980608,1,1.18060789385603,1
"kud",0.981145519926588,0.0187310205467104,0.000123459526701453,1,1.01897793960011,1
"kue",0.999999997466808,2.53313914289066e-09,5.32907051820075e-14,1,1.00000000253325,1
"kuf",0.972464755476957,0.0273075830092284,0.000227661513814703,1,1.02776290603686,1
"kug",0.994699924136372,0.005282939347382,1.71365162460191e-05,1,1.00531721237987,1
"kuh",0.98410706708812,0.0157988973629759,9.40355489038591e-05,1,1.01598696846078,1
"kui",0.962544449921451,0.0370775736196507,0.000377976458898477,1,1.03783352653745,1
"kuj",0.998314637218054,0.00168225860646687,3.10417547877417e-06,1,1.00168846695742,1
"kuk",0.9704380294723,0.0293062587143023,0.000255711813398229,1,1.0298176823411,1
"kul",0.999738483437084,0.00026130260935997,2.13953555650015e-07,1,1.00026173051647,1
"kum",0.999748549985584,0.000251247561821821,2.02452594244562e-07,1,1.00025165246701,1
"kun",0.999913434722252,8.65195004813302e-05,4.5777266532987e-08,1,1.00008661105501,1
"kuo",0.973820650171859,0.0259696794304585,0.000209670397682604,1,1.02638902022582,1
"kup",0.999979802314018,2.01914313634477e-05,6.25461860082055e-09,1,1.0000202039406,1
"kuq",0.0721716008783821,0.478604892763121,0.449223506358497,2,2.37705190548011,2
"kus",0.99977962531802,0.000220206489241481,1.68192738514428e-07,1,1.00022054287472,1
"kut",0.0864777005714668,0.502400936920089,0.411121362508444,2,2.32464366193698,2
"kuu",0.0216549045727166,0.31075087387061,0.667594221556673,3,2.64593931698396,2
"kuw",0.983152706754992,0.0167441284146924,0.000103164830315916,1,1.01695045807532,1
"kux",0.939349609026179,0.0597962815781797,0.000854109395641456,1,1.06150450036946,1
"kuy",0.273146492798188,0.564321769233843,0.162531737967968,2,1.88938524516978,2
"kva",0.974506828294352,0.0252923676553447,0.000200804050303205,1,1.02569397575595,1
"kvc",0.999933816522062,6.61518673438222e-05,3.16105943642953e-08,1,1.00006621508853,1
"kvd",0.963225234349555,0.036408141389588,0.000366624260857096,1,1.0371413899113,1
"kve",0.753270647695657,0.235193591415516,0.0115357608888267,1,1.25826511319317,1
"kvf",0.971424147905864,0.0283339609987269,0.000241891095409175,1,1.02881774318955,1
"kvg",0.990959247530567,0.00900190073348905,3.88517359443119e-05,1,1.00907960420538,1
"kvh",0.755687078575803,0.23300688859041,0.0113060328337874,1,1.25561895425798,1
"kvi",0.973864528891815,0.0259263724911063,0.000209098617079073,1,1.02634456972526,1
"kvj",0.99657404351206,0.00341707846991812,8.87801802140764e-06,1,1.00343483450596,1
"kvl",0.986775818399904,0.0131538486181373,7.03329819582432e-05,1,1.01329451458205,1
"kvm",0.91423107886152,0.0842041017361904,0.0015648194022897,1,1.08733374054077,1
"kvn",0.918081319215755,0.0804760784953951,0.00144260228885018,1,1.0833612830731,1
"kvo",0.82063174847252,0.173249237212489,0.00611901431499062,1,1.18548726584247,1
"kvp",0.456944724507664,0.473524688946048,0.0695305865462881,2,1.61258586203862,1
"kvq",0.989473485580158,0.0104773060115698,4.92084082724942e-05,1,1.01057572282811,1
"kvu",0.960649603161012,0.0389400281308609,0.000410368708127495,1,1.03976076554712,1
"kvv",0.79998849406584,0.19244145384829,0.00757005208586969,1,1.20758155802003,1
"kvw",0.944841440361991,0.0544327850076461,0.000725774630362608,1,1.05588433426837,1
"kvx",0.995959027143435,0.00402959891392984,1.13739426349513e-05,1,1.0040523467992,1
"kvy",0.976560412420807,0.0232643533134038,0.000175234265789137,1,1.02361482184498,1
"kvz",0.901856175630567,0.0961531189512967,0.00199070541813628,1,1.10013452978757,1
"kwa",0.612920857046009,0.35663942615033,0.0304397168036612,1,1.41751885975765,1
"kwb",0.952676535644251,0.0467640588939824,0.00055940546176636,1,1.04788286981752,1
"kwc",0.976008988264252,0.0238090543125898,0.000181957423157741,1,1.02417296915891,1
"kwd",0.999999471517753,5.28432643531751e-07,4.96032104280175e-11,1,1.00000052853185,1
"kwe",0.977771167669202,0.0220679894074518,0.00016084292334595,1,1.02238967525414,1
"kwf",0.999999985368258,1.4631251543662e-08,4.90274487674469e-13,1,1.00000001463223,1
"kwg",0.997192834633919,0.00280057024038727,6.59512569334275e-06,1,1.00281376049177,1
"kwh",0.800173056444857,0.192270648463687,0.00755629509145617,1,1.2073832386466,1
"kwi",0.974171281011794,0.0256235992990663,0.00020511968913961,1,1.02603383867735,1
"kwj",0.999990783724485,9.21410320742222e-06,2.17230744503638e-09,1,1.00000921844782,1
"kwk",0.870146625133827,0.126534726455883,0.00331864841028928,1,1.13317202327646,2
"kwl",0.997910363973129,0.00208537703956935,4.25898730138652e-06,1,1.00209389501417,1
"kwm",0.974824925841327,0.0249783257505986,0.000196748408074265,1,1.02537182256675,1
"kwn",0.992713065069664,0.00725907362105938,2.78613092763447e-05,1,1.00731479623961,1
"kwo",0.993006623756413,0.00696721842857051,2.61578150169139e-05,1,1.0070195340586,1
"kwp",0.927954138939349,0.0708945947381013,0.00115126632254936,1,1.0731971273832,1
"kwr",0.744711094998069,0.242916657844728,0.0123722471572031,1,1.26766115215913,1
"kws",0.998937339703278,0.00106107592244808,1.5843742739996e-06,1,1.001064244671,1
"kwt",0.948276197288142,0.0510733834047108,0.000650419307147598,1,1.05237422201901,1
"kwu",0.984596999820375,0.0153135190520235,8.94811276013208e-05,1,1.01549248130723,1
"kwv",0.996065258681951,0.00392381403585063,1.09272821984252e-05,1,1.00394566860025,1
"kww",0.875459706225588,0.121468479837046,0.00307181393736555,1,1.12761210771178,1
"kwx",0.990956981657629,0.00900415152860901,3.8866813762195e-05,1,1.00908188515613,1
"kwy",0.994149781126869,0.00583030551860331,1.99133545273344e-05,1,1.00587013222766,1
"kwz",0.0862212204491225,0.502023652921505,0.411755126629372,2,2.32553390618025,3
"kxb",0.986964292377558,0.0129669447909954,6.87628314461897e-05,1,1.01310447045389,1
"kxc",0.999389925939346,0.000609361854162604,7.12206491448875e-07,1,1.00061078626715,1
"kxf",0.985041895457439,0.0148726807646851,8.54237778762368e-05,1,1.01504352832044,1
"kxh",0.907255152213273,0.0909461873343662,0.00179866045236066,1,1.09454350823909,1
"kxi",0.98469172598145,0.0152196630438832,8.86109746663921e-05,1,1.01539688499322,1
"kxj",0.900802374905269,0.0971683009956273,0.00202932409910328,1,1.10122694919383,1
"kxk",0.979945240030051,0.0199184670781611,0.000136292891788181,1,1.02019105286174,1
"kxl",0.985151951180743,0.0147636171510441,8.44316682130364e-05,1,1.01493248048747,1
"kxm",0.999910142175272,8.98096229090539e-05,4.82018186476196e-08,1,1.00008990602655,1
"kxn",0.774891365091751,0.215530680842421,0.00957795406582751,1,1.23468658897408,1
"kxo",0.489249882931677,0.451426907074444,0.0593232099938789,1,1.5700733270622,2
"kxp",0.991298570679901,0.00866481036911759,3.66189509816151e-05,1,1.00873804827108,1
"kxq",0.681293960303509,0.298946958922041,0.0197590807744492,1,1.33846512047094,1
"kxr",0.962966277368592,0.0366627980519924,0.000370924579415566,1,1.03740464721082,1
"kxs",0.409171184929093,0.503557715681718,0.0872710993891884,2,1.6780999144601,2
"kxt",0.987504702694859,0.0124309591034218,6.43382017186944e-05,1,1.01255963550686,1
"kxu",0.999931125186052,6.88414199638832e-05,3.33939836894004e-08,1,1.00006890820793,1
"kxv",0.998596598560329,0.00140102682352106,2.37461614971402e-06,1,1.00140577605582,1
"kxw",0.993467632120998,0.00650880371997709,2.35641590251578e-05,1,1.00655593203803,1
"kxx",0.97420056845935,0.0255946900641727,0.000204741476477421,1,1.02600417301713,1
"kxy",0.875177591241095,0.121737739100718,0.0030846696581871,1,1.12790707841709,1
"kxz",0.999351774916699,0.000647448204663115,7.76878637642753e-07,1,1.00064900196194,1
"kya",0.994125769836986,0.00585419216437177,2.00379986425858e-05,1,1.00589426816166,1
"kyb",0.969000950009725,0.0307226143664889,0.000276435623785987,1,1.03127548561406,1
"kyc",0.999955961396168,4.40205309423236e-05,1.80728899623617e-08,1,1.00004405667672,1
"kyd",0.770802923800496,0.219265525130696,0.00993155106880828,1,1.23912862726831,1
"kye",0.939378850632942,0.0597677488778775,0.000853400489180034,1,1.06147454985624,1
"kyf",0.988966125934012,0.0109809174248,5.29566411884286e-05,1,1.01108683070718,1
"kyg",0.999985193543433,1.48023458148572e-05,4.11075262718441e-09,1,1.00001481056732,1
"kyh",0.171336641306929,0.567100187410045,0.261563171283026,2,2.0902265299761,2
"kyi",0.987104161640544,0.0128282317521939,6.76066072616832e-05,1,1.01296344496672,1
"kyj",0.942259302934047,0.056955785235021,0.0007849118309321,1,1.05852560889689,1
"kyk",0.959735067358893,0.0398385123674054,0.000426420273701322,1,1.04069135291481,1
"kyl",0.00701928538803022,0.185446722377532,0.807533992234438,3,2.80051470684641,3
"kyn",0.869704212902694,0.126956133542523,0.00333965355478216,1,1.13363544065209,1
"kyo",0.964373252795322,0.035278923177205,0.000347824027473131,1,1.03597457123215,1
"kyq",0.996557761896641,0.00343329685820004,8.94124515937733e-06,1,1.00345117934852,1
"kyr",0.161363773923317,0.563903640414545,0.274732585662139,2,2.11336881173882,2
"kys",0.972180125346234,0.0275883573249718,0.000231517328794228,1,1.02805139198256,1
"kyt",0.977215122050375,0.0226174891536453,0.000167388795979551,1,1.0229522667456,1
"kyu",0.999050913140264,0.000947741699754312,1.3451599821801e-06,1,1.00095043201972,1
"kyw",0.987068411339005,0.0128636872565642,6.79014044309145e-05,1,1.01299949006543,1
"kyx",0.999607855137168,0.000391765529937471,3.7933289487313e-07,1,1.00039252419573,1
"kyy",0.82795733161283,0.166397053421793,0.00564561496537741,1,1.17768828335255,2
"kyz",0.845943119393789,0.149484815537742,0.00457206506846886,1,1.15862894567468,1
"kza",0.967731968937177,0.0319727240483911,0.000295307014431923,1,1.03256333807725,1
"kzb",0.782524790028644,0.208537258627441,0.00893795134391429,1,1.22641316131527,2
"kzc",0.998916561736946,0.00108180876151565,1.62950153870245e-06,1,1.00108506776459,1
"kzd",0.387465115249989,0.515990886348319,0.0965439984016923,2,1.7090788831517,1
"kzf",0.987755740883546,0.0121819369798171,6.23221366367055e-05,1,1.01230658125309,1
"kzi",0.984421338017403,0.0154875582762811,9.11037063160425e-05,1,1.01566976568891,1
"kzm",0.916164477016399,0.0823326811428883,0.00150284184071237,1,1.08533836482431,1
"kzn",0.997235305405039,0.00275824733395391,6.44726100718085e-06,1,1.00277114185597,1
"kzo",0.984746471882582,0.0151654184928626,8.81096245558544e-05,1,1.01534163774197,1
"kzp",0.973617141683551,0.0261705274391035,0.000212330877345512,1,1.02659518919379,1
"kzq",0.903426170771605,0.0946399708537534,0.00193385837464111,1,1.09850768760304,1
"kzr",0.978725218721634,0.0211249171899857,0.000149864088380136,1,1.02142464536675,1
"kzs",0.98137684761799,0.0185021066091816,0.000121045772828565,1,1.01874419815484,1
"kzv",0.86728775568775,0.12925662805402,0.00345561625822965,1,1.13616786057048,1
"kzx",0.562615719402033,0.39689484743429,0.0404894331636777,1,1.47787371376165,3
"kzy",0.93163441026768,0.0673148572671221,0.00105073246519816,1,1.06941632219752,1
"kzz",0.954979286311375,0.0445064582340375,0.000514255454587387,1,1.04553496914321,1
"laa",0.988518470842363,0.011425177766114,5.63513915234903e-05,1,1.01153788054916,1
