"","P[Y=1]","P[Y=2]","P[Y=3]","y_hat","y_avg","y_obs"
"atr",0.675190556567308,0.304219876906128,0.0205895665265645,1,1.34539900995926,1
"ats",0.0946023695000342,0.513545424032829,0.391852206467137,2,2.2972498369671,2
"att",0.878060506570743,0.118984878373734,0.0029546150555233,1,1.12489410848478,1
"atu",0.998752535463581,0.00124546457038188,1.99996603711394e-06,1,1.00124946450246,1
"atv",0.570075497412864,0.391058217975205,0.0388662846119306,1,1.46879078719907,1
"atw",0.182452451856485,0.569729367809672,0.247818180333843,2,2.06536572847736,3
"atx",0.53608890675311,0.417239039513207,0.0466720537336834,1,1.51058314698057,2
"aty",0.972126173332673,0.0276415753781518,0.000232251289175256,1,1.0281060779565,1
"atz",0.505549855288973,0.439799547913476,0.0546505967975508,1,1.54910074150858,2
"aub",0.910820037406987,0.087502805716745,0.00167715687626813,1,1.09085711946928,1
"auc",0.895082642218059,0.102671914327623,0.00224544345431765,1,1.10716280123626,1
"aug",0.992033328000653,0.0079347143361429,3.19576632040741e-05,1,1.00799862966255,1
"auh",0.996705131066067,0.00328649418181048,8.37475212289718e-06,1,1.00330324368606,1
"aui",0.993386798102794,0.00658919023934357,2.40116578620331e-05,1,1.00663721355507,1
"auj",0.296153996067048,0.557431469926075,0.146414534006878,2,1.85026053793983,2
"auk",0.998530847402829,0.00146661372476864,2.53887240275752e-06,1,1.00147169146957,1
"aul",0.997942245247123,0.00205359126061222,4.16349226473045e-06,1,1.00206191824514,1
"aum",0.984691539198519,0.0152198481143627,8.86126871185722e-05,1,1.0153970734886,1
"aun",0.986094848135875,0.0138290304138261,7.61214502985608e-05,1,1.01398127331442,1
"aup",0.993918576208777,0.00606029843520872,2.11253560138402e-05,1,1.00610254914724,1
"auq",0.727559392086332,0.258282535177604,0.0141580727360635,1,1.28659868064973,1
"aur",0.984001299023409,0.0159036703881058,9.50305884850344e-05,1,1.01609373156508,1
"auu",0.881525941540759,0.11567192820069,0.00280213025855047,1,1.12127618871779,1
"auw",0.787462151380553,0.204000064727899,0.00853778389154869,1,1.221075632511,2
"aux",0.00214445168345176,0.100136323519088,0.89771922479746,3,2.89557477311401,3
"auy",0.999989058214723,1.09390499125617e-05,2.7353646014916e-09,1,1.00001094452064,1
"ava",0.999527902877855,0.000471603284370126,4.93837775339401e-07,1,1.00047259095992,1
"avd",0.184655769431549,0.570142234489983,0.245201996078468,2,2.06054622664692,1
"ave",0.532466279171154,0.419965224889562,0.047568495939284,1,1.51510221676813,3
"avi",0.989922865507297,0.0100311568478603,4.59776448430427e-05,1,1.01012311213755,1
"avn",0.999426598194867,0.000572750059958271,6.51745174384821e-07,1,1.00057405355031,1
"avt",0.999955808212532,4.41736284946259e-05,1.81589736580889e-08,1,1.00004420994644,1
"avv",0.232916447509786,0.571679888768197,0.195403663722017,2,1.96248721621223,2
"awa",0.999999546759639,4.53199759165024e-07,4.06016331666592e-11,1,1.00000045328096,1
"awb",0.998697915576449,0.00129995565737895,2.12876617156077e-06,1,1.00130421318972,1
"awc",0.998286073295776,0.00171074503747992,3.18166674417864e-06,1,1.00171710837097,1
"awe",0.717927665794089,0.266845007862498,0.0152273263434131,1,1.29729966054932,1
"awh",0.818710689717981,0.175042609637597,0.00624670064442245,1,1.18753601092644,1
"awi",0.999970220563828,2.97688404364838e-05,1.05957357332542e-08,1,1.00002979003191,1
"awm",0.684355518588422,0.296293583824294,0.019350897587284,1,1.33499537899886,1
"awn",0.999684121147407,0.000315599586792614,2.79265800151585e-07,1,1.00031615811839,1
"awo",0.754541710833843,0.234043716210266,0.0114145729558909,1,1.25687286212205,1
"awr",0.754492948821622,0.234087843374548,0.01141920780383,1,1.25692625898221,1
"aws",0.988788595045554,0.011157111796525,5.42931579208261e-05,1,1.01126569811237,1
"awt",0.84903455522436,0.146565495432879,0.004399949342761,1,1.1553653941184,1
"awu",0.986289836098449,0.0136357183069835,7.44455945672629e-05,1,1.01378460949612,1
"awv",0.943368393225042,0.0558723573453067,0.000759249429650999,1,1.05739085620461,1
"aww",0.772895163569088,0.217355187666967,0.00974964876394424,1,1.23685448519486,1
"awx",0.998503752246503,0.00149364013596143,2.60761753512195e-06,1,1.00149885537103,1
"awy",0.969032747813383,0.0306912825642112,0.000275969622405725,1,1.03124322180902,1
"axk",0.998267035112416,0.00172973121611764,3.23367146615183e-06,1,1.00173619855905,1
"axx",0.834342465916386,0.160407315011253,0.00525021907236056,1,1.17090775315597,1
"ayb",0.998498002434314,0.00149937528125332,2.62228443292933e-06,1,1.00150461985012,1
"ayc",0.998999422583202,0.000999125385078181,1.45203171997288e-06,1,1.00100202944852,1
"aye",0.987048911156961,0.0128830264281932,6.80624148461373e-05,1,1.01301915125789,1
"ayg",0.998682718575874,0.00131511635169312,2.16507243311348e-06,1,1.00131944649656,1
"ayi",0.96593782563454,0.0337392763506271,0.00032289801483254,1,1.03438507238029,1
"ayk",0.515601190027144,0.43248208230545,0.0519167276674065,1,1.53631553764026,1
"ayo",0.878566576678344,0.118501337551815,0.00293208576984072,1,1.1243655090915,1
"ayq",0.954762578375972,0.0447189899058412,0.000518431718186441,1,1.04575585334221,1
"ayr",0.999778336009414,0.000221494414837542,1.69575748110162e-07,1,1.00022183356633,1
"ayt",0.741705112209319,0.245620352269423,0.0126745355212581,1,1.27096942331194,1
"ayu",0.632023499507044,0.340839766935331,0.0271367335576244,1,1.39511323405058,2
"ayz",0.996852616666326,0.00313956234637713,7.82098729701364e-06,1,1.00315520432097,1
"aza",0.993589137269953,0.00638796534984065,2.28973802062216e-05,1,1.00643376011025,1
"azb",0.999995524684091,4.47448854523635e-06,8.27363288991023e-10,1,1.00000447614327,1
"azg",0.954288782189827,0.0451836027183279,0.000527615091844735,1,1.04623883290202,1
"azj",0.999997016522793,2.98299438272753e-06,4.8282422504542e-10,1,1.00000298396003,1
"azm",0.877977073320223,0.119064588728592,0.00295833795118539,1,1.12498126463096,1
"azo",0.986965315363069,0.012965930289848,6.87543470826446e-05,1,1.01310343898401,1
"azt",0.809704324676698,0.183430417581069,0.0068652577422329,1,1.19716093306553,1
"azz",0.999384242776558,0.000615035496422056,7.21727019703522e-07,1,1.00061647895046,1
"baa",0.999941752067718,5.82214136549686e-05,2.65186275161255e-08,1,1.00005827445091,1
"bab",0.706367636023313,0.277056220975425,0.0165761430012625,1,1.31020850697795,1
"bac",0.817350491138488,0.176311502308629,0.00633800655288264,1,1.18898751541439,1
"bae",0.00243042729323642,0.107164910421416,0.890404662285348,3,2.88797423499211,2
"baf",0.956956527796203,0.0425666219484078,0.000476850255389349,1,1.04352032245919,1
"bag",0.988773491272096,0.0111721012692436,5.4407458660477e-05,1,1.01128091618656,1
"bak",0.999920316903407,7.96422687486809e-05,4.08278441055288e-08,1,1.00007972392444,1
"bam",0.999751003819693,0.000248796501908233,1.99678399037673e-07,1,1.00024919585871,1
"ban",0.998107830325899,0.00188849015431647,3.67951978441639e-06,1,1.00189584919389,1
"bao",0.849679126708313,0.145956359864252,0.00436451342743471,1,1.15468538671912,1
"bap",0.999935762500508,6.4207160876073e-05,3.03386159528074e-08,1,1.00006426783811,1
"bar",0.999999640566517,3.59403460659102e-07,3.00224289873086e-11,1,1.00000035946351,1
"bas",0.996030514954181,0.00395841238233274,1.10726634857672e-05,1,1.0039805577093,1
"bau",0.98446240764297,0.0154468690493538,9.07233076766767e-05,1,1.01562831566471,1
"bav",0.993042674508835,0.00693137410806111,2.59513831034619e-05,1,1.00698327687427,1
"baw",0.982119321712312,0.0177672486268572,0.000113429660831166,1,1.01799410794852,1
"bax",0.99940030157713,0.00059900349419939,6.94928670164074e-07,1,1.00060039335154,1
"bba",0.999712731739454,0.000287024027696536,2.4423284916697e-07,1,1.00028751249339,1
"bbb",0.997635829061248,0.00235905965060901,5.11128814328909e-06,1,1.0023692822269,1
"bbc",0.999467025593657,0.000532387317480398,5.87088862968876e-07,1,1.00053356149521,1
"bbd",0.999569383938443,0.000430182801660073,4.3325989684817e-07,1,1.00043104932145,1
"bbe",0.989246445187804,0.010702682210285,5.08726019107231e-05,1,1.01080442741411,1
"bbf",0.963732464156818,0.0359092712838964,0.000358264559285448,1,1.03662580040247,1
"bbg",0.835551958400698,0.159270934323124,0.00517710727617826,1,1.16962514887548,1
"bbh",0.904836853363579,0.0932796655221768,0.0018834811142443,1,1.09704662775067,1
"bbi",0.929359865082383,0.0695277839965582,0.00111235092105899,1,1.07175248583868,1
"bbj",0.992990737698214,0.00698301332792883,2.62489738573901e-05,1,1.00703551127564,1
"bbk",0.994947656127939,0.00503640752352552,1.59363485355835e-05,1,1.0050682802206,1
"bbl",0.909692937532688,0.0885919441139905,0.00171511835332117,1,1.09202218082063,1
"bbm",0.973350510301213,0.0264336518037053,0.000215837895081283,1,1.02686532759387,1
"bbo",0.99419044692821,0.00578985016473532,1.97029070546639e-05,1,1.00582925597884,1
"bbp",0.997354296954874,0.0026396638163354,6.03922879083285e-06,1,1.00265174227392,1
"bbq",0.974428804093057,0.0253693917832728,0.000201804123670324,1,1.02577300003061,1
"bbr",0.99993822531394,6.17459357589167e-05,2.87503010287793e-08,1,1.00006180343636,1
"bbs",0.984405222011415,0.0155035248378544,9.12531507306635e-05,1,1.01568603113932,2
"bbt",0.898941857916827,0.0989597267809486,0.00209841530222477,1,1.1031565573854,1
"bbu",0.989011988245768,0.0109353982852143,5.26134690173041e-05,1,1.01104062522325,1
"bbv",0.998115619000128,0.00188072374181503,3.65725805695494e-06,1,1.00188803825793,1
"bbw",0.99166241470683,0.00830330447214922,3.42808210209711e-05,1,1.00837186611419,1
"bby",0.976684660146572,0.0231416059157439,0.000173733937684606,1,1.02348907379111,1
"bca",0.999768396035208,0.000231423613369697,1.80351422796043e-07,1,1.00023178431622,1
"bcc",0.999243726451134,0.000755304122726952,9.69426138808238e-07,1,1.000757242975,1
"bcd",0.785690200529694,0.205629635074579,0.00868016439572683,1,1.22298996386603,1
"bce",0.96378618958053,0.0358564263853004,0.000357384034169628,1,1.03657119445364,1
"bcf",0.999936763849652,6.32064604418892e-05,2.96899059781808e-08,1,1.00006326584025,1
"bcg",0.888575420149325,0.108919789264388,0.00250479058628739,1,1.11392937043696,1
"bch",0.994336266915696,0.00564477804235375,1.89550419504858e-05,1,1.00568268812625,1
"bci",0.999659131595441,0.000340557392422114,3.11012136489097e-07,1,1.00034117941669,1
"bcj",0.890377444571559,0.1071910300504,0.0024315253780407,1,1.11205408080648,2
"bck",0.849704663993469,0.145932223322414,0.0043631126841166,1,1.15465844869065,2
"bcl",0.999977111590177,2.2880999820285e-05,7.41000250048529e-09,1,1.00002289581983,1
"bcm",0.997499989422806,0.00249445821926064,5.55235793309183e-06,1,1.00250556293513,1
"bcn",0.940150615841492,0.0590145946023742,0.000834789556133364,1,1.06068417371464,1
"bco",0.999212917871465,0.000786055355425863,1.02677310942489e-06,1,1.00078810890164,1
"bcp",0.996932197246828,0.00306027501278083,7.52774039158854e-06,1,1.00307533049356,1
"bcq",0.999660570419551,0.000339120424419637,3.09156029443258e-07,1,1.00033973873648,1
"bcr",0.879978606050371,0.117151695875367,0.00286969807426274,1,1.12289109202389,1
"bcs",0.998613546539834,0.0013841205870827,2.33287308326613e-06,1,1.00138878633325,1
"bct",0.993687809768255,0.00628982911400655,2.23611177386784e-05,1,1.00633455134948,1
"bcu",0.996361738700431,0.00362854650272715,9.71479684164223e-06,1,1.00364797609641,1
"bcv",0.926866174777743,0.0719520024692686,0.00118182275298795,1,1.07431564797524,1
"bcw",0.97668077331707,0.0231454458918045,0.000173780791125067,1,1.02349300747405,1
"bcy",0.996277610057703,0.00371233624538614,1.00536969113163e-05,1,1.00373244363921,1
"bcz",0.987695324332497,0.0122418706213575,6.2805046145642e-05,1,1.01236748071365,1
"bda",0.997413895653608,0.00258026599045091,5.83835594059057e-06,1,1.00259194270233,1
"bdb",0.984983396893234,0.014930650114777,8.59529919891022e-05,1,1.01510255609876,1
"bdc",0.967783730315125,0.0319217428820822,0.000294526802792627,1,1.03251079648767,1
"bdd",0.999791224096305,0.000208619998224635,1.55905470422546e-07,1,1.00020893180917,1
"bde",0.982889307485654,0.0170049485713877,0.000105743942958036,1,1.0172164364573,1
"bdg",0.975543414754626,0.024268869576326,0.000187715669047517,1,1.02464430091442,1
"bdi",0.933291592165774,0.0657015207607555,0.00100688707347074,1,1.0677152949077,1
"bdj",0.979625571058046,0.0202346312325402,0.000139797709413858,1,1.02051422665137,1
"bdk",0.953078663451837,0.0463699384906817,0.000551398057481167,1,1.04747273460564,1
"bdl",0.98327658732289,0.0166214519785317,0.000101960698578485,1,1.01682537337569,1
"bdm",0.988174997345046,0.011765991453364,5.90112015896871e-05,1,1.01188401385654,1
"bdn",0.210066421854081,0.572602702025361,0.217330876120558,2,2.00726445426648,2
"bdo",0.933555525343886,0.0654444891706021,0.000999985485511501,1,1.06744446014162,1
"bdp",0.983322481434557,0.0165760025202261,0.000101516045217132,1,1.01677903461066,1
"bdq",0.995021896300968,0.00496252082516757,1.55828738640507e-05,1,1.0049936865729,1
"bdr",0.99985059248531,0.000149309864089453,9.76506002725586e-08,1,1.00014950516529,1
"bds",0.947018896973872,0.0523035381771937,0.000677564848933887,1,1.05365866787506,1
"bdt",0.998248228280215,0.00174848639753644,3.28532224858069e-06,1,1.00175505704203,1
"bdu",0.997936473907412,0.00205934536795438,4.18072463348462e-06,1,1.00206770681722,1
"bdv",0.921773554708787,0.0768965001681952,0.00132994512301787,1,1.07955639041423,1
"bdw",0.911417470641334,0.0869253245642485,0.00165720479441789,1,1.09023973415308,1
"bdx",0.47786024665551,0.459366871367035,0.0627728819774551,1,1.58491263532195,2
"bdy",0.103127281813819,0.523713837215926,0.373158880970254,2,2.27003159915643,1
"bea",0.830158366659224,0.164334114233585,0.00550751910719061,1,1.17534915244797,2
"beb",0.992366785665498,0.00760329249445924,2.99218400423573e-05,1,1.00766313617454,1
"bec",0.980691480599187,0.0191802661258219,0.000128253274990997,1,1.0194367726758,1
"bed",0.75249391175291,0.235895887938518,0.0116102003085727,1,1.25911628855566,1
"bee",0.967436496726208,0.0322637255469864,0.000299777726805339,1,1.0328632810006,1
"bef",0.99999976808465,2.31898351410464e-07,1.69981806408259e-11,1,1.00000023193235,1
"beg",0.96383200814318,0.0358113580131274,0.000356633843692333,1,1.03652462570051,1
"beh",0.998729783103263,0.00126816360079807,2.05329593916392e-06,1,1.00127227019268,1
"bei",0.955602399729467,0.0438952688028813,0.00050233146765144,1,1.04489993173818,1
"bej",0.9783900735554,0.0214562421002127,0.000153684344387339,1,1.02176361078899,1
"bek",0.989516035191333,0.0104350659113979,4.88988972694449e-05,1,1.01053286370594,1
"bel",0.999990627858024,9.36992023292671e-06,2.22174312280998e-09,1,1.00000937436372,1
"bem",0.999980916857566,1.90773504661346e-05,5.79196823835559e-09,1,1.0000190889344,1
"ben",0.999999997093131,2.90680546299882e-09,6.33937347060964e-14,1,1.00000000290693,1
"beo",0.999771191572421,0.000228631126873546,1.77300705228589e-07,1,1.00022898572828,1
"bep",0.955754233544706,0.0437463215445443,0.000499444910749824,1,1.04474521136604,1
"beq",0.962510290387633,0.0371111595516133,0.00037855006075338,1,1.03786825967312,1
"bes",0.883414712510441,0.113864507156772,0.00272078033278678,1,1.11930606782235,1
"bet",0.99747563595749,0.00251873128741631,5.63275509335437e-06,1,1.0025299967976,1
"beu",0.982379758922615,0.0175094353274445,0.000110805749940934,1,1.01773104682733,1
"bev",0.988318872722179,0.0116232360224349,5.78912553860222e-05,1,1.01173901853321,1
"bew",0.997880055457252,0.0021155940894263,4.35045332125572e-06,1,1.00212429499607,1
"bex",0.999750868750103,0.000248931419094989,1.99830801572709e-07,1,1.0002493310807,1
"bey",0.998360312185408,0.00163670620916279,2.98160542933079e-06,1,1.00164266942002,1
"bez",0.999423099468239,0.000576243091688688,6.57440072604487e-07,1,1.00057755797183,1
"bfb",0.995631588881446,0.00435562076341822,1.27903551362385e-05,1,1.00438120147369,1
"bfd",0.99820016638504,0.00179641504941375,3.41856554642028e-06,1,1.00180325218051,1
"bfe",0.889861151105856,0.107686445993128,0.00245240290101578,1,1.11259125179516,1
"bff",0.992901323002742,0.00707191273869145,2.6764258566403e-05,1,1.00712544125582,1
"bfg",0.97566307401835,0.0241506974038349,0.000186228577814918,1,1.02452315455946,1
"bfh",0.970663546177651,0.0290839314620724,0.000252522360276286,1,1.02958897618263,1
"bfj",0.983649564425835,0.0162520659037524,9.83696704127679e-05,1,1.01644880524458,1
"bfl",0.999270192765722,0.000728886221132985,9.21013144861149e-07,1,1.00073072824742,1
"bfm",0.98818229174659,0.0117587540330359,5.89542203737192e-05,1,1.01187666247378,1
"bfn",0.994242534020686,0.00573803142655227,1.94345527613216e-05,1,1.00577690053207,1
"bfo",0.997134595977677,0.00285860424813955,6.79977418394095e-06,1,1.00287220379651,1
"bfp",0.959238598513498,0.0403261537669255,0.000435247719576592,1,1.04119664920608,1
"bfq",0.997279895853252,0.00271381087290423,6.29327384416012e-06,1,1.00272639742059,1
"bfs",0.997099696792518,0.00289337975953019,6.92344795194533e-06,1,1.00290722665543,1
"bft",0.987843311106026,0.0120950641228716,6.16247711019424e-05,1,1.01221831366508,1
"bfu",0.930253624774672,0.068658435389945,0.00108793983538347,1,1.07083431506071,1
"bfw",0.920023619239743,0.0785935950413473,0.00138278571890937,1,1.08135916647917,1
"bfy",0.99999620244695,3.79688800999922e-06,6.65039912028931e-10,1,1.00000379821809,1
"bfz",0.999804879267322,0.000194978928863776,1.41803814579511e-07,1,1.00019526253649,1
"bga",0.981785023343566,0.0180981426518521,0.000116834004581734,1,1.01833181066102,2
"bgc",0.999987539457094,1.2457284863987e-05,3.25804194734047e-09,1,1.00001246380095,1
"bgd",0.994311377352046,0.00566954070580072,1.90819421534982e-05,1,1.00570770459011,1
"bge",0.990371596450034,0.0095855674075449,4.28361424210655e-05,1,1.00967123969239,1
"bgf",0.955445461202271,0.044049215917504,0.000505322880224757,1,1.04505986167795,1
"bgg",0.874544737835301,0.122341651981836,0.00311361018286294,1,1.12856887234756,1
