"","P[Y=1]","P[Y=2]","P[Y=3]","P[Y=4]","P[Y=5]","P[Y=6]","P[Y=7]","y_hat","y_avg","y_obs"
"aks",0.985700587111613,0.0131573144115711,0.000975104136742289,0.000145803945591383,2.09932373498312e-05,1.9391507299904e-07,3.24205950974488e-09,1,1.01562989649895,1
"akt",0.864464632099029,0.110664678367185,0.0186439982962963,0.00490196767715545,0.00129074251844441,3.27748298619701e-05,1.20621202870375e-06,1,1.1679926594865,1
"aku",0.552646399826728,0.287225497642007,0.0972162221378287,0.0421108761884869,0.0195163619031741,0.00119521298727665,8.94293144992897e-05,1,1.6925686589192,1
"akv",0.546933667030179,0.289399629200849,0.0989509732028457,0.0431815890420378,0.0201870222296359,0.00125240499827284,9.47142961791325e-05,1,1.70442474241964,2
"akw",0.681329787901794,0.227404601195038,0.0605133064950422,0.0220146034128981,0.0083396265447665,0.000376151109102052,2.19233413585318e-05,1,1.44984582619654,2
"akx",0.0179677734881427,0.0902476117860141,0.133989940190761,0.181459485962091,0.360124133885457,0.15159523360388,0.0646158210836536,5,4.48877358011696,7
"aky",0.013913033407818,0.0765109562426949,0.121054966122982,0.172670533480509,0.368540696551583,0.168785082343843,0.07852473185057,5,4.62586907795915,7
"akz",0.0261225689073913,0.114053831368335,0.153499150305144,0.191973957300253,0.341152087267995,0.12610228462934,0.0470961202215411,5,4.27467049742731,3
"ala",0.964358793656132,0.0317947114737407,0.00316435577751295,0.000578018544894809,0.000102730174302734,1.36031761621691e-06,3.00558008481389e-08,1,1.04027538128355,1
"alc",0.0113183067776783,0.0667870938347354,0.111031089860565,0.16492307663982,0.372751630119492,0.182296802727292,0.0908920000404182,5,4.73146103783226,5
"ald",0.985487536491886,0.0133480132350657,0.000993687396488085,0.000149033427932266,2.15261655667209e-05,1.99926389554683e-07,3.35667138529061e-09,1,1.01586961274608,1
"ale",0.0620216170194228,0.187358789777849,0.19511066258783,0.198739410279371,0.267406453332007,0.0704517987434961,0.0189112682600249,5,3.70915076239728,3
"alf",0.623996531382654,0.256520499904463,0.0762575166156086,0.0300541496053646,0.0124810678636906,0.000647900841483029,4.23337867363482e-05,1,1.55261576033437,1
"alh",0.047864186285086,0.162735064443478,0.183944711777871,0.199982462631446,0.29363050789669,0.0861875836052813,0.025655483360148,5,3.88996472566761,5
"ali",0.935942340416002,0.0554752314581859,0.00683230414706293,0.00144464819376733,0.000300169136851491,5.16660084248777e-06,1.40047287877643e-07,1,1.07470113416896,1
"alj",0.855374102708456,0.117281821350211,0.0203621924683356,0.00546794546980056,0.00147361531099011,3.88497638054153e-05,1.47292840202429e-06,1,1.18050759032968,1
"alk",0.753887318620643,0.185344240972883,0.0422430195779008,0.0137530855136591,0.004593492306595,0.00017036333999576,8.4796683234023e-06,1,1.33036620060596,1
"all",0.462047520964107,0.316204904472673,0.125486311051445,0.0611019330769687,0.0325029578188352,0.00244020682226098,0.000216165793709644,1,1.89399318595537,2
"alm",0.612106975208559,0.26207735095645,0.0796517893612556,0.0318997355218413,0.0134954349277423,0.000720540057129515,4.81739670221693e-05,1,1.57495362004323,2
"aln",0.990414374882027,0.0089074103436706,0.000586429118940912,8.09681958483521e-05,1.07303319821783e-05,8.58428143013512e-08,1.28471633331628e-09,1,1.0103665314194,1
"alp",0.582367203522247,0.275218303144194,0.0883195814408497,0.0367980506406845,0.0162983095329894,0.000932565366375426,6.59863526607518e-05,1,1.63250360102775,1
"alq",0.184397818188744,0.300784719959888,0.206173632206297,0.151531660608417,0.133483023831528,0.0203259796127883,0.00330316559233812,2,2.82310795314182,2
"alr",0.0439190943973774,0.155043656862713,0.179894488619626,0.199704740320918,0.301599904612152,0.0916348538807699,0.0282032613064435,5,3.94774031075584,5
"als",0.95598564207036,0.0388921807188669,0.00416858898322081,0.000801089718690862,0.000150267353371092,2.17946656055901e-06,5.16889300250511e-08,1,1.05024490472125,1
"alt",0.375859289890143,0.331335167222315,0.153191638706821,0.0835560614733704,0.0509188750905468,0.00465281589655786,0.000486151720247019,1,2.11824311922253,1
"alu",0.998297567002728,0.00162716585518241,6.77106415241102e-05,6.88652395663958e-06,6.66877405186561e-07,3.06913583436597e-09,3.00678371090157e-11,1,1.00178592974581,1
"alw",0.992982154416659,0.0065644092871211,0.000395519038528303,5.14579146526639e-05,6.41262773304341e-06,4.60802923596404e-08,6.35013486238734e-10,1,1.00753570583061,1
"alx",0.684917780755506,0.225458634982579,0.0595644436067425,0.0215572195066863,0.00811809870224933,0.000362831265204755,2.09911810314933e-05,1,1.44367167893733,2
"aly",0.881830852210179,0.0977796499813606,0.0154868154455104,0.0038995998889787,0.000979260985956021,2.3024124064519e-05,7.97363950311158e-07,1,1.14448902928717,1
"alz",0.99811144620055,0.00180284069800074,7.69638717461607e-05,7.96115298185018e-06,7.84317421675951e-07,3.72197206388591e-09,3.73272524001322e-11,1,1.00198380800395,1
"ama",0.0326294571751985,0.130445319661694,0.165066823173817,0.196437191284857,0.326072160046853,0.111094837396182,0.0382542112613979,5,4.13917863460061,6
"amb",0.348056620594628,0.333126109783834,0.162055760145316,0.0918191582359366,0.0585935006841649,0.00571727395045862,0.000631576605661266,1,2.1994449369052,1
"amc",0.56257859868836,0.28334160218534,0.0942186049394658,0.0402877428489723,0.0183914235276038,0.00110115460606863,8.08732041893689e-05,1,1.67219874697708,3
"ame",0.764345894120156,0.178821710585095,0.0397779421037254,0.01272812593616,0.00416908187378362,0.000149962240764911,7.28314031572808e-06,1,1.31403181014188,1
"amf",0.967240240166143,0.0293267945292117,0.00283558184247157,0.000507840346269495,8.83891733823861e-05,1.12966080034749e-06,2.4281721633379e-08,1,1.03688082994082,1
"amg",0.00417401030968972,0.0336859450632442,0.0697701395796158,0.124292204761307,0.364868654071509,0.238957802085949,0.164251244128685,5,5.18587392999429,5
"amh",0.999897576995858,0.000100036726617958,2.2263821972679e-06,1.50241512453242e-07,9.63264756848048e-09,2.10494954799856e-11,1.17017506795491e-13,1,1.00010497885209,1
"ami",0.398812368199419,0.328650905084214,0.145811250794774,0.0771216263944847,0.0452877531459459,0.00392408188129656,0.000392014499865145,1,2.05476179484667,1
"amj",0.851950661475562,0.119751302310955,0.0210205323567008,0.00568845645462623,0.00154613886737576,4.132465096085e-05,1.58388382009989e-06,1,1.18525841841546,1
"amk",0.684391565003059,0.225744922271668,0.0597033229711059,0.0216239717901119,0.00815033114276276,0.00036476104578087,2.11257755113881e-05,1,1.44457536803724,2
"aml",0.889178346191973,0.0922302560973498,0.0142026363293729,0.00350666033990277,0.000861874777222105,1.95670806238946e-05,6.59183555740128e-07,1,1.13470479938915,1
"amm",0.741900878345982,0.192679161091389,0.0451226378272021,0.0149779494527094,0.0051131012377118,0.00019623259408974,1.00394509159329e-05,1,1.34935208973071,1
"amn",0.987238850640274,0.0117770365586497,0.000843405717841139,0.000123230438895727,1.73206969330542e-05,1.53462787255698e-07,2.48461895502317e-09,1,1.0139036043204,1
"amo",0.945435047662487,0.0476893457247727,0.00552812628856192,0.00112109469719568,0.000222736951993374,3.55770919358012e-06,9.09657954517584e-08,1,1.0630181645422,1
"amp",0.947015073103184,0.0463817780049899,0.00531827651505934,0.00107048199465498,0.000210981270947874,3.32498230803946e-06,8.41288557706932e-08,1,1.06109083178754,1
"amr",0.342930953613138,0.333270929810925,0.16367514803076,0.0934001868732487,0.0601210282134222,0.00593881168321042,0.000662941775296577,1,2.21497760841371,2
"ams",0.110581361750451,0.248146590212557,0.210727330809055,0.182826282297258,0.199187477280234,0.0401377457467688,0.00839321190367681,2,3.26587800799928,3
"amt",0.632918976219454,0.252239463628969,0.0737382726085469,0.0287103452451928,0.0117571215313278,0.000597455542116654,3.83652243929333e-05,1,1.53609299976389,2
"amu",0.721184201088683,0.204999471009982,0.0502325596879164,0.0172233808544218,0.00609925824116786,0.000247851446541714,1.32776712871152e-05,1,1.38285068917418,1
"amv",0.4144777381566,0.326233542818409,0.140762892018115,0.0729245269391162,0.0417709372794519,0.00349189414969486,0.000338468638613754,1,2.01310693936995,1
"amw",0.218889276535908,0.315230954022944,0.199066558263357,0.137402109930091,0.111841894175748,0.0153053488005568,0.00226385827139441,2,2.66304787067407,3
"amx",0.920389287367946,0.0679849427711473,0.00911870527757241,0.00204526943611083,0.000452877750864888,8.66236669483378e-06,2.5502966394253e-07,1,1.09421451464954,1
"amy",0.016655184925715,0.0859687525858429,0.13010398591431,0.178964696023214,0.362999039177712,0.156731244715526,0.0685770966576797,5,4.53018577271866,4
"amz",4.99427392076265e-06,0.000183392407913188,0.00107970175553838,0.00472940206880589,0.0564298583950521,0.148668003726169,0.788904647372601,7,6.71901833857207,7
"ana",1.67061129027875e-05,0.000489081249742112,0.00246998572212422,0.00944880885124837,0.0903034726224663,0.19391711385962,0.703354831581896,7,6.58470392852708,6
"anb",0.00010281607633095,0.00208030394101355,0.00816267358973796,0.025045821502114,0.168079893509346,0.257812236974527,0.53871625440693,7,6.28722140097843,7
"anc",0.99575446692805,0.00400714332294116,0.000210539557667477,2.49974832667865e-05,2.83522960642379e-06,1.72688439104007e-08,2.09624317903945e-10,1,1.00451464340847,1
"and",0.686579260809023,0.224552700534764,0.0591265807143406,0.0213471926499286,0.0080169033483668,0.000356791031447146,2.05709121295916e-05,1,1.44082243393671,2
"ane",0.627659536660406,0.254774393897912,0.0752203276923822,0.0294982248328016,0.0121800699386605,0.000626783490301319,4.06634875363965e-05,1,1.54580790191245,1
"anf",0.453468180923502,0.318298464144013,0.128228871536003,0.0631346683781197,0.0340306991531786,0.0026046395535092,0.000234476311674836,1,1.91471306460069,3
"anh",0.931433212769924,0.0591328623858104,0.00747673348661793,0.00160986340032099,0.000341094547104404,6.06478637521501e-06,1.68623846996674e-07,1,1.08031163342338,1
"ani",0.700350866375533,0.216926895892376,0.0555348937674462,0.0196491551030346,0.00721112769607657,0.000309711362487475,1.73498030457964e-05,1,1.41744131515139,2
"anj",0.801095718855972,0.155004658060565,0.0314824972337129,0.00944345646570532,0.00287726279487255,9.23150319055432e-05,4.09155726688315e-06,1,1.25829519760773,1
"ank",0.986312418933653,0.0126090426059021,0.000922194924959929,0.000136667860388018,1.94955409676956e-05,1.77207918561351e-07,2.92621116226854e-09,1,1.01494232179772,2
"anl",0.463177273561037,0.31592025305316,0.125125750183563,0.0608374310091893,0.0323061463241699,0.00241928639319555,0.000213859475685418,1,1.89128822056462,2
"anm",0.842269977094413,0.126668203217533,0.022914776043094,0.00633387910457273,0.00176232309745616,4.89099945751859e-05,1.93144835636261e-06,1,1.19880482367028,1
"ann",0.995835404640548,0.00393197245165211,0.000205536713394627,2.43205275459735e-05,2.74882606421389e-06,1.6639758460002e-08,2.01036742808469e-10,1,1.00442708717035,1
"ano",0.628762170402571,0.254245661140843,0.0749089139334366,0.0293320403062614,0.0120905032277258,0.000620538961191075,4.01720279710194e-05,1,1.54376534981118,3
"anp",0.923257106087534,0.0657005377014139,0.00868389934291769,0.00192804113773071,0.000422254338801165,7.93119201214498e-06,2.30199590500746e-07,1,1.09058251431325,1
"anq",0.527066032853512,0.296613207221999,0.10504105824875,0.0470333926085902,0.0226605543155959,0.00147036251122656,0.000115392240326528,1,1.74648188480575,1
"anr",0.875116027719359,0.102800049150957,0.0166876173643431,0.00427490820434973,0.00109393583618544,2.6520766522542e-05,9.40958283068838e-07,1,1.15351400141974,2
"ans",3.96461825592625e-05,0.000978293657547421,0.00439764436534816,0.0151899758902906,0.123099736440397,0.22633973131766,0.629954972146197,7,6.45917094528619,7
"ant",0.0463061337277976,0.159746373377956,0.182403163397028,0.199913994276513,0.29674184409783,0.088271543442892,0.0266169476799831,5,3.91232146268723,5
"anu",0.9860450419369,0.0128487588045645,0.00094523264413271,0.000140635080196905,2.01440643523565e-05,1.84408020631466e-07,3.06183267628768e-09,1,1.01524264600193,1
"anv",0.878088600312244,0.100583569042276,0.0161528795446777,0.00410685569240388,0.00104228827946251,2.49318710916491e-05,8.75257843757637e-07,1,1.14950895922921,1
"anw",0.999609720707958,0.000378127929768768,1.11738957754293e-05,9.07267810656975e-07,6.99831066430789e-08,2.14044448831885e-10,1.5359935545689e-12,1,1.00040347853662,1
"any",0.999642729528921,0.000346366087189076,1.0038172663096e-05,8.04740431070705e-07,6.12863442217559e-08,1.83160264732862e-10,1.29141142224398e-12,1,1.00036910272274,1
"anz",0.765249645593459,0.178252743216631,0.0395670407770582,0.0126414552590258,0.00413363936391764,0.000148289358699261,7.18643120867224e-06,1,1.31263031338424,1
"aoa",0.698894537841273,0.217743118268075,0.0559115003659817,0.0198251289080281,0.00729359983381406,0.000314445597782043,1.76691850461985e-05,1,1.41989414815857,1
"aob",0.0652976957750717,0.19249125706113,0.197096125972342,0.19809219603784,0.261827679057993,0.0674637608103283,0.0177312852852954,5,3.67197732911472,5
"aoc",0.608673928037476,0.263650064379098,0.0806396127311718,0.0324444545470897,0.0137992253770295,0.000742728812873183,4.99861152621905e-05,1,1.58147311574677,2
"aod",0.887225313468019,0.0937110833965115,0.0145408981252684,0.00360929814799382,0.00089226315510571,2.04496307171231e-05,6.94076384144537e-07,1,1.13729623932334,1
"aoe",0.995971469852507,0.00380552815526702,0.000197184336970579,2.31958642408214e-05,2.60599518586702e-06,1.56087737179789e-08,1.87054927103247e-10,1,1.00427998756887,1
"aof",0.780329154005053,0.168634429018682,0.0360985912061368,0.0112394667352725,0.00357027583630742,0.000122365941745861,5.71725680265089e-06,1,1.28947724823155,1
"aog",0.994175930024437,0.00546715260490771,0.000312836884213685,3.93195971578608e-05,4.72854615141127e-06,3.19237782875348e-08,4.19353662906019e-10,1,1.00622986148443,1
"aoi",0.783794011424131,0.166391204708712,0.0353153038122156,0.0109290214442623,0.00344812610324829,0.000116916613178364,5.41589425273603e-06,1,1.28421845951033,1
"aoj",0.960400017794392,0.0351637326043391,0.00363038800114879,0.000679988166133572,0.000124114932164021,1.71916444935416e-06,3.93373732476832e-08,1,1.04496976468018,1
"aok",0.0148652770702115,0.0798812166230611,0.124354817123636,0.1750434471242,0.366707887301372,0.164373815461402,0.0747735392961174,5,4.59106305453213,5
"aom",0.847796141739421,0.122731689128351,0.0218276014299299,0.00596148127078966,0.00163688804222495,4.4471636466703e-05,1.72675281662205e-06,1,1.19105160666871,1
"aon",0.889585676623591,0.0919208833867807,0.0141323720418259,0.00348541910183231,0.000855610518313399,1.93862592057226e-05,6.52068451012511e-07,1,1.13416517055592,3
"aos",0.3313092392363,0.333374607814573,0.167323721859679,0.0970527612080273,0.0637253049891848,0.00647415334282542,0.000740211549409953,2,2.25089359112534,1
"aot",0.541948270813697,0.291260822637644,0.100470988424116,0.0441293141611528,0.0207867990149707,0.00130424797733508,9.95569710841027e-05,1,1.7148565197424,3
"aox",1.77746857176265e-07,1.15180195094526e-05,9.91441782179574e-05,0.000609843838508822,0.0128786038545496,0.0562960640930178,0.930104648269339,7,6.91566196339079,4
"aoz",0.865194748333208,0.110129433591471,0.0185079150930783,0.00485774211244461,0.00127665725202764,3.23171543323841e-05,1.18646343783002e-06,1,1.16699382367536,1
"apb",0.99606677923461,0.00371690196486563,0.000191377771180279,2.24181773028631e-05,2.50776803067954e-06,1.49064124377318e-08,1.7759804737949e-10,1,1.00417701870891,1
"ape",0.995061056621728,0.00464986106343113,0.000254407294013825,3.10328139138116e-05,3.61877075227834e-06,2.31444946541259e-08,2.91666246710065e-10,1,1.00526636664868,2
"apg",0.663552758321414,0.236834276729656,0.0652797751425942,0.0243587525508262,0.00949936624917014,0.000447998429055518,2.70725772837377e-05,1,1.48086997727298,1
"aph",0.449751879848976,0.319167569585096,0.129419122498517,0.0640285099882834,0.0347110351229148,0.00267901947838822,0.000242863477824096,1,1.92378776329753,2
"api",0.0672739425211024,0.19549739720748,0.198204223475458,0.197653041539521,0.25854428932124,0.0657560278555562,0.017071078079643,5,3.65024873381756,5
"apj",0.0964476361487464,0.23334690513877,0.208591289629779,0.188382264030144,0.216252617233549,0.0466106264183548,0.0103686614006565,2,3.37595184591867,3
"apk",0.00381130189102586,0.0315882886989903,0.0666578910901285,0.120610007816703,0.362201315086916,0.243171690825144,0.171959504591093,5,5.22315483634929,5
"apl",0.013168619729492,0.0738062545470481,0.118343696446445,0.170654822995125,0.369882988731297,0.172423215413866,0.0817204021367275,5,4.65442856124019,6
"apm",0.111535018755272,0.24907677117596,0.210821560389107,0.182438329891201,0.198102517733088,0.0397470617209453,0.00827874033442599,2,3.25885270317141,2
"apn",0.365906836272046,0.33216650626804,0.156377615131115,0.0864539481460527,0.0535524023560374,0.00500889658891923,0.00053379523778907,1,2.14674044476391,1
