"","P[Y=1]","P[Y=2]","P[Y=3]","P[Y=4]","P[Y=5]","P[Y=6]","P[Y=7]","y_hat","y_avg","y_obs"
"ldh",0.721549213485031,0.204786340438223,0.0501411015504077,0.0171823914810872,0.00608087840301386,0.000246860580930153,1.32140613069431e-05,1,1.38225281886685,1
"ldi",0.951655136719793,0.0425219666327921,0.00471453974775948,0.000927292098632071,0.00017830271073449,2.69604187597139e-06,6.60484131831396e-08,1,1.055460009767,1
"ldj",0.88864587198864,0.0926344026376897,0.0142946362945148,0.00353451350943235,0.000870101862909256,1.98051382419573e-05,6.6856857161568e-07,1,1.13541066030929,1
"ldk",0.810742778976812,0.148522066620936,0.0294035984156806,0.00866148580872306,0.00258624282321718,8.03559052900971e-05,3.47144934187416e-06,1,1.24408130039384,1
"ldl",0.839647144998068,0.128525449659059,0.0234361561603499,0.00651432192556456,0.00182377195528272,5.11205767435019e-05,2.03472493220946e-06,1,1.20250362681089,1
"ldm",0.893181184103202,0.0891821318314979,0.0135164463669843,0.00330039737969889,0.000801410772314548,1.78379144646357e-05,5.91631837409956e-07,1,1.12941459915717,1
"ldo",0.828632774361049,0.136247034487461,0.0256627921543455,0.00729812971991251,0.00209558341977767,6.11713175615591e-05,2.51453989241757e-06,1,1.21817028546216,3
"ldp",0.739063142501202,0.194393596940077,0.0458127333332669,0.015275850196479,0.00524146769399103,0.000202768770377171,1.04405646071948e-05,1,1.35388897221154,1
"ldq",0.418407660705009,0.325555581421851,0.139496485748447,0.0718957967489008,0.0409273700830601,0.00339088992840952,0.000326215364322757,1,2.00285716532567,4
"lea",0.979599846737015,0.0185763735944452,0.00153717418496313,0.000247641219609518,3.85494450805268e-05,4.07265588031613e-07,7.55329865320675e-09,1,1.02254992505125,1
"leb",0.997143003743988,0.0027127049645399,0.000128530629311507,1.42464833794431e-05,1.50598987491701e-06,8.09952149793958e-09,8.93847218463861e-11,1,1.00301857066672,1
"lec",0.0343832964981571,0.134555069641192,0.167749174650367,0.197252938012861,0.322113995425596,0.107606294691326,0.0363392310805012,5,4.10633507462253,4
"led",0.997663775757404,0.00222426030171008,0.000100134061186807,1.07287476109885e-05,1.09553280958075e-06,5.5409358212799e-09,5.83423309663544e-11,1,1.00246112485289,1
"lee",0.965115331694829,0.0311480550079016,0.00307716279083292,0.000559259543704504,9.88651806230756e-05,1.29731950171408e-06,2.84626068269844e-08,1,1.03938227731632,1
"lef",0.992813411726516,0.00671907461051979,0.000407538793450568,5.32583163173062e-05,6.66758418821356e-06,4.82992901229551e-08,6.69717836743189e-10,1,1.00772084299788,1
"leh",0.992629307185886,0.00688770277849027,0.000420742306128763,5.52457834023246e-05,6.9504547312027e-06,5.07825498319292e-08,7.08811342953197e-10,1,1.0079229847255,1
"lej",0.988954404302855,0.0102302975390144,0.000701942164592406,9.96475914332162e-05,1.3592294643594e-05,1.14329095524113e-07,1.77836578796331e-09,1,1.01198807613675,1
"lel",0.965672605470901,0.0306711296406847,0.00301332922512665,0.000545592696788222,9.60636091457134e-05,1.25203272649532e-06,2.73246274495875e-08,1,1.03872524472928,1
"lem",0.795246376110117,0.158888677391273,0.032763478132438,0.00993369824244739,0.00306310031211843,0.0001001625757312,4.50723587441804e-06,1,1.26699698592587,1
"leo",0.000499848898764889,0.00706977899150459,0.0216637372542849,0.0537191191279053,0.258720277144495,0.28542749704969,0.372899741533355,7,5.91097165391035,6
"lep",0.908469610586651,0.0773756555434714,0.0109862837035999,0.00256346440350586,0.000592446923608048,1.21604281867471e-05,3.78410977219801e-07,1,1.10947147646242,1
"leq",0.905122604992709,0.0799829475813276,0.0115275939012145,0.00271788178480492,0.000635268716092319,1.32835876649473e-05,4.19436186338551e-07,1,1.11380179015798,1
"les",0.990996232294118,0.00837838732972485,0.000541736089914369,7.38965637819833e-05,9.67091486092642e-06,7.56936765489158e-08,1.11392284285472e-09,1,1.00972261801226,1
"let",0.869873920325501,0.106685736436971,0.0176426598558025,0.00457865261999935,0.00118847858418725,2.9486694293146e-05,1.06548324541045e-06,1,1.16061475471626,1
"leu",0.969883189515365,0.0270510221866019,0.00254215199815733,0.00044653715287768,7.61397269539721e-05,9.39759535079077e-07,1.96605087765533e-08,1,1.03378431331009,1
"lev",0.742596213634642,0.192257777773414,0.0449540268138037,0.01490541882935,0.00508196417713913,0.000194655682042133,9.94308960944323e-06,1,1.34824288154549,1
"lew",0.78024036861107,0.168691747864812,0.0361187304515311,0.0112474788882494,0.00357344105289303,0.000122507982961317,5.72514848307115e-06,1,1.2896123004499,1
"lex",0.430612147370785,0.323272531684265,0.13556635007931,0.0687618161820418,0.0384015696542256,0.00309470523588617,0.000290879793485743,1,1.97151576394626,1
"ley",0.281293279929069,0.329956287219088,0.182478687585606,0.113872655889763,0.0817795060799679,0.00942005493592857,0.00119952836057735,2,2.41794709922257,4
"lez",0.737455441529026,0.19536113607007,0.0462051062794321,0.0154459779972371,0.00531512025694936,0.000206544367564288,1.0673499721725e-05,1,1.35646652648459,1
"lfa",0.844551283928899,0.125046984505915,0.0224640954735081,0.00617886733834871,0.00170988172214293,4.70421684729549e-05,1.84486271403994e-06,1,1.1955975843752,1
"lgb",0.0388064656394215,0.14442295716263,0.17384946938676,0.198757697835032,0.312380359805635,0.0996325618567672,0.0321504883137543,5,4.02898216783015,5
"lgg",0.999345370064577,0.00063167446089285,2.0964976133131e-05,1.83697663425075e-06,1.529801977318e-07,5.37281885648611e-10,4.28324042900385e-12,1,1.00067972997596,1
"lgh",0.327326875616631,0.333336641037218,0.168565562006526,0.0983262110334963,0.0650071061319613,0.00666879454360725,0.00076880963056003,2,2.26343165318,2
"lgi",0.0425150407449203,0.152204083985613,0.178330138415442,0.199517000653183,0.304509437778511,0.0937172281546029,0.0292070702677276,5,3.96928167626947,5
"lgk",0.799026077572043,0.156382941829108,0.0319339895403379,0.00961552149481371,0.00294219570602383,9.50387819516063e-05,4.23507572222537e-06,1,1.26136687258241,2
"lgl",0.975780463895867,0.0219288059019099,0.00191750741322305,0.000320698580569378,5.19259264019079e-05,5.86816260916834e-07,1.14657675576169e-08,1,1.02693662305158,1
"lgm",0.885287956513756,0.0951759056420834,0.0148786625499191,0.00371240679121243,0.000922987661987951,2.13508567945553e-05,7.29984246827797e-07,1,1.13987353595296,1
"lgq",0.914427667722036,0.07270246836814,0.0100408203226269,0.0022982302489617,0.000520184049039862,1.0316792760201e-05,3.12496435395104e-07,1,1.10181299489885,1
"lgr",0.988362960949314,0.0107644542915584,0.000750039026060079,0.000107583122315846,1.48334843914633e-05,1.27120388548896e-07,2.00597138899639e-09,1,1.01264726328596,1
"lgt",0.807937196227489,0.150417216855797,0.0300038088903404,0.0088855018836197,0.00266892100894145,8.3711397302233e-05,3.64373651040584e-06,1,1.24819744372868,1
"lgu",0.886943684597933,0.0939242755542672,0.0145898613505335,0.0036242067200204,0.000896693525962555,2.05790359342206e-05,6.99215348620719e-07,1,1.13767048299101,1
"lgz",0.967261355295314,0.0293086594292887,0.00283320622576,0.000507338862914097,8.82878818225796e-05,1.12806259811027e-06,2.42423024987559e-08,1,1.03685602576365,1
"lha",0.508446184895366,0.302869276043598,0.110822857219675,0.0508283599111427,0.0251904905760854,0.00170436189370482,0.000138469460427726,1,1.78711465875181,2
"lhi",0.853297684053143,0.118781098713337,0.0207607677458982,0.0056012104051153,0.00151736129042623,4.03382812842468e-05,1.53951079695513e-06,1,1.18338663905339,1
"lhl",0.873510756031054,0.103993068577714,0.0169784540707938,0.00436692150738593,0.00112241540851021,2.74065093148756e-05,9.77895227127767e-07,1,1.15568330279344,1
"lhm",0.404503296056902,0.327826135781741,0.143977575396485,0.0755789403380047,0.0439809888628089,0.00376141123244267,0.00037165233161629,1,2.03947903319187,1
"lhn",0.223176102769596,0.316679794603464,0.198055370500759,0.135697835102413,0.109438372397757,0.014789029844456,0.00216349478155531,2,2.64456364841486,2
"lhp",0.556608726797655,0.285691794366405,0.0960175137041868,0.0413777424344633,0.0190614114292151,0.00115688885993093,8.59224081439791e-05,1,1.68440567354355,2
"lhs",2.1636833750866e-05,0.000602340845021317,0.00293965932801371,0.0109123898437397,0.0993251095636404,0.20378011392748,0.682418749658354,7,6.54993233487435,7
"lhu",0.943155093516673,0.0495702054955535,0.0058346511797176,0.00119577117908798,0.000240266456891458,3.91069896199525e-06,1.01473114133555e-07,1,1.06580804955331,1
"lia",0.970825378977488,0.0262368382522268,0.00243950012677352,0.000425405561973902,7.19819970171898e-05,8.7692338057721e-07,1.81611395921877e-08,1,1.0326844767635,1
"lic",0.827491557899843,0.13703991340669,0.025896880186581,0.0073817540979696,0.00212503942001752,6.22862473120822e-05,2.56874158699461e-06,1,1.21980593743991,1
"lid",0.985555898649026,0.013286835378692,0.000987715660445976,0.000147994482745162,2.13545228844314e-05,1.97986574357323e-07,3.31963245780997e-09,1,1.01579267809002,1
"lie",0.865491208589017,0.109911938902942,0.0184527413946863,0.00483983676802946,0.00127096326576981,3.21325666471362e-05,1.17851290837301e-06,1,1.16658851897017,1
"lif",0.941331877182513,0.0510692879893652,0.00608287274659469,0.00125687582153866,0.000254767936928801,4.20788312227582e-06,1.10439937417439e-07,1,1.06804643475012,1
"lig",0.966992524670242,0.0295394940589691,0.00286348883756826,0.000513737560187577,8.95816166153196e-05,1.14850916566045e-06,2.47472518033476e-08,1,1.03717190191047,1
"lih",0.978358760587279,0.0196689179710066,0.00165852851254689,0.000270626332627644,4.26963163564498e-05,4.61566217691001e-07,8.71396532708957e-09,1,1.02397099937429,1
"lij",0.961251074905818,0.0344415233891749,0.00352884188787816,0.000657531795050348,0.000119353005514689,1.63781233519789e-06,3.72042288088181e-08,1,1.04395762685919,1
"lik",0.933638955437514,0.0573468583786599,0.00715955343132058,0.0015281265781415,0.00032073779884767,5.61418243816281e-06,1.54193078194531e-07,1,1.07756229224178,1
"lil",0.0942114715429755,0.230818976615691,0.208111740295652,0.1892190545982,0.219134082503633,0.0477674133152713,0.0107372611285775,2,3.39449658436395,3
"lim",0.911347754340713,0.0751233233812791,0.0105266291651277,0.00243379287200607,0.000556909368825909,1.12454070948509e-05,3.45464953310781e-07,1,1.10576389762805,1
"lin",0.999856023810283,0.000140372747953643,3.35085006708535e-06,2.36674191356201e-07,1.58795812055246e-08,3.77006204033137e-11,2.23154827949656e-13,1,1.00014784817883,1
"lip",0.986608461169593,0.0123434148753853,0.000896841809692184,0.000132321587244744,1.87883597655425e-05,1.69417961881635e-07,2.78035749978756e-09,1,1.01461008046752,1
"liq",0.934127952622032,0.056950084292987,0.00708973842196137,0.00151024388254595,0.000316312448806144,5.51721942332328e-06,1.51112244495266e-07,1,1.07695403535036,1
"lis",0.987476475458732,0.0115632704715941,0.000823461005194703,0.00011986200894154,1.6781006938249e-05,1.47670300765235e-07,2.37829866911454e-09,1,1.01363765515786,1
"lit",0.97635144949821,0.0214294513017032,0.00185937671001013,0.000309343486000424,4.98105836527207e-05,5.57605013717932e-07,1.08154103450886e-08,1,1.02627833043187,1
"liu",0.102378099006493,0.239796405892339,0.209666017971803,0.186101062227188,0.208858951447301,0.043728651525007,0.00947081192986921,2,3.32833556351096,2
"liv",0.0245637182174146,0.109820573019371,0.150275355722833,0.190480501180905,0.344823249961888,0.130289507962641,0.0497470939349466,5,4.31103589127819,6
"lix",0.119403513009346,0.256448727847199,0.211389686847458,0.179192679404485,0.189443534616891,0.0367133505319164,0.00740850774270452,2,3.20259807733894,4
"liy",0.998986657176644,0.000973918821155606,3.57735727414266e-05,3.35074888424547e-06,2.98487037975192e-07,1.18319298803016e-09,1.03436148535252e-11,1,1.00105671813947,1
"liz",0.977937651077223,0.020038917156159,0.00170020254484693,0.00027859207681602,4.41471484796674e-05,4.80865008478659e-07,9.1314664718567e-09,1,1.02445414618406,1
"lje",0.392137889502225,0.329538885027185,0.14796056933704,0.0789573603688467,0.0468643811742394,0.00412359388504646,0.000417320705417445,1,2.0729115231625,2
"ljl",0.755026054509916,0.184639591718294,0.0419724535186352,0.0136395177987472,0.00454599337262118,0.000168046825423929,8.34225636259234e-06,1,1.32857731330759,1
"ljp",0.79738365482426,0.157473583516083,0.0322936505179413,0.00975315481685191,0.00299436328734803,9.72413145102768e-05,4.35172300516928e-06,1,1.2638101190625,2
"lka",0.618154945693912,0.259271952609223,0.0779199444859873,0.0309530265594192,0.0129722185385921,0.000682791128165716,4.51209847002199e-05,1,1.56354447696285,2
"lkb",0.185096602977903,0.301130528621348,0.206051016232665,0.1512387818773,0.132999594838142,0.0202063585855485,0.00327711686709342,2,2.81964178020145,1
"lkc",0.84206432783125,0.12681408292012,0.0229555315477642,0.00634794112806492,0.00176709630693705,4.90808652536812e-05,1.93940061032905e-06,1,1.19909439535752,3
"lkd",0.0169728199247362,0.0870178538912016,0.131068317532814,0.179595621573874,0.362313237443377,0.155454526820232,0.0675776228137648,5,4.51993267443571,5
"lke",0.983699575325225,0.01494406894005,0.00115277240743061,0.000177095344867095,2.62291868756703e-05,2.54379586395181e-07,4.41596537115174e-09,1,1.01788711493074,1
"lkh",0.76174555027654,0.180454055879649,0.0403866485417937,0.0129791815108422,0.00427214256105535,0.000154854043630248,7.56718648908805e-06,1,1.31807314107707,2
"lki",0.844767097705554,0.124893335594362,0.022421596682749,0.00616429621939896,0.00170496889181215,4.68680811491762e-05,1.83682497501003e-06,1,1.1952946545409,1
"lkj",0.228245308381489,0.318302175897786,0.196829531009862,0.133698562511829,0.106668958908639,0.0142041219525895,0.00205134133780627,2,2.62306141887734,2
"lkl",0.797693376906874,0.157268126533132,0.0322257347059491,0.00972712681586085,0.00298448233149851,9.68231691582666e-05,4.32953752738108e-06,1,1.26334899878956,1
"lkn",0.812024309539283,0.147653709617424,0.0291306411355653,0.0085600847552002,0.00254900433544902,7.88557463640149e-05,3.39487071443489e-06,1,1.24220591145206,1
"lko",0.18163820449166,0.299395862409197,0.206647755332417,0.152690570456087,0.135412276466422,0.0208068406910564,0.00340849015316147,2,2.83689733468223,1
"lkr",0.799767052815796,0.155889993309616,0.031772124701637,0.00955374330099046,0.0029188455852035,9.40570349163838e-05,4.18325184103896e-06,1,1.2602662396423,1
"lks",0.131327903184286,0.266661471421064,0.211617174132774,0.174164678231693,0.177242557840106,0.0326822996715771,0.00630391551849951,2,3.122595077211,1
"lkt",0.148774019928716,0.279753303583313,0.210823382099953,0.166696907945682,0.161141878181593,0.0277707418606987,0.00503976640004389,2,3.0151506120504,2
"lky",0.944465216105863,0.0484902662291695,0.00565798180789268,0.00115262354408818,0.000230111612681494,3.70535905813707e-06,9.53412472304294e-08,1,1.06420364577072,2
"lla",0.938586756215868,0.0533181307717571,0.0064617014124696,0.00135118812505719,0.000277417580566652,4.68096843453392e-06,1.24925846778368e-07,1,1.07142892269139,1
"llb",0.988016771317752,0.0110766614325399,0.000778524634382105,0.000112323888043164,1.55816327859215e-05,1.3494763717592e-07,2.14685969002204e-09,1,1.01303369651592,1
"llc",0.94880351779956,0.0448976106551893,0.00508333559993968,0.0010143253288265,0.000198060742641948,3.07305941615876e-06,7.68144268192827e-08,1,1.05891532699576,1
"lld",0.692479345146915,0.221311065685075,0.0575795438196601,0.0206103866927322,0.00766454459636601,0.00033597921188333,1.91348473678188e-05,1,1.43075419693168,2
"lle",0.91105685557393,0.0753514046307114,0.01057283983186,0.00244676791893483,0.000560447550405851,1.13357945905612e-05,3.48699567553901e-07,1,1.10613794942322,1
"llg",0.847381353172765,0.123028263376877,0.0219086654320737,0.00598906698823998,0.00164611484721178,4.47946563608692e-05,1.7415264715881e-06,1,1.19163167703523,1
"llh",0.152150921561268,0.282057111119369,0.210539405540622,0.165247402176359,0.158239711055037,0.0269322896665275,0.00483315888081737,2,2.99549737456738,5
"lli",0.564529042421563,0.282563561808014,0.0936327659334407,0.0399353991221302,0.0181764935552737,0.00108345459931447,7.92825602633496e-05,1,1.66823423362053,2
"llk",0.000767793680624042,0.00977938071031896,0.0278628140497467,0.0649307019800069,0.284418909385994,0.284774733712715,0.327465666480595,7,5.78664041974095,7
"lll",0.64700627055386,0.245289811755031,0.0698110978643127,0.0266593541037023,0.0106763263249907,0.00052438646660824,3.27529314952946e-05,1,1.51041382501674,1
"llm",0.472876786522085,0.313391844420554,0.122036374473039,0.0585966122073676,0.0306570102135573,0.00224636824376701,0.000195003919630343,1,1.86828433557958,2
"lln",0.936966502938269,0.0546408699210835,0.00668812013009523,0.001408149388618,0.000291248587726556,4.97498259943718e-06,1.34051607814101e-07,1,1.07343223192068,1
"llp",0.987045817978814,0.0119505782044177,0.000859687988679969,0.000125990420735134,1.77645768857371e-05,1.58257413951368e-07,2.57305365902738e-09,1,1.01411979047692,1
"llq",0.0893166953333829,0.225091468836095,0.206907135934905,0.190997665006823,0.225630309515086,0.0504474730877064,0.0116092522860026,5,3.43631285294126,5
"llu",0.998563168834225,0.0013759424165074,5.49375635217064e-05,5.43683736187184e-06,5.1208435558614e-07,2.2428707779909e-09,2.11579642694915e-11,1,1.00150418773436,1
"lma",0.979390210077603,0.0187611409666771,0.00155751683273064,0.000251471841362871,3.92363696771758e-05,4.1616980250847e-07,7.74214647947247e-09,1,1.02278966293683,1
"lmb",0.664408387896115,0.236388551936594,0.0650479102714776,0.0242429241645367,0.0094411154711237,0.000444307001767896,2.68032583843336e-05,1,1.4793599614168,2
"lmc",9.18379118762188e-07,4.54170451848512e-05,0.000326553015291451,0.00170904463698894,0.0274382435830834,0.0943597601197441,0.876120063220589,7,6.84409781124132,7
"lmd",0.644910483971936,0.246338350934184,0.0703913743390059,0.026959058452082,0.0108324220420051,0.000534770043751909,3.35402170354993e-05,1,1.51420305465743,1
"lme",0.91257149214468,0.0741627690772001,0.0103328463743779,0.00237953335638119,0.000542156695235052,1.08702641716807e-05,3.32087953913707e-07,1,1.10419203252462,1
"lmf",0.13615850815248,0.270495307016383,0.211519740542721,0.172104635401741,0.172588497432411,0.0312162507227892,0.00591706073147513,2,3.09178630203949,1
"lmg",0.974650020523655,0.0229156055018088,0.00203386149182883,0.000343619081038748,5.62334067433223e-05,6.47170338763381e-07,1.28245862818233e-08,1,1.02824243215477,1
"lmi",0.807128940364551,0.150961686198008,0.0301773924371442,0.00895055466688033,0.00269303531494913,8.46964470416767e-05,3.69457142535001e-06,1,1.24938592599649,1
"lmj",0.07374596200772,0.204900771453348,0.201407357414583,0.195995977557702,0.248201187318853,0.060606412487024,0.015142331760771,5,3.58239422123077,1
"lmk",0.741574736812217,0.192876632482933,0.0452017892809329,0.0150120322995704,0.00512774865965449,0.000196975557318679,1.00849073728648e-05,1,1.34987268981296,1
"lmn",0.978920398773506,0.0191748899674955,0.00160333738538865,0.000260133360945214,4.07958176207313e-05,4.36519101421062e-07,8.17594225654972e-09,1,1.02332737974275,1
"lmo",0.996252645316972,0.00354393355015825,0.000180160907805038,2.09259142582852e-05,2.32056731752639e-06,1.35835436232412e-08,1.59945390265648e-10,1,1.0039763842552,1
"lmp",0.990216805963288,0.00908680074974277,0.000601783345166251,8.34184983541375e-05,1.11006538079383e-05,8.9443637718567e-08,1.34600308676625e-09,1,1.01058548084458,1
"lmv",0.899549437326962,0.0842961830333794,0.0124447809710682,0.00298361879308962,0.000710185383760997,1.52999127797093e-05,4.94578960230641e-07,1,1.12105680992749,1
"lmw",0.00553037751049762,0.0410269090152451,0.0800982912563897,0.135848578553306,0.371296366551921,0.224792906385742,0.141406570726899,5,5.06635864968573,6
"lmx",0.701144938994432,0.216480873198388,0.055329869678337,0.0195535597785077,0.00716642709918192,0.000307153566362128,1.71776847910365e-05,1,1.41610583422787,1
"lmy",0.683635319050756,0.226155821118381,0.059903081597612,0.0217201012745931,0.00819680787439847,0.000367548612241753,2.13204720171944e-05,1,1.44587518552829,1
"lnd",0.687075470904121,0.224281547509781,0.0589959984268391,0.0212846839915354,0.00798684982998887,0.000355002567268614,2.0446770465754e-05,1,1.43997268911716,1
"lnh",0.128865345426298,0.264641743489936,0.211626913586082,0.175210773093625,0.179676976773842,0.0334646266534558,0.00651362097676211,2,3.13864065616619,2
"lni",0.674865381408035,0.230874523310707,0.0622341083389605,0.0228519376679254,0.00874923296155838,0.000401125727574336,2.36905852394331e-05,1,1.46104325698795,1
"lnj",1.05364178203307e-07,7.41692568328527e-06,6.74424778511109e-05,0.000435876962251985,0.0100191823500136,0.0471188505231591,0.942351125396863,7,6.93122766716517,7
"lnm",0.660900334261077,0.238210737882949,0.0660000982643576,0.0247197643834094,0.00968154462433135,0.00045959848264876,2.79221012263742e-05,1,1.48556193107982,1
"lnn",0.553887583529459,0.286747328584263,0.0968403300365773,0.0418803903320624,0.0193729588925654,0.00118309153593787,8.83170891348151e-05,1,1.69000635543836,2
"lns",0.976810228138628,0.0210277717396872,0.00181298595147639,0.00030032878983921,4.81403238048461e-05,5.34746570579614e-07,1.03099938586482e-08,1,1.02575002690019,1
"lnu",0.904968466220973,0.0801027127217332,0.011552696258001,0.0027250867610733,0.000637279767837007,1.33368725386829e-05,4.21397843619609e-07,1,1.11400169734206,1
"loa",0.662361355526809,0.237453535703655,0.0656030369320548,0.0245205453844249,0.00958089561683662,0.000453179429794059,2.74514064256826e-05,1,1.48297543377591,1
"lob",0.996045981208155,0.00373624558620822,0.000192641728227971,2.25871652864695e-05,2.52907419595605e-06,1.50582885050099e-08,1.79638193209541e-10,1,1.00419948320458,1
"loc",0.908467000094738,0.077377694092413,0.0109867030729691,0.00256358332483031,0.000592479694006887,1.21612792195469e-05,3.78441823101205e-07,1,1.10947484603591,1
"loe",0.6187341034192,0.259000990559478,0.0777546692491811,0.0308632293419799,0.0129229056823238,0.000679264052369954,4.48376954674812e-05,1,1.56245698624773,2
"lof",0.0960708070829062,0.232924692276145,0.208513447972236,0.188524249461889,0.216734504388116,0.0468027456123865,0.0104295532063199,2,3.3790534014586,4
"log",0.99665845648059,0.00316563663125047,0.000156180939929973,1.77827393149643e-05,1.93217440713767e-06,1.09095461553466e-08,1.24961263558987e-10,1,1.00353913072418,1
"loh",0.954644786269324,0.040018967156491,0.00433577330194534,0.000839389881107544,0.000158695134927611,2.33236789592972e-06,5.58883085366446e-08,1,1.05185546111275,1
"loi",0.414739170730739,0.326189320020311,0.140678638915546,0.072855793537612,0.0417143508710822,0.00348508634756173,0.000337639577147719,1,2.01242265114926,1
"lok",0.996944782816601,0.00289816237733109,0.000139706567573783,1.56636395303167e-05,1.67529694505841e-06,9.19887799266661e-09,1.03140496143794e-10,1,1.00323131423208,1
"lol",0.999311702710692,0.000663875774292055,2.22881099419814e-05,1.96769556404242e-06,1.65116874506488e-07,5.87899284809623e-10,4.73587835614353e-12,1,1.00071501851628,1
"lom",0.998972145492543,0.000987728260128495,3.64027120939303e-05,3.41722069052697e-06,3.05089673968695e-07,1.21422261134541e-09,1.06473718730626e-11,1,1.00107201184008,1
"lon",0.997730118940822,0.00216190197634591,9.66238292536836e-05,1.03030279156036e-05,1.04692156388531e-06,5.24919507860488e-09,5.49040812813928e-11,1,1.00239027298026,1
"loo",0.946956034483166,0.0464306972212778,0.00532607931257956,0.00107235632979796,0.00021141476963138,3.33350562242707e-06,8.43779245363052e-08,1,1.06116275771002,1
"lop",0.887305699612506,0.0936502154383314,0.0145269309696437,0.00360504774962711,0.000891000821602095,2.04127937302179e-05,6.92614559483218e-07,1,1.13718944356892,1
"loq",0.987367246168727,0.0116615511559186,0.000832615392497571,0.000121406374553712,1.70281635470948e-05,1.5031793165754e-07,2.42682407503025e-09,1,1.01375987986937,1
"lor",0.738034759184652,0.195012807803057,0.0460636022314619,0.0153845612413899,0.00528850268483994,0.00020517777017659,1.05890844226408e-05,1,1.35553713008693,1
"lou",0.361550196226752,0.332464636926007,0.157768258115621,0.0877434143441304,0.0547441675181297,0.00517320100538865,0.000556125863971357,1,2.15941082647293,3
"low",0.160419480834487,0.287407215511298,0.209689729659585,0.161702878674296,0.1513999977108,0.0250106886298646,0.0043700089796691,2,2.94876879872389,2
"lox",0.0698690361180342,0.199346934090312,0.199563864318401,0.197026410755552,0.254323155472187,0.0636133498199621,0.0162572494255513,5,3.62245676253564,7
"loy",0.621900346607182,0.257512527644959,0.0768528823221237,0.030374954708057,0.0126557254586334,0.000660247072402975,4.33161866418841e-05,1,1.55652719072978,1
"loz",0.998219152093224,0.00170121535562973,7.15801334337796e-05,7.33357314386396e-06,7.15474770096591e-07,3.33677574460012e-09,3.3022806711358e-11,1,1.00186925512302,1
"lpe",0.517539936799372,0.299876058514128,0.107990632503597,0.0489521977352321,0.0239282230480228,0.0015862395715488,0.000126711828099646,1,1.76711827774545,1
"lpn",0.404788501102804,0.327783183369646,0.14388566319627,0.0755021696014339,0.0439163894165927,0.00375343324349131,0.000370660069762052,1,2.03871770286889,1
"lpo",0.701289543102293,0.216399576724536,0.0552925584770703,0.0195361784284811,0.00715830721156929,0.000306689561880513,1.71464941691735e-05,1,1.41586278458482,2
"lpx",0.983042335883548,0.0155288791959677,0.00121260983320426,0.000187833090424028,2.80609218764605e-05,2.76224375594936e-07,4.85060358546008e-09,1,1.01863125204665,1
"lra",0.586265728631888,0.273558638595141,0.0871694474534352,0.0361325532133002,0.0159081795933473,0.000902091653301684,6.33608595859148e-05,1,1.62481853493933,1
"lrc",0.931619038236983,0.0589826337532056,0.0074498703152468,0.00160290978156918,0.000339354557023497,6.02598204002547e-06,1.67373932269399e-07,1,1.08007965611029,1
"lrg",0.00631995081995885,0.0450012691935857,0.0853654040733118,0.14136884983859,0.37328890225056,0.217519716073856,0.131135907750137,5,5.00740826272833,5
"lri",0.19098261720118,0.303951023326092,0.204978802813386,0.148781553769797,0.129007120300442,0.0192317219211277,0.00306716066797541,2,2.79084334507751,1
"lrl",0.352609870693194,0.332947817182344,0.160612670695322,0.0904299091388894,0.0572672154805288,0.00552751384142636,0.000605002968295576,1,2.18579933492868,1
"lrm",0.244122541842432,0.322774016061307,0.192800059204815,0.127552263961667,0.0984747397047706,0.0125357013580691,0.00174067786693965,2,2.558052459167,1
"lro",0.585370457956478,0.273941474255669,0.0874332083345168,0.0362847474052114,0.0159971426829355,0.000909013944146109,6.39554210425386e-05,1,1.62657950611906,1
"lrr",0.329526352065169,0.333362322155268,0.167880261447697,0.0976214938984191,0.0642961373218619,0.00656055886917351,0.000752874242412327,2,2.25649191583371,2
"lrt",0.623238741742881,0.25687973265883,0.0764725938940073,0.03016989850584,0.01254400460543,0.000652341919689103,4.26866733228559e-05,1,1.55402846402447,2
"lrv",0.629235278850284,0.254018355302242,0.0747754092257559,0.0292608993476394,0.0120522191855394,0.000617875348335573,3.99627402044578e-05,1,1.54288990172173,2
"lsa",0.0136101437199046,0.0754181408320418,0.119966377404547,0.171868353017697,0.369097472266008,0.170244325458073,0.0797951873017294,5,4.637338594859,1
"lsd",0.222387155057932,0.316418494353364,0.198243264502009,0.136010563388498,0.109876420452488,0.0148825272682795,0.00218157497742899,2,2.6479444815388,3
"lse",0.959948472377232,0.035546463790419,0.00368456119391058,0.000692020704422869,0.000126678152042037,1.76328116663349e-06,4.0500806486321e-08,1,1.04550742031035,1
"lsh",0.872767976629428,0.104544160582023,0.0171135143227076,0.00440979632593863,0.0011357337772645,2.78230230561505e-05,9.95339581977284e-07,1,1.15668860046708,1
"lsi",0.853876773744119,0.118363421270837,0.0206493836454094,0.00556389507919008,0.00150508626715951,3.99192717422947e-05,1.52072154224747e-06,1,1.18258293955583,1
"lsm",0.997918338213128,0.00198481227852998,8.68070231690998e-05,9.12429416799476e-06,9.13681719616477e-07,4.46351777760867e-09,4.57673898779376e-11,1,1.00218947652644,1
"lsr",0.859913626248988,0.113988304739443,0.0194986941840497,0.00518176402715376,0.00138054819711297,3.57277825631108e-05,1.33482068898072e-06,1,1.17423982581441,2
