Name	Name_stripped_no_spaces	iso639_3	iso639_3_macro	glottocode	Family_name_glottolog	Classification_ethnologue	Population_numeric_ethnologue	endangerment_status_glottolog	desc_status_glottolog	Language_status_ethnologue	level	AUTOTYP_area	Longitude	Latitude
Hani	Hani	hni	NA	hani1248	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern	758620	not endangered	grammar	6a (Vigorous). Language of recognized nationality: Hani.	language	Southeast Asia	102.851673333	22.67753
Honi	Honi	how	NA	honi1244	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern	140000	not endangered	long_grammar	6a (Vigorous). Language of recognized nationality: Hani.	language	Southeast Asia	101.886	23.2074
Kaduo	Kaduo	ktp	NA	kadu1253	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern	185000	threatened	long_grammar	6a (Vigorous). Language of recognized nationality: Hani.	language	Southeast Asia	101.74	22.2996
Laomian	Laomian	lwm	NA	laom1237	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern, Bisoid	4000	shifting	grammar_sketch	6b (Threatened). Language of recognized nationality: Lahu.	language	Southeast Asia	100.1	21.95
Sangkong	Sangkong	sgk	NA	sang1320	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern	1500	shifting	long_grammar	6b (Threatened). Language of recognized nationality: Hani.	language	Southeast Asia	100.77	21.64
Chepya	Chepya	ycp	NA	chep1243	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern	2000	shifting	NA	7 (Shifting).	language	NA	NA	NA
Muda	Muda	ymd	NA	muda1235	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern	2000	shifting	comparative	6b (Threatened). Language of recognized nationality: Hani.	language	Southeast Asia	100.6	21.95
Bujhyal	Bujhyal	byh	NA	bujh1238	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Central Himalayan, Chepang-Bhujel	23290	threatened	long_grammar	7 (Shifting). Language of recognized indigenous nationality: Bhujel.	language	Indic	84.5068	28.0084
Chepang	Chepang	cdm	NA	chep1245	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Central Himalayan, Chepang-Bhujel	48500	threatened	grammar_sketch	6b (Threatened). Language of recognized indigenous nationality: Chepang.	language	Indic	84.9017	27.7206
Wayu	Wayu	vay	NA	wayu1241	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Western	1520	shifting	long_grammar	7 (Shifting). Language of recognized indigenous nationality: Hayu.	language	Indic	86.1227	27.3047
Gamale Kham	Gamale_Kham	kgj	NA	gama1251	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Central Himalayan, Kham-Magar, Kham	13100	threatened	specific_feature	6a (Vigorous).	language	Indic	82.6749	28.411
Eastern Parbate Kham	Eastern_Parbate_Kham	kif	NA	east2354	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Central Himalayan, Kham-Magar, Kham	7500	threatened	overview	6b (Threatened).	language	Indic	82.9523	28.5259
Sheshi Kham	Sheshi_Kham	kip	NA	shes1236	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Central Himalayan, Kham-Magar, Kham	20000	shifting	specific_feature	6b (Threatened).	language	Indic	82.6467	27.9437
Western Parbate Kham	Western_Parbate_Kham	kjl	NA	west2420	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Central Himalayan, Kham-Magar, Kham	24500	not endangered	long_grammar	5 (Developing).	language	Indic	82.7348	28.6521
Eastern Magar	Eastern_Magar	mgp	NA	east2352	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Central Himalayan, Kham-Magar, Magar	533700	shifting	long_grammar	6b (Threatened). Language of recognized indigenous nationality: Magar.	language	Indic	87.06171	27.4135166667
Western Magar	Western_Magar	mrd	NA	west2418	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Central Himalayan, Kham-Magar, Magar	308000	shifting	long_grammar	6b (Threatened). Language of recognized indigenous nationality: Magar.	language	Indic	83.511	28.2462
Raji	Raji	rji	NA	raji1240	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Central Himalayan, Raute-Raji	3760	shifting	grammar_sketch	6b (Threatened). Language of recognized indigenous nationality: Rajhi.	language	Indic	81.577	28.6151
Bahing	Bahing	bhj	NA	bahi1252	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Western	15250	nearly extinct	grammar_sketch	6a (Vigorous). Language of recognized indigenous nationality: Rai.	language	Indic	86.3949	27.3323
Sunwar	Sunwar	suz	NA	sunw1242	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Western	39760	shifting	long_grammar	6b (Threatened). Language of recognized indigenous nationality: Surel. Sunuwar.	language	Indic	86.2476	27.5201
Athpariya	Athpariya	aph	NA	athp1241	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	5530	shifting	grammar	6b (Threatened). Language of recognized indigenous nationality: Rai.	language	Indic	87.3296	26.8794
Bantawa	Bantawa	bap	NA	bant1281	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	166600	shifting	long_grammar	6b (Threatened). Language of recognized indigenous nationality: Rai. Some varieties are used as traditional lingua franca among Rai minorities in eastern Nepal, Sikkim, India, and Bhutan, and as L1 among Rai of other origin. (Bradley 1996).	language	Indic	87.04738	27.12147
Belhariya	Belhariya	byw	NA	belh1239	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	600	moribund	grammar_sketch	6b (Threatened). Language of recognized indigenous nationality: Rai.	language	Indic	87.2783	26.9972
Chintang	Chintang	ctn	NA	chhi1245	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	3710	shifting	long_grammar	6b (Threatened). Language of recognized indigenous nationality: Rai.	language	Indic	87.1899	26.961
Chhulung	Chhulung	cur	NA	chhu1238	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	2050	shifting	specific_feature	7 (Shifting). Language of recognized indigenous nationality: Rai.	language	Indic	87.2133	26.9107
Chukwa	Chukwa	cuw	NA	chuk1270	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	100	nearly extinct	comparative	8a (Moribund). Language of recognized indigenous nationality: Rai.	language	Indic	86.9824	27.358
Eastern Meohang	Eastern_Meohang	emg	NA	east2357	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	4650	moribund	grammar_sketch	6b (Threatened). Language of recognized indigenous nationality: Rai.	language	Indic	87.1134	27.5103
Kulung (Nepal)	Kulung_Nepal	kle	NA	kulu1253	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	33200	shifting	long_grammar	6b (Threatened). Language of recognized indigenous nationality: Rai.	language	Indic	87.5717	27.1606
Lohorung	Lohorung	lbr	NA	nort2727	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	3720	shifting	specific_feature	6b (Threatened). Language of recognized indigenous nationality: Rai.	language	Indic	87.2157	27.5102
Limbu	Limbu	lif	NA	limb1266	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	381300	shifting	long_grammar	5 (Developing). Language of recognized indigenous nationality: Limbu.	language	Indic	87.8859	27.2703
Lambichhong	Lambichhong	lmh	NA	lamb1277	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	1500	moribund	NA	7 (Shifting). Language of recognized indigenous nationality: Rai.	language	Indic	87.2168	27.0543
Southern Yamphu	Southern_Yamphu	lrr	NA	sout2734	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	2500	shifting	wordlist	6b (Threatened). Language of recognized indigenous nationality: Rai.	language	Indic	87.3959	26.932
Lumba-Yakkha	LumbaYakkha	luu	NA	lumb1250	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	1200	threatened	NA	6b (Threatened).	language	Indic	87.3146	27.232
Nachering	Nachering	ncd	NA	nach1240	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	10000	threatened	dictionary	7 (Shifting). Language of recognized indigenous nationality: Rai.	language	Indic	86.7001	27.4202
Pongyong	Pongyong	pgy	NA	pong1252	Bookkeeping	NA	NA	NA	overview	NA	language	Indic	88.0925	26.8613
Phangduwali	Phangduwali	phw	NA	phan1256	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	290	shifting	NA	7 (Shifting). Language of recognized indigenous nationality: Rai.	language	Indic	87.35371	27.15945
Puma	Puma	pum	NA	puma1239	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	6690	shifting	long_grammar	6b (Threatened). Language of recognized indigenous nationality: Rai.	language	Indic	86.838	27.0774
Dungmali	Dungmali	raa	NA	dung1252	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	6260	shifting	wordlist	6b (Threatened). Language of recognized indigenous nationality: Rai.	language	Indic	87.3328	26.9813
Camling	Camling	rab	NA	caml1239	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	76800	threatened	grammar	6b (Threatened). Language of recognized indigenous nationality: Rai.	language	Indic	86.7612	27.3371
Western Meohang	Western_Meohang	raf	NA	west2422	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	4650	shifting	specific_feature	6b (Threatened). Language of recognized indigenous nationality: Rai.	language	Indic	87.2893	27.4265
Saam	Saam	raq	NA	saam1282	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	530	moribund	comparative	8b (Nearly extinct). Language of recognized indigenous nationality: Rai.	language	Indic	87.9534	26.8442
Sampang	Sampang	rav	NA	samp1249	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	20300	moribund	specific_feature	6b (Threatened). Language of recognized indigenous nationality: Rai.	language	Indic	87.0019	27.2999
Waling	Waling	wly	NA	wali1261	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	0	extinct	wordlist	9 (Dormant).	language	Indic	86.4837	26.6369
Yakkha	Yakkha	ybh	NA	yakk1236	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	20410	shifting	long_grammar	6b (Threatened). Language of recognized indigenous nationality: Yakkha.	language	Indic	87.9306	27.3714
Yamphu	Yamphu	ybi	NA	yamp1242	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	9210	shifting	long_grammar	6b (Threatened). Language of recognized indigenous nationality: Rai.	language	Indic	87.0441	27.6322
Yamphe	Yamphe	yma	NA	yamp1243	Bookkeeping	NA	NA	NA	overview	NA	language	Indic	87.1309	27.6069
Dumi	Dumi	dus	NA	dumi1241	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Western	7640	nearly extinct	long_grammar	7 (Shifting). Language of recognized indigenous nationality: Rai.	language	Indic	86.75699	27.45849
Jerung	Jerung	jee	NA	jeru1240	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Western	5380	shifting	long_grammar	6b (Threatened). Language of recognized indigenous nationality: Rai.	language	Indic	86.2547	27.1741
Koi	Koi	kkt	NA	koii1238	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Western	1470	shifting	grammar_sketch	6a (Vigorous). Language of recognized indigenous nationality: Rai.	language	Indic	86.8531	27.1941
Khaling	Khaling	klr	NA	khal1275	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Western	14500	threatened	grammar_sketch	6a (Vigorous). Language of recognized indigenous nationality: Rai.	language	Indic	87.5053	27.3912
Lingkhim	Lingkhim	lii	NA	ling1268	Bookkeeping	NA	NA	NA	overview	NA	language	Indic	87.9992	26.992
Raute	Raute	rau	NA	raut1239	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Central Himalayan, Raute-Raji	460	threatened	grammar_sketch	6a (Vigorous). Language of recognized indigenous nationality: Raute.	language	Indic	81.1617	28.9518
Thulung	Thulung	tdh	NA	thul1246	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Western	20700	moribund	long_grammar	5 (Developing). Language of recognized indigenous nationality: Rai.	language	Indic	87.6063	27.5389
Tilung	Tilung	tij	NA	tilu1238	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Western	20	nearly extinct	grammar_sketch	8a (Moribund). Language of recognized indigenous nationality: Rai.	language	Indic	86.4694	27.2203
Wambule	Wambule	wme	NA	wamb1257	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Western	13500	threatened	long_grammar	5 (Developing). Language of recognized indigenous nationality: Rai.	language	Indic	86.47646	27.14808
Kathmandu Valley Newari	Kathmandu_Valley_Newari	new	NA	newa1246	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Central Himalayan, Newar	861000	shifting	long_grammar	4 (Educational). Language of recognized indigenous nationality: Newar.	language	Indic	84.9577	27.2614
Lepcha	Lepcha	lep	NA	lepc1244	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Lepcha	69800	moribund	long_grammar	6a (Vigorous).	language	Indic	88.5726	27.0869
Tshangla	Tshangla	tsj	NA	tsha1245	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish	98800	threatened	long_grammar	4 (Educational). De facto language of provincial identity in eastern and southeastern Bhutan.	language	Indic	91.7741	27.3694
Dhimal	Dhimal	dhi	NA	dhim1246	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Sal, Dhimalish	19750	shifting	long_grammar	6b (Threatened). Language of recognized indigenous nationality: Dhimal.	language	Indic	88.3798	26.6283
Toto	Toto	txo	NA	toto1302	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Sal, Dhimalish	1400	shifting	grammar_sketch	6a (Vigorous).	language	Indic	88.975	26.67
Chantyal	Chantyal	chx	NA	chan1310	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Gurung-Tamang, Gurungic	4280	shifting	grammar_sketch	6b (Threatened). Language of recognized indigenous nationality: Chhantyal.	language	Indic	83.4488	28.684
Eastern Gurung	Eastern_Gurung	ggn	NA	east2345	Sino-Tibetan	NA	NA	NA	grammar	NA	dialect	Indic	86.28988	27.41687
Southern Ghale	Southern_Ghale	ghe	NA	sout2715	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Ghale	18000	threatened	grammar_sketch	6a (Vigorous).	language	Indic	84.8511	28.106
Northern Ghale	Northern_Ghale	ghh	NA	nort2709	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Ghale	4440	threatened	grammar_sketch	6b (Threatened).	language	Indic	84.929	28.2332
Kutang Ghale	Kutang_Ghale	ght	NA	kuta1241	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Ghale	1300	threatened	wordlist	6a (Vigorous).	language	Indic	84.93	28.3808
Gurung	Gurung	gvr	NA	guru1261	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Gurung-Tamang, Gurungic	359000	shifting	grammar	6b (Threatened). Language of recognized indigenous nationality: Gurung.	language	Indic	86.28988	27.41687
Manange	Manange	nmm	NA	mana1288	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Gurung-Tamang, Gurungic	390	shifting	grammar	6b (Threatened).	language	Indic	84.0515	28.6416
Nar Phu	Nar_Phu	npa	NA	narp1239	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Gurung-Tamang, Gurungic	600	shifting	grammar_sketch	6a (Vigorous).	language	Indic	84.22852	28.76714
Seke (Nepal)	Seke_Nepal	skj	NA	seke1240	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Gurung-Tamang, Gurungic	700	shifting	grammar_sketch	6a (Vigorous). Language of recognized indigenous nationality: Tangbe.	language	Indic	83.8064	28.9251
Eastern Tamang	Eastern_Tamang	taj	NA	east2347	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Gurung-Tamang, Tamang	1197500	threatened	long_grammar	4 (Educational). Language of recognized indigenous nationality: Tamang.	language	Indic	87.0832	27.3239
Western Tamang	Western_Tamang	tdg	NA	west2415	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Gurung-Tamang, Tamang	356500	threatened	long_grammar	6a (Vigorous). Language of recognized indigenous nationality: Tamang.	language	Indic	85.0563	28.0239
Eastern Gorkha Tamang	Eastern_Gorkha_Tamang	tge	NA	east2346	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Gurung-Tamang, Tamang	3980	threatened	wordlist	6a (Vigorous). Language of recognized indigenous nationality: Tamang.	language	Indic	84.9451	28.2213
Thakali	Thakali	ths	NA	thak1245	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Gurung-Tamang, Gurungic	6000	shifting	long_grammar	7 (Shifting). Language of recognized indigenous nationality: Thakali, Chhairotan, Marphali Thakali, Tieengaule Thakali.	language	Indic	83.6466	28.7014
Northwestern Tamang	Northwestern_Tamang	tmk	NA	nort3144	Bookkeeping	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Gurung-Tamang, Tamang	67200	not endangered	NA	6a (Vigorous). Language of recognized indigenous nationality: Tamang.	language	Indic	85.1648	27.9087
Southwestern Tamang	Southwestern_Tamang	tsf	NA	sout2718	Bookkeeping	NA	NA	NA	overview	NA	language	Indic	84.9036	27.5722
Tibetan	Tibetan	bod	NA	tibe1272	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central	1172940	not endangered	long_grammar	2 (Provincial). Language of recognized nationality: Tibetan.	language	Indic	90.1872	28.3681
Dolpo	Dolpo	dre	NA	dolp1239	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, gTsang	8000	shifting	phonology	5 (Developing). Language of recognized indigenous nationality: Dolpo.	language	Indic	83.2927	29.1957
Humla	Humla	hut	NA	huml1238	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, gTsang	5000	shifting	phonology	6a (Vigorous).	language	Indic	81.5659	30.1451
Jad	Jad	jda	NA	jadd1243	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, Western	300	shifting	grammar_sketch	6a (Vigorous).	language	Indic	79.153	30.241
Kyerung	Kyerung	kgy	NA	kyer1238	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, gTsang	600	shifting	long_grammar	6a (Vigorous). Language of recognized nationality: Tibetan.	language	Indic	85.4257	28.2922
Gyalsumdo-Nubri	GyalsumdoNubri	kte	NA	nubr1241	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, gTsang	2000	shifting	dictionary	6a (Vigorous). Language of recognized indigenous nationality: Larke.	language	Indic	84.7772	28.5092
Lhomi	Lhomi	lhm	NA	lhom1239	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, gTsang	9320	threatened	long_grammar	5 (Developing). Language of recognized indigenous nationality: Lhomi (Shingsawa).	language	Indic	87.7161	27.5948
Lowa	Lowa	loy	NA	lowa1242	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, gTsang	7500	shifting	grammar	6a (Vigorous). Language of recognized indigenous nationality: Bahragaunle, Lhopa.	language	Indic	83.8959	29.0324
Mugom	Mugom	muk	NA	mugo1238	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, gTsang	7000	not endangered	phonology	6a (Vigorous). Language of recognized indigenous nationality: Mugali.	language	Indic	79.4664	30.8983
Walungge	Walungge	ola	NA	walu1241	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Unclassified	1170	shifting	specific_feature	6b (Threatened). Language of recognized indigenous nationality: Walung, Topkegola.	language	Indic	87.2374	27.695
Panang	Panang	pcr	NA	pana1292	Bookkeeping	NA	NA	NA	overview	NA	language	Indic	86.8317	30.7272
Stod Bhoti	Stod_Bhoti	sbu	NA	stod1241	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, Western	2500	threatened	grammar_sketch	6a (Vigorous).	language	Indic	77.116	32.497
Lamjung-Melamchi Yolmo	LamjungMelamchi_Yolmo	scp	NA	hela1238	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, gTsang	10200	shifting	long_grammar	6a (Vigorous). Language of recognized indigenous nationality: Hyolmo.	language	Indic	85.6289	27.9212
Spiti Bhoti	Spiti_Bhoti	spt	NA	spit1240	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, Western	10000	shifting	grammar_sketch	6a (Vigorous).	language	Indic	77.833	32.526
Kagate	Kagate	syw	NA	kaga1252	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, gTsang	1500	shifting	dictionary	6a (Vigorous).	language	Indic	86.1675	27.4492
