Name	Name_stripped_no_spaces	iso639_3	iso639_3_macro	glottocode	Family_name_glottolog	Classification_ethnologue	Population_numeric_ethnologue	endangerment_status_glottolog	desc_status_glottolog	Language_status_ethnologue	level	AUTOTYP_area	Longitude	Latitude
Efai	Efai	efa	NA	efai1241	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Efai	7210	not endangered	wordlist	6a (Vigorous).	language	African Savannah	8.27625	4.60447
Anaang	Anaang	anw	NA	anaa1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Efik	1400000	threatened	grammar_sketch	5 (Developing).	language	African Savannah	7.57969	4.94832
Efik	Efik	efi	NA	efik1245	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Efik	405260	not endangered	long_grammar	3 (Wider communication). De facto language of provincial identity in Cross River and Akwa Ibom states, all domains. Used as LWC throughout the Cross River State in the church; also, in market, business, and media domains. The Efik Bible, published in 1868, was the very first translation into any Nigerian language and is used widely throughout the region.	language	African Savannah	8.38121	4.89379
Ibibio	Ibibio	ibb	NA	ibib1240	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Efik	6000000	not endangered	long_grammar	3 (Wider communication). De facto language of provincial identity in Akwa Ibom, Abia, and Rivers states; possibly in Cross River state, used in education, various media. Ibibio is the LWC of Akwa Ibom state.	language	African Savannah	7.86688	5.15279
Ukwa	Ukwa	ukq	NA	ukwa1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Efik	100	shifting	wordlist	6b (Threatened).	language	African Savannah	7.96002	5.59913
Ekit	Ekit	eke	NA	ekit1246	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ekit	200000	threatened	wordlist	6a (Vigorous).	language	African Savannah	7.89222	4.7645
Etebi	Etebi	etb	NA	eteb1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ekit	15000	threatened	wordlist	6a (Vigorous).	language	African Savannah	7.97357	4.79059
Enwan (Akwa Ibom State)	Enwan_Akwa_Ibom_State	enw	NA	enwa1245	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Enwang-Uda	15000	threatened	wordlist	6a (Vigorous).	language	African Savannah	8.20974	4.68739
Uda	Uda	uda	NA	udaa1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Enwang-Uda	10000	shifting	specific_feature	6a (Vigorous).	language	African Savannah	8.06562	4.70196
Ibino	Ibino	ibn	NA	ibin1241	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ibino	10000	shifting	wordlist	6a (Vigorous).	language	African Savannah	8.15254	4.59603
Ibuoro	Ibuoro	ibr	NA	ibuo1242	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ibuoro	5000	shifting	wordlist	6a (Vigorous).	language	African Savannah	7.93108	5.49672
Itu Mbon Uzo	Itu_Mbon_Uzo	itm	NA	itum1245	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ibuoro	5000	shifting	wordlist	6a (Vigorous).	language	African Savannah	7.80378	5.52679
Ito	Ito	itw	NA	itoo1242	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ibuoro	5000	not endangered	overview	6a (Vigorous).	language	African Savannah	8.04626	5.14438
Nkari	Nkari	nkz	NA	nkar1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ibuoro	5000	shifting	comparative	6a (Vigorous).	language	African Savannah	7.76345	5.43898
Iko	Iko	iki	NA	ikoo1245	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Iko	5000	not endangered	wordlist	6a (Vigorous).	language	African Savannah	7.9866	4.56197
Ilue	Ilue	ilv	NA	ilue1241	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ilue	5000	shifting	wordlist	8a (Moribund).	language	African Savannah	8.25236	4.78618
Okobo	Okobo	okb	NA	okob1241	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Okobo	50000	threatened	wordlist	6a (Vigorous).	language	African Savannah	8.08696	5.02037
Oro	Oro	orx	NA	oroo1241	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Oro	75000	not endangered	grammar_sketch	6a (Vigorous).	language	African Savannah	8.11394	4.86134
Usaghade	Usaghade	usk	NA	usag1244	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Usaghade	10000	threatened	wordlist	6b (Threatened).	language	African Savannah	8.53463	4.78581
Obolo	Obolo	ann	NA	obol1243	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo	250000	not endangered	long_grammar	5 (Developing).	language	African Savannah	7.81985	4.62851
Eki	Eki	eki	NA	ekii1241	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo	5000	not endangered	overview	6a (Vigorous).	language	African Savannah	8.13613	5.1503
Idere	Idere	ide	NA	ider1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo	5000	not endangered	overview	6a (Vigorous).	language	African Savannah	8.0831	5.21188
Gokana	Gokana	gkn	NA	goka1239	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Ogoni, East	100000	not endangered	grammar_sketch	5 (Developing).	language	African Savannah	7.34457	4.61889
Khana	Khana	ogo	NA	khan1278	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Ogoni, East	200000	not endangered	long_grammar	6a (Vigorous).	language	African Savannah	7.44363	4.70908
Tee	Tee	tkq	NA	teee1242	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Ogoni, East	313000	not endangered	dictionary	6a (Vigorous).	language	African Savannah	7.37553	4.73213
Baan	Baan	bvj	NA	baan1241	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Ogoni, West	5000	shifting	specific_feature	6a (Vigorous).	language	African Savannah	7.30065	4.66709
Eleme	Eleme	elm	NA	elem1253	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Ogoni, West	58000	not endangered	long_grammar	5 (Developing).	language	African Savannah	7.267	4.72964
Bakpinka	Bakpinka	bbs	NA	bakp1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Agoi-Doko-Iyoniyong	4000	shifting	wordlist	8b (Nearly extinct).	language	African Savannah	8.26321	5.26756
Agoi	Agoi	ibm	NA	agoi1246	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Agoi-Doko-Iyoniyong	12000	not endangered	specific_feature	6a (Vigorous).	language	African Savannah	8.21629	5.87953
Doko-Uyanga	DokoUyanga	uya	NA	doko1243	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Agoi-Doko-Iyoniyong	200	shifting	wordlist	6b (Threatened).	language	African Savannah	8.26925	5.39961
Ukpet-Ehom	UkpetEhom	akd	NA	ukpe1249	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Akpet	11400	not endangered	wordlist	6a (Vigorous).	language	African Savannah	8.10047	5.58316
Olulumo-Ikom	OlulumoIkom	iko	NA	olul1245	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Ikom	30000	threatened	wordlist	6a (Vigorous).	language	African Savannah	8.56546	5.97709
Lubila	Lubila	kcc	NA	lubi1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Loko	11400	not endangered	wordlist	6a (Vigorous).	language	African Savannah	8.29204	5.46011
Nkukoli	Nkukoli	nbo	NA	nkuk1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Loko	1000	threatened	wordlist	6a (Vigorous).	language	African Savannah	8.28051	5.7562
Lokaa	Lokaa	yaz	NA	loka1252	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Loko	120000	not endangered	long_grammar	5 (Developing).	language	African Savannah	8.0933	5.91483
Legbo	Legbo	agb	NA	legb1242	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Mbembe-Legbo, Legbo	60000	not endangered	dictionary	6a (Vigorous).	language	African Savannah	7.98385	6.02645
Leyigha	Leyigha	ayi	NA	leyi1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Mbembe-Legbo, Legbo	10000	not endangered	wordlist	6a (Vigorous).	language	African Savannah	8.20861	5.98832
Lenyima	Lenyima	ldg	NA	leny1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Mbembe-Legbo, Legbo	13000	not endangered	wordlist	6a (Vigorous).	language	African Savannah	8.28951	6.00131
Cross River Mbembe	Cross_River_Mbembe	mfn	NA	cros1244	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, East-West, Mbembe-Legbo, Mbembe	100000	not endangered	long_grammar	6a (Vigorous).	language	African Savannah	8.23592	6.16926
Oring	Oring	org	NA	orin1239	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, North-South, Koring-Kukele, Koring	75000	not endangered	specific_feature	6a (Vigorous).	language	African Savannah	8.12005	6.68753
Uzekwe	Uzekwe	eze	NA	uzek1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, North-South, Koring-Kukele, Kukele	5000	not endangered	wordlist	6a (Vigorous).	language	African Savannah	8.31399	6.58841
Kukele	Kukele	kez	NA	kuke1242	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, North-South, Koring-Kukele, Kukele	180000	not endangered	wordlist	5 (Developing).	language	African Savannah	8.39343	6.70286
Kohumono	Kohumono	bcs	NA	kohu1244	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, North-South, Ubaghara-Kohumono, Kohumono	30000	not endangered	grammar_sketch	6a (Vigorous).	language	African Savannah	7.96202	5.92596
Umon	Umon	umm	NA	umon1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, North-South, Ubaghara-Kohumono, Kohumono	20000	not endangered	wordlist	5 (Developing).	language	African Savannah	8.10335	5.37438
Agwagwune	Agwagwune	yay	NA	agwa1247	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, North-South, Ubaghara-Kohumono, Kohumono	20000	not endangered	wordlist	5 (Developing).	language	African Savannah	8.03166	5.81055
Ubaghara	Ubaghara	byc	NA	ubag1245	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Central, North-South, Ubaghara-Kohumono, Ubaghara	30000	not endangered	wordlist	6a (Vigorous).	language	African Savannah	7.96439	5.72343
Kiong	Kiong	kkm	NA	kion1242	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Kiong-Korop	100	moribund	wordlist	8a (Moribund).	language	African Savannah	8.35234	5.20497
Korop	Korop	krp	NA	koro1304	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Kiong-Korop	17640	threatened	grammar_sketch	6a (Vigorous).	language	African Savannah	8.80859	5.16206
Odut	Odut	oda	NA	odut1238	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Kiong-Korop	20	moribund	overview	8b (Nearly extinct).	language	African Savannah	8.27253	5.20317
Arigidi	Arigidi	aqg	NA	arig1246	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Akokoid	48000	not endangered	grammar_sketch	6a (Vigorous).	language	African Savannah	5.89556	7.56324
Àhàn	Ahan	ahn	NA	ahan1244	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Ayere-Ahan	300	shifting	grammar	6a (Vigorous).	language	African Savannah	6.00896	7.44139
Ayere	Ayere	aye	NA	ayer1245	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Ayere-Ahan	3000	threatened	wordlist	6a (Vigorous).	language	African Savannah	6.01979	7.52206
Ede Cabe	Ede_Cabe	cbj	NA	edec1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri	2240	not endangered	wordlist	6a (Vigorous).	language	African Savannah	2.48128	7.78176
Ede Ica	Ede_Ica	ica	NA	edei1246	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri	63000	not endangered	wordlist	6a (Vigorous).	language	African Savannah	1.82137	8.46128
Ede Idaca	Ede_Idaca	idd	NA	edei1244	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri	100000	not endangered	phonology	5 (Developing).	language	African Savannah	2.27039	7.78428
Ifè	Ife	ife	NA	ifee1241	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri	154300	not endangered	dictionary	5 (Developing).	language	African Savannah	1.58494	7.63568
Ede Ije	Ede_Ije	ijj	NA	edei1245	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri	92400	not endangered	wordlist	6a (Vigorous).	language	African Savannah	2.64262	7.09729
Isekiri	Isekiri	its	NA	isek1239	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri	510000	not endangered	specific_feature	5 (Developing).	language	African Savannah	5.5862	5.81898
Lucumi	Lucumi	luq	NA	lucu1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri	0	extinct	wordlist	9 (Second language only).	language	Mesoamerica	-82.441	22.9514
Mokole	Mokole	mkl	NA	moko1243	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri	21400	not endangered	wordlist	5 (Developing).	language	African Savannah	3.05998	11.0438
Ede Nago	Ede_Nago	nqg	NA	eden1244	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri	200000	not endangered	specific_feature	6a (Vigorous).	language	African Savannah	2.64908	6.75763
Kura Ede Nago	Kura_Ede_Nago	nqk	NA	kura1248	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri	25000	not endangered	wordlist	6a (Vigorous).	language	African Savannah	1.49505	9.43401
Ulukwumi	Ulukwumi	ulb	NA	uluk1257	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri	10000	not endangered	comparative	6a (Vigorous).	language	African Savannah	6.59202	6.4974
Manigri-Kambolé Ede Nago	ManigriKambole_Ede_Nago	xkb	NA	mani1294	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri	70000	not endangered	phonology	6a (Vigorous).	language	African Savannah	1.69523	8.83338
Yoruba	Yoruba	yor	NA	yoru1245	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri	19043700	not endangered	long_grammar	2 (Provincial). De facto provincial language in southwestern region.	language	African Savannah	3.67225	7.15345
Igala	Igala	igl	NA	igal1242	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Igala	800000	not endangered	grammar	4 (Educational).	language	African Savannah	7.17974	7.34325
Degema	Degema	deg	NA	dege1246	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Delta	10000	not endangered	long_grammar	6a (Vigorous).	language	African Savannah	6.80991	4.73373
Engenni	Engenni	enn	NA	enge1239	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Delta	20000	not endangered	grammar	6a (Vigorous).	language	African Savannah	6.37339	5.11931
Epie	Epie	epi	NA	epie1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Delta	12000	not endangered	wordlist	6a (Vigorous).	language	African Savannah	6.3146	5.00894
Bini	Bini	bin	NA	bini1246	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Edo-Esan-Ora	1000000	not endangered	long_grammar	4 (Educational). De facto language of provincial identity in Edo, Delta,and Ondo states, used in education.	language	African Savannah	5.70426	6.40701
Emai-Iuleha-Ora	EmaiIulehaOra	ema	NA	emai1241	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Edo-Esan-Ora	100000	not endangered	long_grammar	4 (Educational).	language	African Savannah	5.84494	7.09089
Ibilo	Ibilo	ibi	NA	ibil1238	Bookkeeping	NA	NA	NA	overview	NA	language	African Savannah	6.08384	7.42662
Esan	Esan	ish	NA	esan1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Edo-Esan-Ora	300000	not endangered	grammar_sketch	6a (Vigorous).	language	African Savannah	6.33917	6.25685
Ghotuo	Ghotuo	aaa	NA	ghot1243	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee	9000	not endangered	phonology	6a (Vigorous).	language	African Savannah	5.95663	7.11551
Ivbie North-Okpela-Arhe	Ivbie_NorthOkpelaArhe	atg	NA	ivbi1241	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee	20000	not endangered	grammar_sketch	5 (Developing).	language	African Savannah	6.21209	7.15307
Enwan (Edu State)	Enwan_Edu_State	env	NA	enwa1246	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee	14000	not endangered	overview	6a (Vigorous).	language	African Savannah	6.07393	7.15316
Yekhee	Yekhee	ets	NA	yekh1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee	274000	not endangered	grammar	6a (Vigorous).	language	African Savannah	6.44919	7.10204
Igwe	Igwe	igw	NA	igwe1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee	47800	not endangered	overview	6a (Vigorous).	language	African Savannah	6.08157	7.10878
Ikpeshi	Ikpeshi	ikp	NA	ikpe1243	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee	5320	not endangered	wordlist	6a (Vigorous).	language	African Savannah	6.17647	7.04475
Ososo	Ososo	oso	NA	osos1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee	19000	not endangered	wordlist	6a (Vigorous).	language	African Savannah	6.21509	7.42868
Sasaru	Sasaru	sxs	NA	sasa1247	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee	12500	not endangered	overview	6a (Vigorous).	language	African Savannah	6.07531	7.06193
Uneme	Uneme	une	NA	unem1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee	19800	threatened	wordlist	6b (Threatened).	language	African Savannah	6.13427	6.97237
Ihievbe	Ihievbe	ihi	NA	ihie1238	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central	NA	not endangered	NA	6a (Vigorous).	language	African Savannah	6.08581	7.00917
Uokha	Uokha	uok	NA	uokh1238	Bookkeeping	NA	NA	NA	overview	NA	language	African Savannah	5.97783	7.00611
Ehueun	Ehueun	ehu	NA	ehue1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Osse	14200	not endangered	wordlist	6a (Vigorous).	language	African Savannah	5.858846	7.450998
Iyayu	Iyayu	iya	NA	iyay1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Osse	24700	not endangered	phonology	6a (Vigorous).	language	African Savannah	5.84326	7.30076
Uhami	Uhami	uha	NA	uham1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Osse	13600	not endangered	wordlist	6a (Vigorous).	language	African Savannah	5.68537	7.38143
Ukue	Ukue	uku	NA	ukue1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Osse	14100	not endangered	wordlist	6a (Vigorous).	language	African Savannah	5.85139	7.41643
Akuku	Akuku	ayk	NA	akuk1235	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Southern	NA	not endangered	wordlist	6a (Vigorous).	language	African Savannah	6.34264	7.40354
Idesa	Idesa	ids	NA	ides1238	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Southern	5690	not endangered	NA	6a (Vigorous).	language	African Savannah	6.2929	7.34629
Okpe (Northwestern Edo)	Okpe_Northwestern_Edo	okx	NA	okpe1249	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Southern	8700	not endangered	wordlist	6a (Vigorous).	language	African Savannah	6.24719	7.29515
Oloma	Oloma	olm	NA	olom1241	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Southern	NA	not endangered	specific_feature	6a (Vigorous).	language	African Savannah	6.02767	7.01279
Okpamheri	Okpamheri	opa	NA	okpa1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Southern	30000	not endangered	specific_feature	6a (Vigorous).	language	African Savannah	5.97843	7.33708
Aduge	Aduge	adu	NA	adug1238	Bookkeeping	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern	1900	threatened	overview	6a (Vigorous).	language	African Savannah	6.13085	7.64567
Eruwa	Eruwa	erh	NA	eruw1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Southwestern	64000	threatened	wordlist	6a (Vigorous).	language	African Savannah	6.04818	5.18026
Uvbie	Uvbie	evh	NA	uvbi1238	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Southwestern	19800	not endangered	specific_feature	6a (Vigorous).	language	African Savannah	5.77303	5.44263
Isoko	Isoko	iso	NA	isok1239	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Southwestern	423000	not endangered	specific_feature	5 (Developing).	language	African Savannah	6.24682	5.52889
Okpe (Southwestern Edo)	Okpe_Southwestern_Edo	oke	NA	okpe1250	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Southwestern	25400	not endangered	specific_feature	6a (Vigorous).	language	African Savannah	5.94885	7.22407
Urhobo	Urhobo	urh	NA	urho1239	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Southwestern	546000	not endangered	grammar	5 (Developing). De facto language of provincial identity in Delta and Edo states, elementary education.	language	African Savannah	5.86148	5.31155
Eloyi	Eloyi	afo	NA	eloy1241	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Eloyi	25000	not endangered	wordlist	6a (Vigorous).	language	African Savannah	7.97061	8.24696
Etulo	Etulo	utr	NA	etul1245	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Etulo	10000	not endangered	wordlist	6a (Vigorous).	language	African Savannah	9.44447	7.75865
Agatu	Agatu	agc	NA	agat1236	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Idoma	70000	not endangered	wordlist	6a (Vigorous).	language	African Savannah	7.71639	7.97915
Alago	Alago	ala	NA	alag1242	Atlantic-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Idoma	35100	threatened	wordlist	6a (Vigorous).	language	African Savannah	8.52085	8.34986
