ID,ID_ISO_A3,ID_ISO_A2,ID_FIPS,NAM_LABEL,NAME_PROP,NAME2,NAM_ANSI,LANG_ISO
LTI-IDN,lti-IDN,lti-id,lti-ID,Leti,Leti,LETI,Leti,lti
ZMO-SDN,zmo-SDN,zmo-sd,zmo-SU,Molo,Molo,MOLO,Molo,zmo
OTX-MEX,otx-MEX,otx-mx,otx-MX,Texcatepec Otomi,"Otomi, Texcatepec","OTOMI, TEXCATEPEC","Otomi, Texcatepec",otx
BVM-CMR,bvm-CMR,bvm-cm,bvm-CM,Bamunka,Bamunka,BAMUNKA,Bamunka,bvm
YEE-PNG,yee-PNG,yee-pg,yee-PP,Yimas,Yimas,YIMAS,Yimas,yee
SQA-NGA,sqa-NGA,sqa-ng,sqa-NI,Shama-Sambuga,Shama-Sambuga,SHAMA-SAMBUGA,Shama-Sambuga,sqa
TKX-IDN,tkx-IDN,tkx-id,tkx-ID,Tangko,Tangko,TANGKO,Tangko,tkx
ASX-PNG,asx-PNG,asx-pg,asx-PP,Muratayak,Muratayak,MURATAYAK,Muratayak,asx
MZZ-PNG,mzz-PNG,mzz-pg,mzz-PP,Maiadomu,Maiadomu,MAIADOMU,Maiadomu,mzz
LIG-CIV,lig-CIV,lig-ci,lig-IV,Ligbi,Ligbi,LIGBI,Ligbi,lig
ATT-PHL,att-PHL,att-ph,att-RP,Pamplona Atta,"Atta, Pamplona","ATTA, PAMPLONA","Atta, Pamplona",att
NJY-COG,njy-COG,njy-cg,njy-CF,Njyem,Njyem,NJYEM,Njyem,njy
KKN-CHN,kkn-CHN,kkn-cn,kkn-CH,Kon Keu,Kon Keu,KON KEU,Kon Keu,kkn
UBR-PNG,ubr-PNG,ubr-pg,ubr-PP,Ubir,Ubir,UBIR,Ubir,ubr
YBJ-NGA,ybj-NGA,ybj-ng,ybj-NI,Hasha,Hasha,HASHA,Hasha,ybj
BIB-GHA,bib-GHA,bib-gh,bib-GH,Bisa,Bisa,BISA,Bisa,bib
DEV-PNG,dev-PNG,dev-pg,dev-PP,Domung,Domung,DOMUNG,Domung,dev
RWM-COD,rwm-COD,rwm-cd,rwm-CG,Amba,Amba,AMBA,Amba,rwm
ADD-CMR,add-CMR,add-cm,add-CM,Dzodinka,Dzodinka,DZODINKA,Dzodinka,add
FUD-WLF,fud-WLF,fud-wf,fud-WF,East Futuna,"Futuna, East","FUTUNA, EAST","Futuna, East",fud
PLS-MEX,pls-MEX,pls-mx,pls-MX,San Marcos Tlalcoyalco Popoloca,"Popoloca, San Marcos Tlalcoyalco","POPOLOCA, SAN MARCOS TLALCOYALCO","Popoloca, San Marcos Tlalcoyalco",pls
BMH-PNG,bmh-PNG,bmh-pg,bmh-PP,Kein,Kein,KEIN,Kein,bmh
ZAT-MEX,zat-MEX,zat-mx,zat-MX,Tabaa Zapotec,"Zapotec, Tabaa","ZAPOTEC, TABAA","Zapotec, Tabaa",zat
BED-IDN,bed-IDN,bed-id,bed-ID,Bedoanas,Bedoanas,BEDOANAS,Bedoanas,bed
ZYP-IND,zyp-IND,zyp-in,zyp-IN,Zyphe Chin,"Chin, Zyphe","CHIN, ZYPHE","Chin, Zyphe",zyp
LDB-NGA,ldb-NGA,ldb-ng,ldb-NI,Duya,Duya,DUYA,Duya,ldb
BGR-MMR,bgr-MMR,bgr-mm,bgr-BM,Bawm Chin,"Chin, Bawm","CHIN, BAWM","Chin, Bawm",bgr
COA-MYS,coa-MYS,coa-my,coa-MY,Cocos Islands Malay,"Malay, Cocos Islands","MALAY, COCOS ISLANDS","Malay, Cocos Islands",coa
WIC-USA,wic-USA,wic-us,wic-US,Wichita,Wichita,WICHITA,Wichita,wic
TAU-CAN,tau-CAN,tau-ca,tau-CA,Upper Tanana,"Tanana, Upper","TANANA, UPPER","Tanana, Upper",tau
SMF-PNG,smf-PNG,smf-pg,smf-PP,Auwe,Auwe,AUWE,Auwe,smf
HMH-CHN,hmh-CHN,hmh-cn,hmh-CH,Southwestern Huishui Miao,"Miao, Southwestern Huishui","MIAO, SOUTHWESTERN HUISHUI","Miao, Southwestern Huishui",hmh
LHI-CHN,lhi-CHN,lhi-cn,lhi-CH,Lahu Shi,Lahu Shi,LAHU SHI,Lahu Shi,lhi
VMM-MEX,vmm-MEX,vmm-mx,vmm-MX,Mitlatongo Mixtec,"Mixtec, Mitlatongo","MIXTEC, MITLATONGO","Mixtec, Mitlatongo",vmm
CWT-SEN,cwt-SEN,cwt-sn,cwt-SG,Kuwaataay,Kuwaataay,KUWAATAAY,Kuwaataay,cwt
GHN-SLB,ghn-SLB,ghn-sb,ghn-BP,Ghanongga,Ghanongga,GHANONGGA,Ghanongga,ghn
XWG-ETH,xwg-ETH,xwg-et,xwg-ET,Kwegu,Kwegu,KWEGU,Kwegu,xwg
MKF-NGA,mkf-NGA,mkf-ng,mkf-NI,Miya,Miya,MIYA,Miya,mkf
TEF-IND,tef-IND,tef-in,tef-IN,Teressa,Teressa,TERESSA,Teressa,tef
NBO-NGA,nbo-NGA,nbo-ng,nbo-NI,Nkukoli,Nkukoli,NKUKOLI,Nkukoli,nbo
CTH-MMR,cth-MMR,cth-mm,cth-BM,Thaiphum Chin,"Chin, Thaiphum","CHIN, THAIPHUM","Chin, Thaiphum",cth
BOF-MLI,bof-MLI,bof-ml,bof-ML,Bolon,Bolon,BOLON,Bolon,bof
MPP-PNG,mpp-PNG,mpp-pg,mpp-PP,Migabac,Migabac,MIGABAC,Migabac,mpp
VOT-RUS,vot-RUS,vot-ru,vot-RS,Vod,Vod,VOD,Vod,vot
ZPX-MEX,zpx-MEX,zpx-mx,zpx-MX,San Baltazar Loxicha Zapotec,"Zapotec, San Baltazar Loxicha","ZAPOTEC, SAN BALTAZAR LOXICHA","Zapotec, San Baltazar Loxicha",zpx
YKR-PNG,ykr-PNG,ykr-pg,ykr-PP,Yekora,Yekora,YEKORA,Yekora,ykr
KCP-SDN,kcp-SDN,kcp-sd,kcp-SU,Kanga,Kanga,KANGA,Kanga,kcp
SKA-USA,ska-USA,ska-us,ska-US,Skagit,Skagit,SKAGIT,Skagit,ska
NYC-COD,nyc-COD,nyc-cd,nyc-CG,Nyanga-li,Nyanga-li,NYANGA-LI,Nyanga-li,nyc
TEX-SSD,tex-SSD,tex-ss,tex-OD,Tennet,Tennet,TENNET,Tennet,tex
LEY-IDN,ley-IDN,ley-id,ley-ID,Lemolang,Lemolang,LEMOLANG,Lemolang,ley
RBK-PHL,rbk-PHL,rbk-ph,rbk-RP,Northern Bontok,"Bontok, Northern","BONTOK, NORTHERN","Bontok, Northern",rbk
IDB-LKA,idb-LKA,idb-lk,idb-CE,Indo-Portuguese,Indo-Portuguese,INDO-PORTUGUESE,Indo-Portuguese,idb
HJI-IDN,hji-IDN,hji-id,hji-ID,Haji,Haji,HAJI,Haji,hji
PEK-PNG,pek-PNG,pek-pg,pek-PP,Penchal,Penchal,PENCHAL,Penchal,pek
BSJ-NGA,bsj-NGA,bsj-ng,bsj-NI,Bangwinji,Bangwinji,BANGWINJI,Bangwinji,bsj
NDB-CMR,ndb-CMR,ndb-cm,ndb-CM,Kenswei Nsei,Kenswei Nsei,KENSWEI NSEI,Kenswei Nsei,ndb
SCI-LKA,sci-LKA,sci-lk,sci-CE,Sri Lankan Creole Malay,Sri Lankan Creole Malay,SRI LANKAN CREOLE MALAY,Sri Lankan Creole Malay,sci
KLX-PNG,klx-PNG,klx-pg,klx-PP,Koluwawa,Koluwawa,KOLUWAWA,Koluwawa,klx
LML-VUT,lml-VUT,lml-vu,lml-NH,Hano,Hano,HANO,Hano,lml
TNK-VUT,tnk-VUT,tnk-vu,tnk-NH,Kwamera,Kwamera,KWAMERA,Kwamera,tnk
YLA-PNG,yla-PNG,yla-pg,yla-PP,Yaul,Yaul,YAUL,Yaul,yla
CAB-GTM,cab-GTM,cab-gt,cab-GT,Garifuna,Garifuna,GARIFUNA,Garifuna,cab
SIX-PNG,six-PNG,six-pg,six-PP,Sumau,Sumau,SUMAU,Sumau,six
COZ-MEX,coz-MEX,coz-mx,coz-MX,Chocholtec,Chocholtec,CHOCHOLTEC,Chocholtec,coz
DOV-ZWE,dov-ZWE,dov-zw,dov-ZI,Dombe,Dombe,DOMBE,Dombe,dov
GIL-SLB,gil-SLB,gil-sb,gil-BP,Kiribati,Kiribati,KIRIBATI,Kiribati,gil
VRT-VUT,vrt-VUT,vrt-vu,vrt-NH,Banam Bay,Banam Bay,BANAM BAY,Banam Bay,vrt
KRY-AZE,kry-AZE,kry-az,kry-AJ,Kryts,Kryts,KRYTS,Kryts,kry
KQG-BFA,kqg-BFA,kqg-bf,kqg-UV,Khe,Khe,KHE,Khe,kqg
DUU-MMR,duu-MMR,duu-mm,duu-BM,Drung,Drung,DRUNG,Drung,duu
KWR-IDN,kwr-IDN,kwr-id,kwr-ID,Kwer,Kwer,KWER,Kwer,kwr
GHT-NPL,ght-NPL,ght-np,ght-NP,Kuke,Kuke,KUKE,Kuke,ght
LAU-IDN,lau-IDN,lau-id,lau-ID,Laba,Laba,LABA,Laba,lau
XMD-CMR,xmd-CMR,xmd-cm,xmd-CM,Mbudum,Mbudum,MBUDUM,Mbudum,xmd
NZY-CMR,nzy-CMR,nzy-cm,nzy-CM,Nzakambay,Nzakambay,NZAKAMBAY,Nzakambay,nzy
SOW-PNG,sow-PNG,sow-pg,sow-PP,Sowanda,Sowanda,SOWANDA,Sowanda,sow
AHL-TGO,ahl-TGO,ahl-tg,ahl-TO,Igo,Igo,IGO,Igo,ahl
TBS-PNG,tbs-PNG,tbs-pg,tbs-PP,Tanguat,Tanguat,TANGUAT,Tanguat,tbs
GSP-PNG,gsp-PNG,gsp-pg,gsp-PP,Wasembo,Wasembo,WASEMBO,Wasembo,gsp
BZZ-NGA,bzz-NGA,bzz-ng,bzz-NI,Evant,Evant,EVANT,Evant,bzz
ZEG-PNG,zeg-PNG,zeg-pg,zeg-PP,Zenag,Zenag,ZENAG,Zenag,zeg
BLK-THA,blk-THA,blk-th,blk-TH,Pa’o,Pa’o,PA’O,Pa’o,blk
MFD-CMR,mfd-CMR,mfd-cm,mfd-CM,Mendankwe-Nkwen,Mendankwe-Nkwen,MENDANKWE-NKWEN,Mendankwe-Nkwen,mfd
MME-VUT,mme-VUT,mme-vu,mme-NH,Mae,Mae,MAE,Mae,mme
CHK-FSM,chk-FSM,chk-fm,chk-FM,Chuukese,Chuukese,CHUUKESE,Chuukese,chk
GKN-NGA,gkn-NGA,gkn-ng,gkn-NI,Gokana,Gokana,GOKANA,Gokana,gkn
ZAD-MEX,zad-MEX,zad-mx,zad-MX,Cajonos Zapotec,"Zapotec, Cajonos","ZAPOTEC, CAJONOS","Zapotec, Cajonos",zad
BBW-CMR,bbw-CMR,bbw-cm,bbw-CM,Baba,Baba,BABA,Baba,bbw
LMD-SDN,lmd-SDN,lmd-sd,lmd-SU,Lumun,Lumun,LUMUN,Lumun,lmd
SPM-PNG,spm-PNG,spm-pg,spm-PP,Akukem,Akukem,AKUKEM,Akukem,spm
KYH-USA,kyh-USA,kyh-us,kyh-US,Karok,Karok,KAROK,Karok,kyh
MVA-PNG,mva-PNG,mva-pg,mva-PP,Manam,Manam,MANAM,Manam,mva
KTM-PNG,ktm-PNG,ktm-pg,ktm-PP,Kurti,Kurti,KURTI,Kurti,ktm
LMW-USA,lmw-USA,lmw-us,lmw-US,Lake Miwok,"Miwok, Lake","MIWOK, LAKE","Miwok, Lake",lmw
AGK-PHL,agk-PHL,agk-ph,agk-RP,Isarog Agta,"Agta, Isarog","AGTA, ISAROG","Agta, Isarog",agk
STM-PNG,stm-PNG,stm-pg,stm-PP,Setaman,Setaman,SETAMAN,Setaman,stm
AFP-PNG,afp-PNG,afp-pg,afp-PP,Tapei,Tapei,TAPEI,Tapei,afp
THY-NGA,thy-NGA,thy-ng,thy-NI,Tha,Tha,THA,Tha,thy
BRW-IND,brw-IND,brw-in,brw-IN,Bellari,Bellari,BELLARI,Bellari,brw
XMH-AUS,xmh-AUS,xmh-au,xmh-AS,Kuku-Muminh,Kuku-Muminh,KUKU-MUMINH,Kuku-Muminh,xmh
RAF-NPL,raf-NPL,raf-np,raf-NP,Western Mewahang,"Mewahang, Western","MEWAHANG, WESTERN","Mewahang, Western",raf
BGK-CHN,bgk-CHN,bgk-cn,bgk-CH,Buxinhua,Buxinhua,BUXINHUA,Buxinhua,bgk
GAT-PNG,gat-PNG,gat-pg,gat-PP,Kenati,Kenati,KENATI,Kenati,gat
AIG-AIA,aig-AIA,aig-ai,aig-AV,Anguillan Creole English,Anguillan Creole English,ANGUILLAN CREOLE ENGLISH,Anguillan Creole English,aig
BFE-IDN,bfe-IDN,bfe-id,bfe-ID,Betaf,Betaf,BETAF,Betaf,bfe
ZPK-MEX,zpk-MEX,zpk-mx,zpk-MX,Tlacolulita Zapotec,"Zapotec, Tlacolulita","ZAPOTEC, TLACOLULITA","Zapotec, Tlacolulita",zpk
LRR-NPL,lrr-NPL,lrr-np,lrr-NP,Southern Yamphu,"Yamphu, Southern","YAMPHU, SOUTHERN","Yamphu, Southern",lrr
GWT-PAK,gwt-PAK,gwt-pk,gwt-PK,Gawar-Bati,Gawar-Bati,GAWAR-BATI,Gawar-Bati,gwt
AQC-RUS,aqc-RUS,aqc-ru,aqc-RS,Archi,Archi,ARCHI,Archi,aqc
VAM-PNG,vam-PNG,vam-pg,vam-PP,Vanimo,Vanimo,VANIMO,Vanimo,vam
AHB-VUT,ahb-VUT,ahb-vu,ahb-NH,Axamb,Axamb,AXAMB,Axamb,ahb
KUH-NGA,kuh-NGA,kuh-ng,kuh-NI,Kushi,Kushi,KUSHI,Kushi,kuh
NAX-PNG,nax-PNG,nax-pg,nax-PP,Nakwi,Nakwi,NAKWI,Nakwi,nax
NSW-VUT,nsw-VUT,nsw-vu,nsw-NH,Navut,Navut,NAVUT,Navut,nsw
SWQ-CMR,swq-CMR,swq-cm,swq-CM,Sharwa,Sharwa,SHARWA,Sharwa,swq
ABO-NGA,abo-NGA,abo-ng,abo-NI,Abon,Abon,ABON,Abon,abo
BAP-IND,bap-IND,bap-in,bap-IN,Bantawa,Bantawa,BANTAWA,Bantawa,bap
SIM-PNG,sim-PNG,sim-pg,sim-PP,Mende,Mende,MENDE,Mende,sim
BRJ-VUT,brj-VUT,brj-vu,brj-NH,Bieria,Bieria,BIERIA,Bieria,brj
WLS-WLF,wls-WLF,wls-wf,wls-WF,Wallisian,Wallisian,WALLISIAN,Wallisian,wls
TLU-IDN,tlu-IDN,tlu-id,tlu-ID,Tulehu,Tulehu,TULEHU,Tulehu,tlu
RAB-IND,rab-IND,rab-in,rab-IN,Chamling,Chamling,CHAMLING,Chamling,rab
CLE-MEX,cle-MEX,cle-mx,cle-MX,Lealao Chinantec,"Chinantec, Lealao","CHINANTEC, LEALAO","Chinantec, Lealao",cle
MMP-PNG,mmp-PNG,mmp-pg,mmp-PP,Siawi,Siawi,SIAWI,Siawi,mmp
PKU-IDN,pku-IDN,pku-id,pku-ID,Paku,Paku,PAKU,Paku,pku
WAX-PNG,wax-PNG,wax-pg,wax-PP,Marangis,Marangis,MARANGIS,Marangis,wax
BQS-PNG,bqs-PNG,bqs-pg,bqs-PP,Bosmun,Bosmun,BOSMUN,Bosmun,bqs
XTI-MEX,xti-MEX,xti-mx,xti-MX,Sinicahua Mixtec,"Mixtec, Sinicahua","MIXTEC, SINICAHUA","Mixtec, Sinicahua",xti
CTT-IND,ctt-IND,ctt-in,ctt-IN,Wayanad Chetti,"Chetti, Wayanad","CHETTI, WAYANAD","Chetti, Wayanad",ctt
VNM-VUT,vnm-VUT,vnm-vu,vnm-NH,Neve’ei,Neve’ei,NEVE’EI,Neve’ei,vnm
MQW-PNG,mqw-PNG,mqw-pg,mqw-PP,Murupi,Murupi,MURUPI,Murupi,mqw
UDL-CMR,udl-CMR,udl-cm,udl-CM,Wuzlam,Wuzlam,WUZLAM,Wuzlam,udl
KLE-IND,kle-IND,kle-in,kle-IN,Kulung,Kulung,KULUNG,Kulung,kle
TYA-PNG,tya-PNG,tya-pg,tya-PP,Tauya,Tauya,TAUYA,Tauya,tya
MPZ-THA,mpz-THA,mpz-th,mpz-TH,Mpi,Mpi,MPI,Mpi,mpz
BFN-IDN,bfn-IDN,bfn-id,bfn-ID,Bunak,Bunak,BUNAK,Bunak,bfn
IWK-PHL,iwk-PHL,iwk-ph,iwk-RP,I-wak,I-wak,I-WAK,I-wak,iwk
ELM-NGA,elm-NGA,elm-ng,elm-NI,Eleme,Eleme,ELEME,Eleme,elm
OBU-NGA,obu-NGA,obu-ng,obu-NI,Obulom,Obulom,OBULOM,Obulom,obu
SVM-ITA,svm-ITA,svm-it,svm-IT,Slavomolisano,Slavomolisano,SLAVOMOLISANO,Slavomolisano,svm
JUW-NGA,juw-NGA,juw-ng,juw-NI,Wãpha,Wãpha,WAPHA,Wãpha,juw
ITA-SMR,ita-SMR,ita-sm,ita-SM,Italian,Italian,ITALIAN,Italian,ita
XKW-IDN,xkw-IDN,xkw-id,xkw-ID,Kembra,Kembra,KEMBRA,Kembra,xkw
GAK-IDN,gak-IDN,gak-id,gak-ID,Gamkonora,Gamkonora,GAMKONORA,Gamkonora,gak
TWP-PNG,twp-PNG,twp-pg,twp-PP,Ere,Ere,ERE,Ere,twp
MJX-BGD,mjx-BGD,mjx-bd,mjx-BG,Mahali,Mahali,MAHALI,Mahali,mjx
SZB-PNG,szb-PNG,szb-pg,szb-PP,Ngalum,Ngalum,NGALUM,Ngalum,szb
NGW-NGA,ngw-NGA,ngw-ng,ngw-NI,Ngwaba,Ngwaba,NGWABA,Ngwaba,ngw
YMN-IDN,ymn-IDN,ymn-id,ymn-ID,Sunum,Sunum,SUNUM,Sunum,ymn
MIC-USA,mic-USA,mic-us,mic-US,Micmac,Micmac,MICMAC,Micmac,mic
NDV-SEN,ndv-SEN,ndv-sn,ndv-SG,Ndut,Ndut,NDUT,Ndut,ndv
ZPV-MEX,zpv-MEX,zpv-mx,zpv-MX,Chichicapan Zapotec,"Zapotec, Chichicapan","ZAPOTEC, CHICHICAPAN","Zapotec, Chichicapan",zpv
ROR-IDN,ror-IDN,ror-id,ror-ID,Rongga,Rongga,RONGGA,Rongga,ror
TCP-MMR,tcp-MMR,tcp-mm,tcp-BM,Tawr Chin,"Chin, Tawr","CHIN, TAWR","Chin, Tawr",tcp
CWA-TZA,cwa-TZA,cwa-tz,cwa-TZ,Kabwa,Kabwa,KABWA,Kabwa,cwa
SBC-PNG,sbc-PNG,sbc-pg,sbc-PP,Kele,Kele,KELE,Kele,sbc
MHC-MEX,mhc-MEX,mhc-mx,mhc-MX,Mocho,Mocho,MOCHO,Mocho,mhc
SVB-PNG,svb-PNG,svb-pg,svb-PP,Ulau-Suain,Ulau-Suain,ULAU-SUAIN,Ulau-Suain,svb
LHM-IND,lhm-IND,lhm-in,lhm-IN,Lhomi,Lhomi,LHOMI,Lhomi,lhm
KKH-THA,kkh-THA,kkh-th,kkh-TH,Khün,Khün,KHUN,Khün,kkh
BCH-PNG,bch-PNG,bch-pg,bch-PP,Bariai,Bariai,BARIAI,Bariai,bch
FON-TGO,fon-TGO,fon-tg,fon-TO,Fon,Fon,FON,Fon,fon
GWB-NGA,gwb-NGA,gwb-ng,gwb-NI,Gwa,Gwa,GWA,Gwa,gwb
ZAE-MEX,zae-MEX,zae-mx,zae-MX,Yareni Zapotec,"Zapotec, Yareni","ZAPOTEC, YARENI","Zapotec, Yareni",zae
JAL-IDN,jal-IDN,jal-id,jal-ID,Yalahatan,Yalahatan,YALAHATAN,Yalahatan,jal
TTT-RUS,ttt-RUS,ttt-ru,ttt-RS,Muslim Tat,"Tat, Muslim","TAT, MUSLIM","Tat, Muslim",ttt
ZBT-IDN,zbt-IDN,zbt-id,zbt-ID,Batui,Batui,BATUI,Batui,zbt
BRQ-PNG,brq-PNG,brq-pg,brq-PP,Breri,Breri,BRERI,Breri,brq
ATZ-PHL,atz-PHL,atz-ph,atz-RP,Arta,Arta,ARTA,Arta,atz
YZG-CHN,yzg-CHN,yzg-cn,yzg-CH,E’ma Buyang,"Buyang, E’ma","BUYANG, E’MA","Buyang, E’ma",yzg
MBF-MYS,mbf-MYS,mbf-my,mbf-MY,Baba Malay,"Malay, Baba","MALAY, BABA","Malay, Baba",mbf
EKI-NGA,eki-NGA,eki-ng,eki-NI,Eki,Eki,EKI,Eki,eki
JMB-NGA,jmb-NGA,jmb-ng,jmb-NI,Zumbun,Zumbun,ZUMBUN,Zumbun,jmb
BSE-CMR,bse-CMR,bse-cm,bse-CM,Wushi,Wushi,WUSHI,Wushi,bse
VMX-MEX,vmx-MEX,vmx-mx,vmx-MX,Tamazola Mixtec,"Mixtec, Tamazola","MIXTEC, TAMAZOLA","Mixtec, Tamazola",vmx
TRM-AFG,trm-AFG,trm-af,trm-AF,Tregami,Tregami,TREGAMI,Tregami,trm
GOY-TCD,goy-TCD,goy-td,goy-CD,Goundo,Goundo,GOUNDO,Goundo,goy
YMO-PNG,ymo-PNG,ymo-pg,ymo-PP,Yangum Mon,Yangum Mon,YANGUM MON,Yangum Mon,ymo
MZI-MEX,mzi-MEX,mzi-mx,mzi-MX,Ixcatlán Mazatec,"Mazatec, Ixcatlán","MAZATEC, IXCATLAN","Mazatec, Ixcatlán",mzi
SSQ-IDN,ssq-IDN,ssq-id,ssq-ID,So’a,So’a,SO’A,So’a,ssq
PDN-IDN,pdn-IDN,pdn-id,pdn-ID,Fedan,Fedan,FEDAN,Fedan,pdn
KUK-IDN,kuk-IDN,kuk-id,kuk-ID,Kepo’,Kepo’,KEPO’,Kepo’,kuk
ZTU-MEX,ztu-MEX,ztu-mx,ztu-MX,Güilá Zapotec,"Zapotec, Güilá","ZAPOTEC, GUILA","Zapotec, Güilá",ztu
LUU-NPL,luu-NPL,luu-np,luu-NP,Lumba-Yakkha,Lumba-Yakkha,LUMBA-YAKKHA,Lumba-Yakkha,luu
WTK-PNG,wtk-PNG,wtk-pg,wtk-PP,Watakataui,Watakataui,WATAKATAUI,Watakataui,wtk
HBU-TLS,hbu-TLS,hbu-tl,hbu-TT,Habun,Habun,HABUN,Habun,hbu
RJG-IDN,rjg-IDN,rjg-id,rjg-ID,Rajong,Rajong,RAJONG,Rajong,rjg
ALM-VUT,alm-VUT,alm-vu,alm-NH,Amblong,Amblong,AMBLONG,Amblong,alm
WMX-PNG,wmx-PNG,wmx-pg,wmx-PP,Womo,Womo,WOMO,Womo,wmx
LCS-IDN,lcs-IDN,lcs-id,lcs-ID,Lisabata-Nuniali,Lisabata-Nuniali,LISABATA-NUNIALI,Lisabata-Nuniali,lcs
ZGR-PNG,zgr-PNG,zgr-pg,zgr-PP,Magori,Magori,MAGORI,Magori,zgr
ABC-PHL,abc-PHL,abc-ph,abc-RP,Ambala Ayta,"Ayta, Ambala","AYTA, AMBALA","Ayta, Ambala",abc
OBK-PHL,obk-PHL,obk-ph,obk-RP,Southern Bontok,"Bontok, Southern","BONTOK, SOUTHERN","Bontok, Southern",obk
RGA-VUT,rga-VUT,rga-vu,rga-NH,Roria,Roria,RORIA,Roria,rga
ZPU-MEX,zpu-MEX,zpu-mx,zpu-MX,Yalálag Zapotec,"Zapotec, Yalálag","ZAPOTEC, YALALAG","Zapotec, Yalálag",zpu
CUV-CMR,cuv-CMR,cuv-cm,cuv-CM,Cuvok,Cuvok,CUVOK,Cuvok,cuv
YWA-PNG,ywa-PNG,ywa-pg,ywa-PP,Kalou,Kalou,KALOU,Kalou,ywa
YKN-CHN,ykn-CHN,ykn-cn,ykn-CH,Kua-nsi,Kua-nsi,KUA-NSI,Kua-nsi,ykn
RAA-NPL,raa-NPL,raa-np,raa-NP,Dungmali,Dungmali,DUNGMALI,Dungmali,raa
APH-NPL,aph-NPL,aph-np,aph-NP,Athpariya,Athpariya,ATHPARIYA,Athpariya,aph
BXD-CHN,bxd-CHN,bxd-cn,bxd-CH,Pela,Pela,PELA,Pela,bxd
ERI-PNG,eri-PNG,eri-pg,eri-PP,Ogea,Ogea,OGEA,Ogea,eri
HAP-IDN,hap-IDN,hap-id,hap-ID,Hupla,Hupla,HUPLA,Hupla,hap
SSJ-PNG,ssj-PNG,ssj-pg,ssj-PP,Sausi,Sausi,SAUSI,Sausi,ssj
INP-PER,inp-PER,inp-pe,inp-PE,Iñapari,Iñapari,INAPARI,Iñapari,inp
KDY-IDN,kdy-IDN,kdy-id,kdy-ID,Keijar,Keijar,KEIJAR,Keijar,kdy
SNX-PNG,snx-PNG,snx-pg,snx-PP,Sam,Sam,SAM,Sam,snx
TLS-VUT,tls-VUT,tls-vu,tls-NH,Tambotalo,Tambotalo,TAMBOTALO,Tambotalo,tls
BCE-CMR,bce-CMR,bce-cm,bce-CM,Bamenyam,Bamenyam,BAMENYAM,Bamenyam,bce
WSR-PNG,wsr-PNG,wsr-pg,wsr-PP,Owenia,Owenia,OWENIA,Owenia,wsr
LMB-VUT,lmb-VUT,lmb-vu,lmb-NH,Merei,Merei,MEREI,Merei,lmb
BUL-TUR,bul-TUR,bul-tr,bul-TU,Bulgarian,Bulgarian,BULGARIAN,Bulgarian,bul
MWC-PNG,mwc-PNG,mwc-pg,mwc-PP,Are,Are,ARE,Are,mwc
ENW-NGA,enw-NGA,enw-ng,enw-NI,Enwan,Enwan,ENWAN,Enwan,enw
TEQ-SDN,teq-SDN,teq-sd,teq-SU,Temein,Temein,TEMEIN,Temein,teq
KVD-IDN,kvd-IDN,kvd-id,kvd-ID,Kui,Kui,KUI,Kui,kvd
OIN-PNG,oin-PNG,oin-pg,oin-PP,Inebu One,"One, Inebu","ONE, INEBU","One, Inebu",oin
QUA-USA,qua-USA,qua-us,qua-US,Quapaw,Quapaw,QUAPAW,Quapaw,qua
AUL-VUT,aul-VUT,aul-vu,aul-NH,Aulua,Aulua,AULUA,Aulua,aul
WUT-PNG,wut-PNG,wut-pg,wut-PP,Wutung,Wutung,WUTUNG,Wutung,wut
IDE-NGA,ide-NGA,ide-ng,ide-NI,Idere,Idere,IDERE,Idere,ide
GBH-BEN,gbh-BEN,gbh-bj,gbh-BN,Defi Gbe,"Gbe, Defi","GBE, DEFI","Gbe, Defi",gbh
WII-PNG,wii-PNG,wii-pg,wii-PP,Minidien,Minidien,MINIDIEN,Minidien,wii
CRY-NGA,cry-NGA,cry-ng,cry-NI,Cori,Cori,CORI,Cori,cry
LAR-GHA,lar-GHA,lar-gh,lar-GH,Larteh,Larteh,LARTEH,Larteh,lar
ZNG-VNM,zng-VNM,zng-vn,zng-VM,Mang,Mang,MANG,Mang,zng
PCE-THA,pce-THA,pce-th,pce-TH,Pale Palaung,"Palaung, Pale","PALAUNG, PALE","Palaung, Pale",pce
TRX-MYS,trx-MYS,trx-my,trx-MY,Tringgus-Sembaan Bidayuh,"Bidayuh, Tringgus-Sembaan","BIDAYUH, TRINGGUS-SEMBAAN","Bidayuh, Tringgus-Sembaan",trx
EBG-NGA,ebg-NGA,ebg-ng,ebg-NI,Ebughu,Ebughu,EBUGHU,Ebughu,ebg
OKD-NGA,okd-NGA,okd-ng,okd-NI,Okodia,Okodia,OKODIA,Okodia,okd
KUB-CMR,kub-CMR,kub-cm,kub-CM,Kutep,Kutep,KUTEP,Kutep,kub
ZTN-MEX,ztn-MEX,ztn-mx,ztn-MX,Santa Catarina Albarradas Zapotec,"Zapotec, Santa Catarina Albarradas","ZAPOTEC, SANTA CATARINA ALBARRADAS","Zapotec, Santa Catarina Albarradas",ztn
MWI-VUT,mwi-VUT,mwi-vu,mwi-NH,Ninde,Ninde,NINDE,Ninde,mwi
LNN-VUT,lnn-VUT,lnn-vu,lnn-NH,Lorediakarkar,Lorediakarkar,LOREDIAKARKAR,Lorediakarkar,lnn
