ID,ID_ISO_A3,ID_ISO_A2,ID_FIPS,NAM_LABEL,NAME_PROP,NAME2,NAM_ANSI,LANG_ISO
KLD-AUS,kld-AUS,kld-au,kld-AS,Gamilaraay,Gamilaraay,GAMILARAAY,Gamilaraay,kld
MVF-MNG,mvf-MNG,mvf-mn,mvf-MG,Peripheral Mongolian,"Mongolian, Peripheral","MONGOLIAN, PERIPHERAL","Mongolian, Peripheral",mvf
VIE-VNM,vie-VNM,vie-vn,vie-VM,Vietnamese,Vietnamese,VIETNAMESE,Vietnamese,vie
PNB-PAK,pnb-PAK,pnb-pk,pnb-PK,Western Panjabi,"Panjabi, Western","PANJABI, WESTERN","Panjabi, Western",pnb
BEM-ZMB,bem-ZMB,bem-zm,bem-ZA,Bemba,Bemba,BEMBA,Bemba,bem
GUH-COL,guh-COL,guh-co,guh-CO,Guahibo,Guahibo,GUAHIBO,Guahibo,guh
AAR-ETH,aar-ETH,aar-et,aar-ET,Afar,Afar,AFAR,Afar,aar
AZJ-AZE,azj-AZE,azj-az,azj-AJ,North Azerbaijani,"Azerbaijani, North","AZERBAIJANI, NORTH","Azerbaijani, North",azj
DZG-NER,dzg-NER,dzg-ne,dzg-NG,Dazaga,Dazaga,DAZAGA,Dazaga,dzg
KNG-AGO,kng-AGO,kng-ao,kng-AO,Kikongo,Kikongo,KIKONGO,Kikongo,kng
TTQ-MLI,ttq-MLI,ttq-ml,ttq-ML,Tamajaq,Tamajaq,TAMAJAQ,Tamajaq,ttq
NMN-BWA,nmn-BWA,nmn-bw,nmn-BC,!Xóõ,!Xóõ,!XOO,!Xóõ,nmn
PTI-AUS,pti-AUS,pti-au,pti-AS,Pintiini,Pintiini,PINTIINI,Pintiini,pti
ACM-IRQ,acm-IRQ,acm-iq,acm-IZ,Mesopotamian Spoken Arabic,"Arabic, Mesopotamian Spoken","ARABIC, MESOPOTAMIAN SPOKEN","Arabic, Mesopotamian Spoken",acm
BCC-PAK,bcc-PAK,bcc-pk,bcc-PK,Southern Balochi,"Balochi, Southern","BALOCHI, SOUTHERN","Balochi, Southern",bcc
SMS-RUS,sms-RUS,sms-ru,sms-RS,Skolt Saami,"Saami, Skolt","SAAMI, SKOLT","Saami, Skolt",sms
BRH-PAK,brh-PAK,brh-pk,brh-PK,Brahui,Brahui,BRAHUI,Brahui,brh
NUS-SSD,nus-SSD,nus-ss,nus-OD,Nuer,Nuer,NUER,Nuer,nus
WRH-AUS,wrh-AUS,wrh-au,wrh-AS,Wiradhuri,Wiradhuri,WIRADHURI,Wiradhuri,wrh
GUL-USA,gul-USA,gul-us,gul-US,Sea Island Creole English,Sea Island Creole English,SEA ISLAND CREOLE ENGLISH,Sea Island Creole English,gul
EKK-EST,ekk-EST,ekk-ee,ekk-EN,Standard Estonian,"Estonian, Standard","ESTONIAN, STANDARD","Estonian, Standard",ekk
SEH-MOZ,seh-MOZ,seh-mz,seh-MZ,Sena,Sena,SENA,Sena,seh
NSO-ZAF,nso-ZAF,nso-za,nso-SF,Northern Sotho,"Sotho, Northern","SOTHO, NORTHERN","Sotho, Northern",nso
UZS-AFG,uzs-AFG,uzs-af,uzs-AF,Southern Uzbek,"Uzbek, Southern","UZBEK, SOUTHERN","Uzbek, Southern",uzs
SEL-RUS,sel-RUS,sel-ru,sel-RS,Selkup,Selkup,SELKUP,Selkup,sel
XAL-RUS,xal-RUS,xal-ru,xal-RS,Kalmyk-Oirat,Kalmyk-Oirat,KALMYK-OIRAT,Kalmyk-Oirat,xal
NAQ-NAM,naq-NAM,naq-na,naq-WA,Nama,Nama,NAMA,Nama,naq
VMW-MOZ,vmw-MOZ,vmw-mz,vmw-MZ,Makhuwa,Makhuwa,MAKHUWA,Makhuwa,vmw
YMM-SOM,ymm-SOM,ymm-so,ymm-SO,Maay,Maay,MAAY,Maay,ymm
KCK-BWA,kck-BWA,kck-bw,kck-BC,Kalanga,Kalanga,KALANGA,Kalanga,kck
ZAG-TCD,zag-TCD,zag-td,zag-CD,Zaghawa,Zaghawa,ZAGHAWA,Zaghawa,zag
WMT-AUS,wmt-AUS,wmt-au,wmt-AS,Walmajarri,Walmajarri,WALMAJARRI,Walmajarri,wmt
BEN-IND,ben-IND,ben-in,ben-IN,Bengali,Bengali,BENGALI,Bengali,ben
BXU-CHN,bxu-CHN,bxu-cn,bxu-CH,China Buriat,"Buriat, China","BURIAT, CHINA","Buriat, China",bxu
NNA-AUS,nna-AUS,nna-au,nna-AS,Nyangumarta,Nyangumarta,NYANGUMARTA,Nyangumarta,nna
BHR-MDG,bhr-MDG,bhr-mg,bhr-MA,Bara Malagasy,"Malagasy, Bara","MALAGASY, BARA","Malagasy, Bara",bhr
YEY-BWA,yey-BWA,yey-bw,yey-BC,Yeyi,Yeyi,YEYI,Yeyi,yey
KTU-COD,ktu-COD,ktu-cd,ktu-CG,Kituba,Kituba,KITUBA,Kituba,ktu
KIR-CHN,kir-CHN,kir-cn,kir-CH,Kyrgyz,Kyrgyz,KYRGYZ,Kyrgyz,kir
BGN-IRN,bgn-IRN,bgn-ir,bgn-IR,Western Balochi,"Balochi, Western","BALOCHI, WESTERN","Balochi, Western",bgn
HRV-HRV,hrv-HRV,hrv-hr,hrv-HR,Croatian,Croatian,CROATIAN,Croatian,hrv
DAN-DNK,dan-DNK,dan-dk,dan-DA,Danish,Danish,DANISH,Danish,dan
HER-NAM,her-NAM,her-na,her-WA,Herero,Herero,HERERO,Herero,her
AFB-ARE,afb-ARE,afb-ae,afb-AE,Gulf Spoken Arabic,"Arabic, Gulf Spoken","ARABIC, GULF SPOKEN","Arabic, Gulf Spoken",afb
TYV-RUS,tyv-RUS,tyv-ru,tyv-RS,Tuva,Tuva,TUVA,Tuva,tyv
FUC-MLI,fuc-MLI,fuc-ml,fuc-ML,Pulaar,Pulaar,PULAAR,Pulaar,fuc
NIO-RUS,nio-RUS,nio-ru,nio-RS,Nganasan,Nganasan,NGANASAN,Nganasan,nio
NOD-THA,nod-THA,nod-th,nod-TH,Northern Thai,"Thai, Northern","THAI, NORTHERN","Thai, Northern",nod
BJN-IDN,bjn-IDN,bjn-id,bjn-ID,Banjar,Banjar,BANJAR,Banjar,bjn
FIT-SWE,fit-SWE,fit-se,fit-SW,Tornedalen Finnish,"Finnish, Tornedalen","FINNISH, TORNEDALEN","Finnish, Tornedalen",fit
ALT-RUS,alt-RUS,alt-ru,alt-RS,Southern Altai,"Altai, Southern","ALTAI, SOUTHERN","Altai, Southern",alt
ACQ-YEM,acq-YEM,acq-ye,acq-YM,Ta’izzi-Adeni Spoken Arabic,"Arabic, Ta’izzi-Adeni Spoken","ARABIC, TA’IZZI-ADENI SPOKEN","Arabic, Ta’izzi-Adeni Spoken",acq
LEB-ZMB,leb-ZMB,leb-zm,leb-ZA,Lala-Bisa,Lala-Bisa,LALA-BISA,Lala-Bisa,leb
EMK-GIN,emk-GIN,emk-gn,emk-GV,Eastern Maninkakan,"Maninkakan, Eastern","MANINKAKAN, EASTERN","Maninkakan, Eastern",emk
NAN-CHN,nan-CHN,nan-cn,nan-CH,Min Nan Chinese,"Chinese, Min Nan","CHINESE, MIN NAN","Chinese, Min Nan",nan
TLL-COD,tll-COD,tll-cd,tll-CG,Tetela,Tetela,TETELA,Tetela,tll
KMB-AGO,kmb-AGO,kmb-ao,kmb-AO,Kimbundu,Kimbundu,KIMBUNDU,Kimbundu,kmb
NAV-USA,nav-USA,nav-us,nav-US,Navajo,Navajo,NAVAJO,Navajo,nav
KNC-NGA,knc-NGA,knc-ng,knc-NI,Central Kanuri,"Kanuri, Central","KANURI, CENTRAL","Kanuri, Central",knc
WLV-ARG,wlv-ARG,wlv-ar,wlv-AR,Wichí Lhamtés Vejoz,Wichí Lhamtés Vejoz,WICHI LHAMTES VEJOZ,Wichí Lhamtés Vejoz,wlv
BFL-CAF,bfl-CAF,bfl-cf,bfl-CT,Banda-Ndélé,Banda-Ndélé,BANDA-NDELE,Banda-Ndélé,bfl
SKR-PAK,skr-PAK,skr-pk,skr-PK,Seraiki,Seraiki,SERAIKI,Seraiki,skr
KJH-RUS,kjh-RUS,kjh-ru,kjh-RS,Khakas,Khakas,KHAKAS,Khakas,kjh
NDC-MOZ,ndc-MOZ,ndc-mz,ndc-MZ,Ndau,Ndau,NDAU,Ndau,ndc
FUF-GIN,fuf-GIN,fuf-gn,fuf-GV,Pular,Pular,PULAR,Pular,fuf
ENG-GUY,eng-GUY,eng-gy,eng-GY,English,English,ENGLISH,English,eng
FUH-NER,fuh-NER,fuh-ne,fuh-NG,Western Niger Fulfulde,"Fulfulde, Western Niger","FULFULDE, WESTERN NIGER","Fulfulde, Western Niger",fuh
DJE-NER,dje-NER,dje-ne,dje-NG,Zarma,Zarma,ZARMA,Zarma,dje
KAZ-MNG,kaz-MNG,kaz-mn,kaz-MG,Kazakh,Kazakh,KAZAKH,Kazakh,kaz
TSC-MOZ,tsc-MOZ,tsc-mz,tsc-MZ,Tswa,Tswa,TSWA,Tswa,tsc
BOS-BIH,bos-BIH,bos-ba,bos-BK,Bosnian,Bosnian,BOSNIAN,Bosnian,bos
CAT-ESP,cat-ESP,cat-es,cat-SP,Catalan,Catalan,CATALAN,Catalan,cat
WMB-AUS,wmb-AUS,wmb-au,wmb-AS,Wambaya,Wambaya,WAMBAYA,Wambaya,wmb
QUY-PER,quy-PER,quy-pe,quy-PE,Ayacucho Quechua,"Quechua, Ayacucho","QUECHUA, AYACUCHO","Quechua, Ayacucho",quy
TOI-ZMB,toi-ZMB,toi-zm,toi-ZA,Tonga,Tonga,TONGA,Tonga,toi
ARN-CHL,arn-CHL,arn-cl,arn-CI,Mapudungun,Mapudungun,MAPUDUNGUN,Mapudungun,arn
PBT-PAK,pbt-PAK,pbt-pk,pbt-PK,Southern Pashto,"Pashto, Southern","PASHTO, SOUTHERN","Pashto, Southern",pbt
KAC-MMR,kac-MMR,kac-mm,kac-BM,Jingpho,Jingpho,JINGPHO,Jingpho,kac
MOS-BFA,mos-BFA,mos-bf,mos-UV,Mòoré,Mòoré,MOORE,Mòoré,mos
KAT-GEO,kat-GEO,kat-ge,kat-GG,Georgian,Georgian,GEORGIAN,Georgian,kat
GDQ-YEM,gdq-YEM,gdq-ye,gdq-YM,Mehri,Mehri,MEHRI,Mehri,gdq
NDE-ZWE,nde-ZWE,nde-zw,nde-ZI,Ndebele,Ndebele,NDEBELE,Ndebele,nde
SLK-SVK,slk-SVK,slk-sk,slk-LO,Slovak,Slovak,SLOVAK,Slovak,slk
NTJ-AUS,ntj-AUS,ntj-au,ntj-AS,Ngaanyatjarra,Ngaanyatjarra,NGAANYATJARRA,Ngaanyatjarra,ntj
AXK-COG,axk-COG,axk-cg,axk-CF,Aka,Aka,AKA,Aka,axk
LUN-COD,lun-COD,lun-cd,lun-CG,Lunda,Lunda,LUNDA,Lunda,lun
TOB-ARG,tob-ARG,tob-ar,tob-AR,Toba,Toba,TOBA,Toba,tob
BGP-PAK,bgp-PAK,bgp-pk,bgp-PK,Eastern Balochi,"Balochi, Eastern","BALOCHI, EASTERN","Balochi, Eastern",bgp
YAO-MOZ,yao-MOZ,yao-mz,yao-MZ,Yao,Yao,YAO,Yao,yao
KAS-IND,kas-IND,kas-in,kas-IN,Kashmiri,Kashmiri,KASHMIRI,Kashmiri,kas
LUE-AGO,lue-AGO,lue-ao,lue-AO,Luvale,Luvale,LUVALE,Luvale,lue
DMW-AUS,dmw-AUS,dmw-au,dmw-AS,Mudburra,Mudburra,MUDBURRA,Mudburra,dmw
HEM-COD,hem-COD,hem-cd,hem-CG,Hemba,Hemba,HEMBA,Hemba,hem
UDM-RUS,udm-RUS,udm-ru,udm-RS,Udmurt,Udmurt,UDMURT,Udmurt,udm
BGN-AFG,bgn-AFG,bgn-af,bgn-AF,Western Balochi,"Balochi, Western","BALOCHI, WESTERN","Balochi, Western",bgn
SJT-RUS,sjt-RUS,sjt-ru,sjt-RS,Ter Saami,"Saami, Ter","SAAMI, TER","Saami, Ter",sjt
AYP-IRQ,ayp-IRQ,ayp-iq,ayp-IZ,North Mesopotamian Spoken Arabic,"Arabic, North Mesopotamian Spoken","ARABIC, NORTH MESOPOTAMIAN SPOKEN","Arabic, North Mesopotamian Spoken",ayp
KQN-ZMB,kqn-ZMB,kqn-zm,kqn-ZA,Kaonde,Kaonde,KAONDE,Kaonde,kqn
NAQ-BWA,naq-BWA,naq-bw,naq-BC,Nama,Nama,NAMA,Nama,naq
QXQ-IRN,qxq-IRN,qxq-ir,qxq-IR,Kashkay,Kashkay,KASHKAY,Kashkay,qxq
UNG-AUS,ung-AUS,ung-au,ung-AS,Ngarinyin,Ngarinyin,NGARINYIN,Ngarinyin,ung
SOP-COD,sop-COD,sop-cd,sop-CG,Songe,Songe,SONGE,Songe,sop
KUA-NAM,kua-NAM,kua-na,kua-WA,Kwanyama,Kwanyama,KWANYAMA,Kwanyama,kua
MGH-MOZ,mgh-MOZ,mgh-mz,mgh-MZ,Makhuwa-Meetto,Makhuwa-Meetto,MAKHUWA-MEETTO,Makhuwa-Meetto,mgh
HNE-IND,hne-IND,hne-in,hne-IN,Chhattisgarhi,Chhattisgarhi,CHHATTISGARHI,Chhattisgarhi,hne
TUV-KEN,tuv-KEN,tuv-ke,tuv-KE,Turkana,Turkana,TURKANA,Turkana,tuv
SPA-GTM,spa-GTM,spa-gt,spa-GT,Spanish,Spanish,SPANISH,Spanish,spa
PAN-IND,pan-IND,pan-in,pan-IN,Eastern Panjabi,"Panjabi, Eastern","PANJABI, EASTERN","Panjabi, Eastern",pan
NYM-TZA,nym-TZA,nym-tz,nym-TZ,Nyamwezi,Nyamwezi,NYAMWEZI,Nyamwezi,nym
AVL-JOR,avl-JOR,avl-jo,avl-JO,Levantine Bedawi Spoken Arabic,"Arabic, Levantine Bedawi Spoken","ARABIC, LEVANTINE BEDAWI SPOKEN","Arabic, Levantine Bedawi Spoken",avl
SOU-THA,sou-THA,sou-th,sou-TH,Southern Thai,"Thai, Southern","THAI, SOUTHERN","Thai, Southern",sou
ASM-IND,asm-IND,asm-in,asm-IN,Assamese,Assamese,ASSAMESE,Assamese,asm
AKA-GHA,aka-GHA,aka-gh,aka-GH,Akan,Akan,AKAN,Akan,aka
NLD-NLD,nld-NLD,nld-nl,nld-NL,Dutch,Dutch,DUTCH,Dutch,nld
DIK-SSD,dik-SSD,dik-ss,dik-OD,Southwestern Dinka,"Dinka, Southwestern","DINKA, SOUTHWESTERN","Dinka, Southwestern",dik
BMM-MDG,bmm-MDG,bmm-mg,bmm-MA,Northern Betsimisaraka Malagasy,"Malagasy, Northern Betsimisaraka","MALAGASY, NORTHERN BETSIMISARAKA","Malagasy, Northern Betsimisaraka",bmm
GUB-BRA,gub-BRA,gub-br,gub-BR,Guajajára,Guajajára,GUAJAJARA,Guajajára,gub
NYA-MWI,nya-MWI,nya-mw,nya-MI,Chichewa,Chichewa,CHICHEWA,Chichewa,nya
LCH-AGO,lch-AGO,lch-ao,lch-AO,Lucazi,Lucazi,LUCAZI,Lucazi,lch
MAS-TZA,mas-TZA,mas-tz,mas-TZ,Maasai,Maasai,MAASAI,Maasai,mas
EMS-USA,ems-USA,ems-us,ems-US,Pacific Gulf Yupik,"Yupik, Pacific Gulf","YUPIK, PACIFIC GULF","Yupik, Pacific Gulf",ems
CJK-COD,cjk-COD,cjk-cd,cjk-CG,Chokwe,Chokwe,CHOKWE,Chokwe,cjk
AYO-PRY,ayo-PRY,ayo-py,ayo-PA,Ayoreo,Ayoreo,AYOREO,Ayoreo,ayo
DHM-AGO,dhm-AGO,dhm-ao,dhm-AO,Dhimba,Dhimba,DHIMBA,Dhimba,dhm
SIN-LKA,sin-LKA,sin-lk,sin-CE,Sinhala,Sinhala,SINHALA,Sinhala,sin
LUA-COD,lua-COD,lua-cd,lua-CG,Luba-Kasai,Luba-Kasai,LUBA-KASAI,Luba-Kasai,lua
NHR-BWA,nhr-BWA,nhr-bw,nhr-BC,Naro,Naro,NARO,Naro,nhr
GUU-VEN,guu-VEN,guu-ve,guu-VE,Yanomamö,Yanomamö,YANOMAMO,Yanomamö,guu
SNK-MLI,snk-MLI,snk-ml,snk-ML,Soninke,Soninke,SONINKE,Soninke,snk
NYA-MOZ,nya-MOZ,nya-mz,nya-MZ,Nyanja,Nyanja,NYANJA,Nyanja,nya
KJG-LAO,kjg-LAO,kjg-la,kjg-LA,Khmu,Khmu,KHMU,Khmu,kjg
FAN-GAB,fan-GAB,fan-ga,fan-GB,Fang,Fang,FANG,Fang,fan
NBA-AGO,nba-AGO,nba-ao,nba-AO,Nyemba,Nyemba,NYEMBA,Nyemba,nba
PID-VEN,pid-VEN,pid-ve,pid-VE,Piaroa,Piaroa,PIAROA,Piaroa,pid
MUI-IDN,mui-IDN,mui-id,mui-ID,Musi,Musi,MUSI,Musi,mui
QUZ-PER,quz-PER,quz-pe,quz-PE,Cusco Quechua,"Quechua, Cusco","QUECHUA, CUSCO","Quechua, Cusco",quz
III-CHN,iii-CHN,iii-cn,iii-CH,Nuosu,Nuosu,NUOSU,Nuosu,iii
RND-COD,rnd-COD,rnd-cd,rnd-CG,Ruund,Ruund,RUUND,Ruund,rnd
BKC-CMR,bkc-CMR,bkc-cm,bkc-CM,Baka,Baka,BAKA,Baka,bkc
MCH-VEN,mch-VEN,mch-ve,mch-VE,Maquiritari,Maquiritari,MAQUIRITARI,Maquiritari,mch
MHR-RUS,mhr-RUS,mhr-ru,mhr-RS,Meadow Mari,"Mari, Meadow","MARI, MEADOW","Mari, Meadow",mhr
FRP-FRA,frp-FRA,frp-fr,frp-EU,Arpitan,Arpitan,ARPITAN,Arpitan,frp
DHM-NAM,dhm-NAM,dhm-na,dhm-WA,Zemba,Zemba,ZEMBA,Zemba,dhm
AOC-VEN,aoc-VEN,aoc-ve,aoc-VE,Pemon,Pemon,PEMON,Pemon,aoc
KMW-COD,kmw-COD,kmw-cd,kmw-CG,Komo,Komo,KOMO,Komo,kmw
SDH-IRN,sdh-IRN,sdh-ir,sdh-IR,Southern Kurdish,"Kurdish, Southern","KURDISH, SOUTHERN","Kurdish, Southern",sdh
SPA-DOM,spa-DOM,spa-do,spa-DR,Spanish,Spanish,SPANISH,Spanish,spa
PBU-PAK,pbu-PAK,pbu-pk,pbu-PK,Northern Pashto,"Pashto, Northern","PASHTO, NORTHERN","Pashto, Northern",pbu
MXG-AGO,mxg-AGO,mxg-ao,mxg-AO,Mbangala,Mbangala,MBANGALA,Mbangala,mxg
MYI-IND,myi-IND,myi-in,myi-IN,Mina,Mina,MINA,Mina,myi
SUK-TZA,suk-TZA,suk-tz,suk-TZ,Sukuma,Sukuma,SUKUMA,Sukuma,suk
CKB-IRN,ckb-IRN,ckb-ir,ckb-IR,Central Kurdish,"Kurdish, Central","KURDISH, CENTRAL","Kurdish, Central",ckb
SND-IND,snd-IND,snd-in,snd-IN,Sindhi,Sindhi,SINDHI,Sindhi,snd
NYK-AGO,nyk-AGO,nyk-ao,nyk-AO,Nyaneka,Nyaneka,NYANEKA,Nyaneka,nyk
DCC-IND,dcc-IND,dcc-in,dcc-IN,Deccan,Deccan,DECCAN,Deccan,dcc
MUP-IND,mup-IND,mup-in,mup-IN,Malvi,Malvi,MALVI,Malvi,mup
PIU-AUS,piu-AUS,piu-au,piu-AS,Pintupi-Luritja,Pintupi-Luritja,PINTUPI-LURITJA,Pintupi-Luritja,piu
GDQ-OMN,gdq-OMN,gdq-om,gdq-MU,Mehri,Mehri,MEHRI,Mehri,gdq
GUX-BFA,gux-BFA,gux-bf,gux-UV,Gourmanchéma,Gourmanchéma,GOURMANCHEMA,Gourmanchéma,gux
XAV-BRA,xav-BRA,xav-br,xav-BR,Xavánte,Xavánte,XAVANTE,Xavánte,xav
NGL-MOZ,ngl-MOZ,ngl-mz,ngl-MZ,Lomwe,Lomwe,LOMWE,Lomwe,ngl
GUE-AUS,gue-AUS,gue-au,gue-AS,Gurinji,Gurinji,GURINJI,Gurinji,gue
ARE-AUS,are-AUS,are-au,are-AS,Western Arrarnta,"Arrarnta, Western","ARRARNTA, WESTERN","Arrarnta, Western",are
TIR-ETH,tir-ETH,tir-et,tir-ET,Tigrigna,Tigrigna,TIGRIGNA,Tigrigna,tir
ZLM-MYS,zlm-MYS,zlm-my,zlm-MY,Malay,Malay,MALAY,Malay,zlm
TDX-MDG,tdx-MDG,tdx-mg,tdx-MA,Tandroy-Mahafaly Malagasy,"Malagasy, Tandroy-Mahafaly","MALAGASY, TANDROY-MAHAFALY","Malagasy, Tandroy-Mahafaly",tdx
RON-MDA,ron-MDA,ron-md,ron-MD,Moldovan,Moldovan,MOLDOVAN,Moldovan,ron
KPC-COL,kpc-COL,kpc-co,kpc-CO,Curripaco,Curripaco,CURRIPACO,Curripaco,kpc
XWK-AUS,xwk-AUS,xwk-au,xwk-AS,Wangkumara,Wangkumara,WANGKUMARA,Wangkumara,xwk
LAO-LAO,lao-LAO,lao-la,lao-LA,Lao,Lao,LAO,Lao,lao
SPA-PAN,spa-PAN,spa-pa,spa-PM,Spanish,Spanish,SPANISH,Spanish,spa
LAM-ZMB,lam-ZMB,lam-zm,lam-ZA,Lamba,Lamba,LAMBA,Lamba,lam
SHY-DZA,shy-DZA,shy-dz,shy-AG,Tachawit,Tachawit,TACHAWIT,Tachawit,shy
ACX-OMN,acx-OMN,acx-om,acx-MU,Omani Spoken Arabic,"Arabic, Omani Spoken","ARABIC, OMANI SPOKEN","Arabic, Omani Spoken",acx
KNG-COD,kng-COD,kng-cd,kng-CG,Koongo,Koongo,KOONGO,Koongo,kng
KWY-COD,kwy-COD,kwy-cd,kwy-CG,San Salvador Kongo,"Kongo, San Salvador","KONGO, SAN SALVADOR","Kongo, San Salvador",kwy
BHB-IND,bhb-IND,bhb-in,bhb-IN,Bhili,Bhili,BHILI,Bhili,bhb
ARS-JOR,ars-JOR,ars-jo,ars-JO,Najdi Spoken Arabic,"Arabic, Najdi Spoken","ARABIC, NAJDI SPOKEN","Arabic, Najdi Spoken",ars
KMR-IRN,kmr-IRN,kmr-ir,kmr-IR,Northern Kurdish,"Kurdish, Northern","KURDISH, NORTHERN","Kurdish, Northern",kmr
SPA-CRI,spa-CRI,spa-cr,spa-CS,Spanish,Spanish,SPANISH,Spanish,spa
NLD-SUR,nld-SUR,nld-sr,nld-NS,Dutch,Dutch,DUTCH,Dutch,nld
LEA-COD,lea-COD,lea-cd,lea-CG,Lega-Shabunda,Lega-Shabunda,LEGA-SHABUNDA,Lega-Shabunda,lea
GRR-DZA,grr-DZA,grr-dz,grr-AG,Taznatit,Taznatit,TAZNATIT,Taznatit,grr
MYU-BRA,myu-BRA,myu-br,myu-BR,Mundurukú,Mundurukú,MUNDURUKU,Mundurukú,myu
KBY-NER,kby-NER,kby-ne,kby-NG,Manga Kanuri,"Kanuri, Manga","KANURI, MANGA","Kanuri, Manga",kby
NGC-COD,ngc-COD,ngc-cd,ngc-CG,Ngombe,Ngombe,NGOMBE,Ngombe,ngc
BPD-CAF,bpd-CAF,bpd-cf,bpd-CT,Banda-Banda,Banda-Banda,BANDA-BANDA,Banda-Banda,bpd
GLG-ESP,glg-ESP,glg-es,glg-SP,Galician,Galician,GALICIAN,Galician,glg
XMW-MDG,xmw-MDG,xmw-mg,xmw-MA,Tsimihety Malagasy,"Malagasy, Tsimihety","MALAGASY, TSIMIHETY","Malagasy, Tsimihety",xmw
AFB-IRN,afb-IRN,afb-ir,afb-IR,Gulf Spoken Arabic,"Arabic, Gulf Spoken","ARABIC, GULF SPOKEN","Arabic, Gulf Spoken",afb
NDO-NAM,ndo-NAM,ndo-na,ndo-WA,Ndonga,Ndonga,NDONGA,Ndonga,ndo
ZAG-SDN,zag-SDN,zag-sd,zag-SU,Zaghawa,Zaghawa,ZAGHAWA,Zaghawa,zag
FRC-USA,frc-USA,frc-us,frc-US,Cajun French,"French, Cajun","FRENCH, CAJUN","French, Cajun",frc
WOL-SEN,wol-SEN,wol-sn,wol-SG,Wolof,Wolof,WOLOF,Wolof,wol
JAX-IDN,jax-IDN,jax-id,jax-ID,Jambi Malay,"Malay, Jambi","MALAY, JAMBI","Malay, Jambi",jax
IBA-MYS,iba-MYS,iba-my,iba-MY,Iban,Iban,IBAN,Iban,iba
LBJ-IND,lbj-IND,lbj-in,lbj-IN,Ladakhi,Ladakhi,LADAKHI,Ladakhi,lbj
LUN-ZMB,lun-ZMB,lun-zm,lun-ZA,Lunda,Lunda,LUNDA,Lunda,lun
UIG-KAZ,uig-KAZ,uig-kz,uig-KZ,Uyghur,Uyghur,UYGHUR,Uyghur,uig
PST-PAK,pst-PAK,pst-pk,pst-PK,Central Pashto,"Pashto, Central","PASHTO, CENTRAL","Pashto, Central",pst
LUN-AGO,lun-AGO,lun-ao,lun-AO,Lunda,Lunda,LUNDA,Lunda,lun
BQI-IRN,bqi-IRN,bqi-ir,bqi-IR,Bakhtiâri,Bakhtiâri,BAKHTIARI,Bakhtiâri,bqi
MAL-IND,mal-IND,mal-in,mal-IN,Malayalam,Malayalam,MALAYALAM,Malayalam,mal
ACM-IRN,acm-IRN,acm-ir,acm-IR,Mesopotamian Spoken Arabic,"Arabic, Mesopotamian Spoken","ARABIC, MESOPOTAMIAN SPOKEN","Arabic, Mesopotamian Spoken",acm
PCD-FRA,pcd-FRA,pcd-fr,pcd-EU,Picard,Picard,PICARD,Picard,pcd
QXP-PER,qxp-PER,qxp-pe,qxp-PE,Puno Quechua,"Quechua, Puno","QUECHUA, PUNO","Quechua, Puno",qxp
KET-RUS,ket-RUS,ket-ru,ket-RS,Ket,Ket,KET,Ket,ket
PLG-ARG,plg-ARG,plg-ar,plg-AR,Pilagá,Pilagá,PILAGA,Pilagá,plg
MRI-NZL,mri-NZL,mri-nz,mri-NZ,Maori,Maori,MAORI,Maori,mri
MIN-IDN,min-IDN,min-id,min-ID,Minangkabau,Minangkabau,MINANGKABAU,Minangkabau,min
AIQ-AFG,aiq-AFG,aiq-af,aiq-AF,Aimaq,Aimaq,AIMAQ,Aimaq,aiq
NXD-COD,nxd-COD,nxd-cd,nxd-CG,Ngando,Ngando,NGANDO,Ngando,nxd
APC-SYR,apc-SYR,apc-sy,apc-SY,North Levantine Spoken Arabic,"Arabic, North Levantine Spoken","ARABIC, NORTH LEVANTINE SPOKEN","Arabic, North Levantine Spoken",apc
TIG-ERI,tig-ERI,tig-er,tig-ER,Tigré,Tigré,TIGRE,Tigré,tig
NYU-MOZ,nyu-MOZ,nyu-mz,nyu-MZ,Nyungwe,Nyungwe,NYUNGWE,Nyungwe,nyu
NPI-NPL,npi-NPL,npi-np,npi-NP,Nepali,Nepali,NEPALI,Nepali,npi
WRM-AUS,wrm-AUS,wrm-au,wrm-AS,Warumungu,Warumungu,WARUMUNGU,Warumungu,wrm
DIP-SSD,dip-SSD,dip-ss,dip-OD,Northeastern Dinka,"Dinka, Northeastern","DINKA, NORTHEASTERN","Dinka, Northeastern",dip
NHD-PRY,nhd-PRY,nhd-py,nhd-PA,Ava Guaraní,"Guaraní, Ava","GUARANI, AVA","Guaraní, Ava",nhd
KIU-TUR,kiu-TUR,kiu-tr,kiu-TU,Northern Zazaki,"Zazaki, Northern","ZAZAKI, NORTHERN","Zazaki, Northern",kiu
ORC-KEN,orc-KEN,orc-ke,orc-KE,Orma,Orma,ORMA,Orma,orc
SNA-BWA,sna-BWA,sna-bw,sna-BC,Zezuru,Zezuru,ZEZURU,Zezuru,sna
GOG-TZA,gog-TZA,gog-tz,gog-TZ,Gogo,Gogo,GOGO,Gogo,gog
MNC-CHN,mnc-CHN,mnc-cn,mnc-CH,Manchu,Manchu,MANCHU,Manchu,mnc
WRK-AUS,wrk-AUS,wrk-au,wrk-AS,Garrwa,Garrwa,GARRWA,Garrwa,wrk
