ID_ISO_A3	ID_ISO_A2	ID_FIPS	NAM_LABEL	NAME_PROP	NAME2	NAM_ANSI	ISO639P3code	ID	Name	Macroarea	Latitude	Longitude	glottocode	Countries	Family_ID	Language_level_ID	aes	category	classification	level	med	subclassification	Also spoken in	Alternate Names	Autonym	Classification	Country	Dialects	Language Development	Language Maps	Language Resources	Language Status	Language Use	Location	Other Comments	Population	Population Numeric	Typology	Writing	name
tmk-NPL	tmk-np	tmk-NP	Northwestern Tamang	Tamang, Northwestern	TAMANG, NORTHWESTERN	Tamang, Northwestern	tmk	nort3144	Northwestern Tamang	Eurasia	27.9087	85.1648	nort3144	NP	book1242	NA	not endangered	Bookkeeping	book1242	language	NA	nort3144:1	NA	Kath-Bhotiya, Lama Bhote, Murmi, Rongba, Sain, Tamang Gyoi, Tamang Gyot, Tamang Lengmo, Tamang Tam	NA	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Gurung-Tamang, Tamang	Nepal	Dhading. All Western Tamang varieties have high mutual intelligibility. Lexical similarity: 94% with Western Trisuli Tamang [tdg], 82%–83% with Western Rasuwa Tamang [tdg], 76%–77% with Eastern Gorkha Tamang [tge], 72%–80% with Eastern Tamang [taj].	Literacy rate in L1: 1%–10%. Literacy rate in L2: 25%–75%. Taught in primary schools. Literature. Newspapers. Periodicals. Radio. Dictionary. Texts. NT: 1990.	Eastern Nepal	OLAC resources in and about Tamang, Northwestern	6a (Vigorous). Language of recognized indigenous nationality: Tamang.	Home; mixed use: Friends, religion, work, education. All ages. Positive attitudes. Also use Central Tibetan [bod], in religious contexts. Also use Nepali [npi], in official contexts.	Bagmati zone: Nuwakot district, central mountainous strip.	Traditional religion, Buddhist.	67,200 (2011 census), increasing. Population for all Tamang varieties: 1,350,000 (2011 census).	67200	SOV; postpositions; noun head both initial and final; no noun classes or gender; no prefixes, up to 4 suffixes; clause constituents indicated by case-marking; ergativity; genitives after noun head; relatives before noun head; question word medial; tense and aspect; no passives or voice; CV, CVC, CCV, V, CCVC, CVCCC; tonal; 25 consonant and 5 vowel phonemes.	Devanagari script [Deva].	Tamang, Northwestern
kgh-PHL	kgh-ph	kgh-RP	Upper Tanudan Kalinga	Kalinga, Upper Tanudan	KALINGA, UPPER TANUDAN	Kalinga, Upper Tanudan	kgh	uppe1424	Upper Tanudan Kalinga	Papunesia	17.2143	121.202	uppe1424	PH	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	uppe1424:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adp-BTN	adp-bt	adp-BT	Adap	Adap	ADAP	Adap	adp	adap1234	Adap	Eurasia	27.141	90.3369	adap1234	BT	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	adap1234:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
yma-NPL	yma-np	yma-NP	Yamphe	Yamphe	YAMPHE	Yamphe	yma	yamp1243	Yamphe	Eurasia	27.6069	87.1309	yamp1243	NP	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	yamp1243:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
jrt-NGA	jrt-ng	jrt-NI	Jorto	Jorto	JORTO	Jorto	jrt	jort1240	Jorto	Africa	8.93055	9.42486	jort1240	NG	book1242	NA	not endangered	Bookkeeping	book1242	language	Wordlist or less	jort1240:1	NA	NA	NA	Afro-Asiatic, Chadic, West, A, A.3, Angas Proper, 1	Nigeria	NA	NA	Nigeria, Map 3	OLAC resources in and about Jorto	6a (Vigorous).	NA	Plateau state: Shendam LGA, Dokan Kasuwa.	NA	17,300 (2000).	17300	NA	NA	Jorto
xao-VNM	xao-vn	xao-VM	Khao	Khao	KHAO	Khao	xao	khao1244	Khao	Eurasia	21.4543	103.467	khao1244	VN	book1242	NA	not endangered	Bookkeeping	book1242	language	NA	khao1244:1	NA	NA	NA	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Khao	Viet Nam	None known. Related to Bit [bgk] in Laos and China.	NA	Northwestern Viet Nam	OLAC resources in and about Khao	6a (Vigorous). Language of recognized ethnic group: Xinh Mun. population 23,278 (2009 census).	NA	Northwest; Son La and Dien Bien provinces, near Ma River, north of Pa Ma.	NA	10,000 (Wurm and Hattori 1981).	10000	NA	NA	Khao
pok-BRA	pok-br	pok-BR	Pokanga	Pokanga	POKANGA	Pokangá	pok	poka1242	Pokangá	South America	0.35794	-69.5607	poka1242	BR	book1242	NA	moribund	Bookkeeping	book1242	language	NA	poka1242:1	NA	Bara Sona, Barasano, Bará, Bará-Tukano, Pakang, Pokangá-Tapuya, Waipínõmakã	NA	Tucanoan, Eastern Tucanoan, Bará-Tuyuka	Brazil	NA	NA	Northwestern Brazil	OLAC resources in and about Pokangá	7 (Shifting).	Also use Tucano [tuo], Waimaha [bao].	Amazonas state: Upper Tiquie, tributary of Vaupés.	May be the same as Barasana [bsn] or Waimaha [bao] (Northern Barasano, Bará).	100 (1983 SIL). Ethnic population: 300 (1988 ISA).	100	NA	NA	Pokangá
kym-CAF	kym-cf	kym-CT	Kpatili	Kpatili	KPATILI	Kpatili	kym	kpat1244	Kpatili	Africa	5.17203	21.8594	kpat1244	CF	book1242	NA	shifting	Bookkeeping	book1242	language	Wordlist or less	kpat1244:1	NA	Kpatere, Kpatiri, Ngindere	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Zande, Zande-Nzakara	Central African Republic	None known. Not intelligible with Gbayi [gyg], who are ethnically Kpatili.	NA	Central African Republic	OLAC resources in and about Kpatili	6a (Vigorous).	Also use Nzakara [nzk] (Dimmendaal and Voeltz 2007).	Basse-Kotto prefecture: south Mingala subprefecture; Mbomou prefecture: Bakouma subprefecture.	NA	4,500 (1996).	4500	NA	Unwritten [Qaax].	Kpatili
ksa-NGA	ksa-ng	ksa-NI	Shuwa-Zamani	Shuwa-Zamani	SHUWA-ZAMANI	Shuwa-Zamani	ksa	shuw1238	Shuwa-Zamani	Africa	12.25	14	shuw1238	NG	unat1236	NA	threatened	Unattested	unat1236/atla1280	language	Wordlist or less	shuw1238:1	NA	Kauru, Kuzamani, Rishuwa	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Kauru	Nigeria	NA	NA	Nigeria, Map 2	OLAC resources in and about Shuwa-Zamani	6a (Vigorous).	NA	Kaduna state: Kajuru LGA.	NA	1,000 (1973 SIL).	1000	NA	NA	Shuwa-Zamani
geg-NGA	geg-ng	geg-NI	Gengle	Gengle	GENGLE	Gengle	geg	geng1243	Gengle	Africa	8.8956	11.9527	geng1243	NG	book1242	NA	not endangered	Bookkeeping	book1242	language	Wordlist or less	geng1243:1	NA	Momu, Wegele, Yagele	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Leko-Nimbari, Mumuye-Yandang, Mumuye	Nigeria	NA	NA	Nigeria, Map 5	OLAC resources in and about Gengle	6a (Vigorous).	Also use Hausa [hau]. Used as L2 by Kugama [kow], Teme [tdo].	Adamawa state: Mayo Belwa and Fufore LGAs.	Not the same as Gongla [mzm]. Traditional religion, Christian, Muslim.	4,000.	4000	NA	NA	Gengle
qxi-GTM	qxi-gt	qxi-GT	San Andres Kiche	Kiche, San Andres	KICHE, SAN ANDRES	K'iche', San Andrés	qxi	kich1263	K'iche', San Andrés	North America	NA	NA	kich1263	GT	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	kich1263:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kch-NGA	kch-ng	kch-NI	Vono	Vono	VONO	Vono	kch	vono1238	Vono	Africa	10.4357	8.20774	vono1238	NG	unat1236	NA	threatened	Unattested	unat1236/atla1280	language	Wordlist or less	vono1238:1	NA	Kiballo, Kiwollo	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Kauru	Nigeria	NA	NA	Nigeria, Map 2	OLAC resources in and about Vono	6a (Vigorous).	NA	Kaduna state: Saminaka LGA.	NA	500 (1973 SIL).	500	NA	NA	Vono
dwl-MLI	dwl-ml	dwl-ML	Walo Kumbe Dogon	Dogon, Walo Kumbe	DOGON, WALO KUMBE	Dogon, Walo Kumbe	dwl	walo1239	Walo Kumbe Dogon	Africa	NA	NA	walo1239	ML	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	walo1239:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
lau-IDN	lau-id	lau-ID	Laba	Laba	LABA	Laba	lau	laba1241	Laba	Papunesia	1.66675	127.583	laba1241	ID	book1242	NA	threatened	Bookkeeping	book1242	language	Wordlist or less	laba1241:1	NA	Kedi, South Loloda	NA	West Papuan, North Halmahera, Galela-Loloda	Indonesia	None known. Phonology like Galela [gbi], 70% intelligibility, 75% of Loloda [loa]. Lexical similarity: 75% with Galela [gbi], 78% with Loloda [loa].	NA	Indonesia, Northern Maluku	OLAC resources in and about Laba	6a (Vigorous).	NA	Maluku Utara province: south Loloda district, 4 villages; Halmahera island northwest interior.	Christian.	2,000 (1991 SIL).	2000	NA	NA	Laba
kkn-CHN	kkn-cn	kkn-CH	Kon Keu	Kon Keu	KON KEU	Kon Keu	kkn	konk1268	Kon Keu	Eurasia	21.6369	100.278	konk1268	CN	book1242	NA	threatened	Bookkeeping	book1242	language	NA	konk1268:1	NA	Kong Ge, Kongge	NA	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Angkuic	China	NA	Literacy rate in L2: 77%.	Southwestern China	OLAC resources in and about Kon Keu	6a (Vigorous). Language of recognized nationality: Blang.	Also use Mandarin Chinese [cmn].	Yunnan province: Baoshan, Dai Lincang, Simao, and Xishuangbanna autonomous prefectures.	Traditional religion.	6,300 (2000).	6300	NA	Unwritten [Qaax].	Kon Keu
kku-NGA	kku-ng	kku-NI	Tumi	Tumi	TUMI	Tumi	kku	tumi1238	Tumi	Africa	10.5113	8.10378	tumi1238	NG	unat1236	NA	shifting	Unattested	unat1236/atla1280	language	Wordlist or less	tumi1238:1	NA	Kitimi, Tutumi	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Kauru	Nigeria	NA	NA	Nigeria, Map 2	OLAC resources in and about Tumi	6a (Vigorous).	NA	Kaduna state: Saminaka LGA.	NA	2,270 (2000).	2270	NA	NA	Tumi
ont-PNG	ont-pg	ont-PP	Ontenu	Ontenu	ONTENU	Ontenu	ont	onte1239	Ontenu	Papunesia	-6.45912	145.765	onte1239	PG	book1242	NA	not endangered	Bookkeeping	book1242	language	Wordlist or less	onte1239:1	NA	Ontena	NA	Trans-New Guinea, Kainantu-Goroka, Kainantu, Gadsup-Auyana-Awa	Papua New Guinea	NA	NA	Papua New Guinea, Map 10	OLAC resources in and about Ontenu	6a (Vigorous).	NA	Eastern Highlands province: Kainantu district.	NA	3,000 (1996 SIL).	3000	SOV.	NA	Ontenu
myt-PHL	myt-ph	myt-RP	Sangab Mandaya	Mandaya, Sangab	MANDAYA, SANGAB	Mandaya, Sangab	myt	sang1338	Sangab Mandaya	Papunesia	7.39531	126.409	sang1338	PH	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	sang1338:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
thw-NPL	thw-np	thw-NP	Thudam	Thudam	THUDAM	Thudam	thw	thud1238	Thudam	Eurasia	27.7678	87.6189	thud1238	CN;NP	book1242	NA	not endangered	Bookkeeping	book1242	language	NA	thud1238:1	NA	NA	NA	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Unclassified	Nepal	None known. Similar to Walungge [ola] in Nepal and to the varieties spoken in the villages of Kudo and Sar in Tibet (Von Fürer-Haimendorf 1975).	NA	Eastern Nepal	OLAC resources in and about Thudam	6a (Vigorous). Language of recognized indigenous nationality: Thudam.	All ages. Some also use Lhomi [lhm], especially older people. Also use Nepali [npi].	Kosi zone: Sankhuwasabha district, Chepuwa VDC, Thudam village.	Culturally akin to the Walungs. Buddhist, Christian.	1,800 (2000).	1800	SOV; postpositions; content q-word in situ; clause constituents indicated by case-marking; ergativity; no passives or voice; tonal.	Unwritten [Qaax].	Thudam
kce-NGA	kce-ng	kce-NI	Kaivi	Kaivi	KAIVI	Kaivi	kce	kaiv1238	Kaivi	Africa	10.4328	8.10795	kaiv1238	NG	unat1236	NA	shifting	Unattested	unat1236/atla1280	language	Wordlist or less	kaiv1238:1	NA	Kaibi	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Kauru	Nigeria	NA	NA	Nigeria, Map 2	OLAC resources in and about Kaivi	6a (Vigorous).	NA	Kaduna state: Saminaka LGA.	NA	2,320 (2000).	2320	NA	NA	Kaivi
ids-NGA	ids-ng	ids-NI	Idesa	Idesa	IDESA	Idesa	ids	ides1238	Idesa	Africa	7.34629	6.2929	ides1238	NG	book1242	NA	not endangered	Bookkeeping	book1242	language	Wordlist or less	ides1238:1	NA	NA	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Southern	Nigeria	None known. Related to Oloma [olm].	NA	Nigeria, Map 6	OLAC resources in and about Idesa	6a (Vigorous).	NA	Edo state: Owan East LGA, Otuo.	NA	5,690 (2000).	5690	NA	NA	Idesa
lba-MMR	lba-mm	lba-BM	Lui	Lui	LUI	Lui	lba	luia1234	Lui	Eurasia	21.3635	99.6619	luia1234	MM	book1242	NA	extinct	Bookkeeping	book1242	language	Wordlist or less	luia1234:1	NA	Loi, Looe	NA	Sino-Tibetan, Tibeto-Burman, Unclassified	India	NA	NA	NA	OLAC resources in and about Lui	10 (Extinct).	NA	Arunachal Pradesh.	NA	No known L1 speakers.	0	NA	NA	Lui
dbv-NGA	dbv-ng	dbv-NI	Dungu	Dungu	DUNGU	Dungu	dbv	dung1254	Dungu	Africa	10.5043	8.19543	dung1254	NG	unat1236	NA	shifting	Unattested	unat1236/atla1280	language	Wordlist or less	dung1254:1	NA	Dingi, Dungi, Dunjawa, Dwingi	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Kauru	Nigeria	NA	NA	Nigeria, Map 2	OLAC resources in and about Dungu	6a (Vigorous).	NA	Kaduna state: Saminaka LGA, Dungi town.	NA	1,100 (2000).	1100	NA	NA	Dungu
wgw-PNG	wgw-pg	wgw-PP	Wagawaga	Wagawaga	WAGAWAGA	Wagawaga	wgw	waga1262	Wagawaga (Retired)	NA	NA	NA	waga1262	NA	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	waga1262:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ruy-NGA	ruy-ng	ruy-NI	Mala	Mala	MALA	Mala	ruy	mala1471	Mala (Nigeria)	Africa	10.5776	8.09838	mala1471	NG	unat1236	NA	shifting	Unattested	unat1236/atla1280	language	Wordlist or less	mala1471:1	NA	Amala, Rumaiya, Rumaya, Tumala	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Kauru	Nigeria	NA	NA	Nigeria, Map 2	OLAC resources in and about Mala	6a (Vigorous).	NA	Kaduna state: Saminaka LGA.	NA	6,630 (2000).	6630	NA	NA	Mala
pgy-NPL	pgy-np	pgy-NP	Pongyong	Pongyong	PONGYONG	Pongyong	pgy	pong1252	Pongyong	Eurasia	26.8613	88.0925	pong1252	NP	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	pong1252:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ruz-NGA	ruz-ng	ruz-NI	Ruma	Ruma	RUMA	Ruma	ruz	ruma1250	Ruma	Africa	10.571	8.21883	ruma1250	NG	unat1236	NA	shifting	Unattested	unat1236/atla1280	language	Wordlist or less	ruma1250:1	NA	Bagwama, Rurama, Ruruma, Turama	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Kauru	Nigeria	NA	NA	Nigeria, Map 2	OLAC resources in and about Ruma	6a (Vigorous).	NA	Kaduna state: Saminaka LGA.	NA	5,090 (2000).	5090	NA	NA	Ruma
ayx-CHN	ayx-cn	ayx-CH	Ayi	Ayi	AYI	Ayi	ayx	ayic1234	Ayi (China)	Eurasia	27.1213	98.8684	ayic1234	CN	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	ayic1234:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
bkg-COD	bkg-cd	bkg-CG	Buraka	Buraka	BURAKA	Buraka	bkg	bura1269	Buraka	Africa	4.42283	20.7161	bura1269	CF;CD	book1242	NA	threatened	Bookkeeping	book1242	language	NA	bura1269:1	{u'View other languages of Democratic Republic of the Congo': {}}	Bolaka, Boraka, Bouraka	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Gbanzili	Central African Republic	None known. May not be inherently intelligible with Gbanziri [gbg].	NA	Northern Democratic Republic of Congo	OLAC resources in and about Buraka	6a (Vigorous).	NA	Basse-Kotto prefecture: Mobaye subprefecture, along Ubangi river.	NA	2,500 (1996). Total users in all countries: 3,800.	3800	NA	Unwritten [Qaax].	Buraka
bcb-SEN	bcb-sn	bcb-SG	Bainouk-Samik	Bainouk-Samik	BAINOUK-SAMIK	Bainouk-Samik	bcb	bain1260	Bainouk-Samik	Africa	12.5053	-15.9969	bain1260	GW;SN	book1242	NA	shifting	Bookkeeping	book1242	language	NA	bain1260:1	NA	NA	NA	Niger-Congo, Atlantic-Congo, Atlantic, Northern, Eastern Senegal-Guinea, Banyun	Senegal	NA	NA	Senegal and The Gambia	OLAC resources in and about Bainouk-Samik	6b (Threatened).	NA	Casamance river south side, mainly Samik area and villages north and east, 20 km east of Ziguinchor.	NA	1,850 (2006 J. Leclerc).	1850	NA	Latin script [Latn].	Bainouk-Samik
mtz-MEX	mtz-mx	mtz-MX	Tacanec	Tacanec	TACANEC	Tacanec	mtz	taca1258	Tacanec	North America	NA	NA	taca1258	GT;MX	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	taca1258:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nnx-CMR	nnx-cm	nnx-CM	Ngong	Ngong	NGONG	Ngong	nnx	ngon1275	Ngong	Africa	8.78874	13.42855	ngon1275	CM	book1242	NA	nearly extinct	Bookkeeping	book1242	language	Wordlist or less	ngon1275:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cnm-MEX	cnm-mx	cnm-MX	Ixtatan Chuj	Chuj, Ixtatan	CHUJ, IXTATAN	Chuj, Ixtatán	cnm	chuj1251	Chuj, Ixtatán	North America	NA	NA	chuj1251	GT;MX	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	chuj1251:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ppr-IDN	ppr-id	ppr-ID	Piru	Piru	PIRU	Piru	ppr	piru1241	Piru	Papunesia	-3.05368	128.197	piru1241	ID	book1242	NA	moribund	Bookkeeping	book1242	language	Wordlist or less	piru1241:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
adb-TLS	adb-tl	adb-TT	Adabe	Adabe	ADABE	Adabe	adb	adab1235	Adabe	Papunesia	-8.22674	125.576	adab1235	ID;TL	book1242	NA	not endangered	Bookkeeping	book1242	language	NA	adab1235:1	NA	Ataura, Atauran, Atauro, Atauru, Raklu Un, Raklu-Un	NA	Trans-New Guinea, West, Timor-Alor-Pantar, Timor	East Timor	Munaseli Pandai, Rahesuk, Raklungu, Resuk. Different from Galolen [gal] dialects on Atauro.	NA	East Timor	OLAC resources in and about Adabe	6a (Vigorous).	NA	Dili district: Atauro island; Timor island north of capital.	NA	5,000 (2010 census).	5000	SOV.	Latin script [Latn].	Adabe
pou-GTM	pou-gt	pou-GT	Southern Poqomam	Poqomam, Southern	POQOMAM, SOUTHERN	Poqomam, Southern	pou	poqo1255	Poqomam, Southern	North America	NA	NA	poqo1255	GT	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	poqo1255:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
std-IND	std-in	std-IN	Sentinel	Sentinel	SENTINEL	Sentinel	std	sent1241	Sentinel	Eurasia	11.553	92.2534	sent1241	IN	unat1236	NA	threatened	Unattested	unat1236	language	Wordlist or less	sent1241:1	NA	Sentinelese	NA	Andamanese, South Andamanese	India	None known. Reportedly similar to Öñge [oon].	NA	India, Map 9	OLAC resources in and about Sentinel	6b (Threatened).	NA	Andaman and Nicobar Islands union territory: Sentinel island east of South Andaman island.	A Scheduled Tribe. Reserved toward outsiders. Traditional religion.	150 (Abbi 2006).	150	NA	Unwritten [Qaax].	Sentinel
ihi-NGA	ihi-ng	ihi-NI	Ihievbe	Ihievbe	IHIEVBE	Ihievbe	ihi	ihie1238	Ihievbe	Africa	7.00917	6.08581	ihie1238	NG	book1242	NA	not endangered	Bookkeeping	book1242	language	NA	ihie1238:1	NA	NA	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central	Nigeria	NA	NA	Nigeria, Map 6	OLAC resources in and about Ihievbe	6a (Vigorous).	NA	Edo state: Owan East LGA, northeast of Afuze, Ihievbe Ogbe, Ebetse, and Iyakhora villages.	NA	NA	NA	NA	NA	Ihievbe
uok-NGA	uok-ng	uok-NI	Uokha	Uokha	UOKHA	Uokha	uok	uokh1238	Uokha	Africa	7.00611	5.97783	uokh1238	NG	book1242	NA	NA	Bookkeeping	book1242	language	Wordlist or less	uokh1238:1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sik-SUR	sik-sr	sik-NS	Sikiana	Sikiana	SIKIANA	Sikiana	sik	siki1239	Sikiana	South America	3.01294	-57.9221	siki1239	BR;SR;VE	book1242	NA	shifting	Bookkeeping	book1242	language	Wordlist or less	siki1239:1	{u'View other languages of Suriname': {}}	Chikena, Chiquena, Chiquiana, Shikiana, Sikiâna, Sikïiyana, Xikiyana, Xikujana	NA	Cariban, Kashuyana	Brazil	None known. Reportedly similar to Salumá [slj].	NA	Northeastern Brazil	OLAC resources in and about Sikiana	8a (Moribund).	Also use Waiwai [waw] (Crevels 2007).	Pará state: between Rio Cafuini and headwaters of the Turuna and Itapi, near the Suriname border.	NA	33 (1986 SIL). Total users in all countries: 48.	48	NA	NA	Sikiana
twm-IND	twm-in	twm-IN	Tawang Monpa	Monpa, Tawang	MONPA, TAWANG	Monpa, Tawang	twm	tawa1289	Tawang Monpa	Eurasia	27.7686	92.1838	tawa1289	CN;IN	book1242	NA	shifting	Bookkeeping	book1242	language	Wordlist or less	tawa1289:1	{u'View other languages of China': {}}	Brahmi, Cuona Menba, Dwags, Monkit, Northern Monpa, Takpa, Tawan Monba	NA	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, East Bodish	India	NA	Literacy rate in L2: 32% (2001 census).	China	OLAC resources in and about Monpa, Tawang	6a (Vigorous).	Vigorous. Home, village, religion. Positive attitudes. Also use Hindi [hin]. Used as L2 by Sherdukpen [sdp].	Arunachal Pradesh state: Tawang district.	Monpa (Moinba), ‘man of the lower country’, refers to several ethnically related peoples, which may not be related linguistically. Buddhist.	8,600. Total users in all countries: 9,900.	9900	Basic SOV.	Devanagari script [Deva].	Monpa, Tawang
lmh-NPL	lmh-np	lmh-NP	Lambichhong	Lambichhong	LAMBICHHONG	Lambichhong	lmh	lamb1277	Lambichhong	Eurasia	27.0543	87.2168	lamb1277	NP	book1242	NA	moribund	Bookkeeping	book1242	language	NA	lamb1277:1	NA	Lambicchong, Lambichhong, Lambichong, Lambitshong, Phangduwali Mugali	NA	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	Nepal	Phangdhuwali. Reportedly similar to Chhulung [cur], Belhariya [byw], and Chhintang [ctn].	NA	Eastern Nepal enlargements	OLAC resources in and about Mugali	7 (Shifting). Language of recognized indigenous nationality: Rai.	Older adults and elderly.	Kosi zone: Dhankuta district, Arun river east bank, between Mugakhola and Sinuwakhola; Muga, Pakhribas and Phalate VDCs.	Traditional religion.	1,500 (2010 I. Rai), decreasing. Very few monolinguals.	1500	SOV; postpositions; no gender; verbal affixation marks person and number; split ergativity; tense; no passives or voice; nontonal; 23 consonant and 5 vowel phonemes.	Unwritten [Qaax].	Mugali
myd-PNG	myd-pg	myd-PP	Maramba	Maramba	MARAMBA	Maramba	myd	mara1407	Maramba	Papunesia	-4.23908	143.735	mara1407	PG	book1242	NA	not endangered	Bookkeeping	book1242	language	Wordlist or less	mara1407:1	NA	NA	NA	Yuat	Papua New Guinea	NA	NA	Papua New Guinea, Map 4	OLAC resources in and about Maramba	6a (Vigorous).	NA	East Sepik province.	NA	840 (2000 census).	840	NA	NA	Maramba
luu-NPL	luu-np	luu-NP	Lumba-Yakkha	Lumba-Yakkha	LUMBA-YAKKHA	Lumba-Yakkha	luu	lumb1250	Lumba-Yakkha	Eurasia	27.232	87.3146	lumb1250	NP	book1242	NA	threatened	Bookkeeping	book1242	language	NA	lumb1250:1	NA	Lumba-Yakkha, Yakkhaba Cea	NA	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Kiranti, Eastern	Nepal	They understand Yakkha [ybh], but Yakkha speakers have difficulty in understanding them. No perceived dialect differences within the six villages.	NA	Eastern Nepal enlargements	OLAC resources in and about Yakkha, Chhathare	6b (Threatened).	Language retained among some youth (Hansson 1991). Home.	Kosi zone: Dhankuta district, 6 villages in Arkhaule Jitpur and Marek Katahare VDCs.	The north part (village of Marek) is most vital and populous area. The Chhathare villages to the south and west no longer speak the language, some loss in the east. Traditional religion, Christian, Hindu.	1,200 (2000).	1200	SOV; postpositions; noun head final; verbal affixation marks person and number; both tense and aspect, nontonal.	Unwritten [Qaax].	Yakkha, Chhathare
neo-VNM	neo-vn	neo-VM	Na-Meo	Na-Meo	NA-MEO	Ná-Meo	neo	name1237	Ná-Meo	Eurasia	22.4189	106.435	name1237	VN	uncl1493	NA	not endangered	Unclassifiable	uncl1493	language	NA	name1237:1	NA	NA	NA	Unclassified	Viet Nam	NA	NA	Northern Viet Nam	OLAC resources in and about Ná-Meo	6a (Vigorous). Language of recognized ethnic group: Hmong.	NA	Northwest Lang Son Province, Trang Dinh district, Cao Minh and Khuoi Phu Dao villages, Khanh Long hamlet; Cao Bang Province, Thach An district, Ca Liec village.	Possible immigrants from Guangxi Province in China.	1,200 (2002).	1200	NA	Unwritten [Qaax].	Ná-Meo
